entity;three_class;jour;P_f;P_h;P;T_f;T_h;T;pop;P hebdo;T hebdo;incidence hebdo;positivite hebdo;taux de test hebdo
01;0-29;2021-01-27;3;1;4;82;70;152;125175.0;29.0;825.0;23.1675654084282;3.5151515151515147;659.0772917914919
01;30-59;2021-01-27;5;3;8;195;184;379;146601.0;54.0;2238.0;36.83467370618208;2.4128686327077746;1526.592588045102
01;60+;2021-01-27;0;0;0;118;107;225;105103.0;22.0;1082.0;20.931847806437496;2.033271719038817;1029.4663330256985
01;whole;2021-01-27;8;4;12;395;361;756;376879.0;105.0;4147.0;27.860400818299773;2.5319508078128767;1100.3531637475157
01;0-29;2021-01-28;2;1;3;98;65;164;125175.0;27.0;849.0;21.569802276812464;3.180212014134275;678.2504493708807
01;30-59;2021-01-28;3;7;10;188;208;396;146601.0;60.0;2296.0;40.92741522909121;2.6132404181184667;1566.1557560998904
01;60+;2021-01-28;1;7;8;113;128;241;105103.0;24.0;1173.0;22.834743061568176;2.0460358056265986;1116.0480671341447
01;whole;2021-01-28;6;15;21;399;401;801;376879.0;111.0;4320.0;29.452423722202614;2.569444444444444;1146.2564908100478
01;0-29;2021-01-29;0;3;3;76;85;161;125175.0;24.0;869.0;19.173157579388857;2.761795166858458;694.2280806870382
01;30-59;2021-01-29;7;5;12;217;211;428;146601.0;58.0;2273.0;39.56316805478817;2.5516937967443907;1550.4669135954052
01;60+;2021-01-29;2;2;4;99;102;201;105103.0;25.0;1204.0;23.786190689133516;2.0764119601328903;1145.5429435886701
01;whole;2021-01-29;9;12;21;392;400;792;376879.0;109.0;4350.0;28.92174942090167;2.505747126436782;1154.216605329562
01;0-29;2021-01-30;1;3;4;37;27;64;125175.0;25.0;867.0;19.972039145196725;2.883506343713956;692.6303175554224
01;30-59;2021-01-30;2;4;6;73;71;144;146601.0;60.0;2270.0;40.92741522909121;2.643171806167401;1548.4205428339508
01;60+;2021-01-30;3;1;4;30;21;51;105103.0;25.0;1194.0;23.786190689133516;2.0938023450586267;1136.0284673130168
01;whole;2021-01-30;6;8;14;140;119;259;376879.0;112.0;4334.0;29.717760872853088;2.5842178126442086;1149.9712109191544
01;0-29;2021-01-31;2;1;3;19;12;31;125175.0;27.0;878.0;21.569802276812464;3.0751708428246016;701.4180147793089
01;30-59;2021-01-31;0;2;2;27;23;50;146601.0;61.0;2265.0;41.609538816242726;2.693156732891832;1545.009924898193
01;60+;2021-01-31;0;1;1;11;10;21;105103.0;26.0;1178.0;24.73763831669886;2.2071307300509337;1120.8053052719713
01;whole;2021-01-31;2;4;6;57;45;102;376879.0;116.0;4324.0;30.779109475454987;2.682701202590194;1147.3178394126498
01;0-29;2021-02-01;4;6;10;94;84;179;125175.0;32.0;896.0;25.56421010585181;3.571428571428571;715.7978829638506
01;30-59;2021-02-01;9;2;11;255;221;479;146601.0;56.0;2262.0;38.198920880485126;2.475685234305924;1542.9635541367386
01;60+;2021-02-01;4;3;7;151;130;281;105103.0;26.0;1224.0;24.73763831669886;2.1241830065359477;1164.571896139977
01;whole;2021-02-01;17;11;28;500;435;939;376879.0;116.0;4384.0;30.779109475454987;2.645985401459854;1163.2380684516781
01;0-29;2021-02-02;4;2;6;94;71;165;125175.0;33.0;916.0;26.363091671659678;3.602620087336245;731.775514280008
01;30-59;2021-02-02;4;5;9;216;209;425;146601.0;58.0;2301.0;39.56316805478817;2.5206431986093003;1569.5663740356476
01;60+;2021-02-02;6;2;8;100;98;198;105103.0;32.0;1218.0;30.4463240820909;2.6272577996715927;1158.863210374585
01;whole;2021-02-02;14;9;23;410;378;788;376879.0;125.0;4437.0;33.167143831309254;2.817218841559612;1177.3009374361532
01;0-29;2021-02-03;3;2;5;64;121;185;125175.0;34.0;949.0;27.161973237467546;3.5827186512118017;758.1386059516677
01;30-59;2021-02-03;11;4;15;166;124;290;146601.0;65.0;2212.0;44.33803316484881;2.938517179023508;1508.8573747791625
01;60+;2021-02-03;3;5;8;69;77;146;105103.0;40.0;1139.0;38.057905102613624;3.511852502194908;1083.698847796923
01;whole;2021-02-03;17;11;28;299;322;621;376879.0;141.0;4302.0;37.41253824171684;3.2775453277545328;1141.4804220983392
01;0-29;2021-02-04;2;2;4;95;84;179;125175.0;35.0;964.0;27.960854803275414;3.630705394190872;770.1218294387857
01;30-59;2021-02-04;9;4;13;172;178;350;146601.0;68.0;2166.0;46.38440392630337;3.139427516158818;1477.4796897701926
01;60+;2021-02-04;4;4;8;82;92;174;105103.0;40.0;1072.0;38.057905102613624;3.731343283582089;1019.9518567500452
01;whole;2021-02-04;16;10;26;351;354;705;376879.0;146.0;4206.0;38.73922399496921;3.4712315739419872;1116.0080556358937
01;0-29;2021-02-05;2;3;5;95;78;173;125175.0;37.0;976.0;29.55861793489115;3.790983606557377;779.7084082284802
01;30-59;2021-02-05;9;4;13;192;201;393;146601.0;69.0;2131.0;47.066527513454886;3.2379164711403097;1453.6053642198892
01;60+;2021-02-05;2;3;5;101;91;192;105103.0;41.0;1063.0;39.00935273017897;3.8570084666039515;1011.3888281019572
01;whole;2021-02-05;13;10;23;388;372;760;376879.0;148.0;4174.0;39.269898296270156;3.5457594633445138;1107.5172668150785
01;0-29;2021-02-06;2;1;3;29;23;52;125175.0;36.0;964.0;28.75973636908328;3.7344398340248963;770.1218294387857
01;30-59;2021-02-06;2;2;4;47;49;96;146601.0;67.0;2083.0;45.70228033915185;3.216514642342775;1420.8634320366164
01;60+;2021-02-06;0;0;0;28;14;42;105103.0;37.0;1054.0;35.2035622199176;3.510436432637571;1002.8257994538692
01;whole;2021-02-06;4;3;7;104;86;190;376879.0;141.0;4105.0;37.41253824171684;3.4348355663824606;1089.2090034201958
01;0-29;2021-02-07;0;0;0;18;8;26;125175.0;33.0;959.0;26.363091671659678;3.441084462982273;766.1274216097464
01;30-59;2021-02-07;1;0;1;26;21;47;146601.0;66.0;2080.0;45.020156752000325;3.173076923076923;1418.817061275162
01;60+;2021-02-07;2;0;2;16;15;31;105103.0;38.0;1064.0;36.155009847482944;3.571428571428571;1012.3402757295225
01;whole;2021-02-07;3;0;3;60;44;104;376879.0;138.0;4107.0;36.616526789765416;3.3601168736303872;1089.7396777214967
01;0-29;2021-02-08;6;3;9;116;80;198;125175.0;32.0;978.0;25.56421010585181;3.2719836400818;781.306171360096
01;30-59;2021-02-08;9;10;19;226;202;432;146601.0;74.0;2033.0;50.47714544921249;3.6399409739301523;1386.7572526790404
01;60+;2021-02-08;1;3;4;116;109;225;105103.0;35.0;1008.0;33.30066696478692;3.4722222222222223;959.0592085858634
01;whole;2021-02-08;16;16;32;458;391;855;376879.0;142.0;4023.0;37.67787539236731;3.5297042008451407;1067.4513570668569
01;0-29;2021-02-09;4;5;9;99;105;206;125175.0;35.0;1019.0;27.960854803275414;3.434739941118744;814.0603155582186
01;30-59;2021-02-09;14;12;26;196;185;381;146601.0;91.0;1989.0;62.07324643078833;4.57516339869281;1356.7438148443737
01;60+;2021-02-09;4;2;6;81;96;177;105103.0;33.0;987.0;31.397771709656244;3.343465045592705;939.0788084069914
01;whole;2021-02-09;22;19;41;376;386;764;376879.0;160.0;3999.0;42.453944104075845;4.001000250062516;1061.0832654512458
01;0-29;2021-02-10;2;3;5;69;86;155;125175.0;35.0;989.0;27.960854803275414;3.5389282103134483;790.0938685839824
01;30-59;2021-02-10;9;4;13;192;168;360;146601.0;89.0;2059.0;60.70899925648529;4.322486644001942;1404.4924659449798
01;60+;2021-02-10;5;2;7;67;85;152;105103.0;32.0;993.0;30.4463240820909;3.2225579053373616;944.7874941723833
01;whole;2021-02-10;16;9;25;328;340;668;376879.0;157.0;4046.0;41.65793265212442;3.880375679683638;1073.554111531818
01;0-29;2021-02-11;2;7;9;75;79;154;125175.0;40.0;964.0;31.95526263231476;4.149377593360995;770.1218294387857
01;30-59;2021-02-11;10;11;21;161;164;325;146601.0;97.0;2034.0;66.16598795369745;4.768928220255654;1387.4393762661919
01;60+;2021-02-11;5;3;8;53;59;112;105103.0;32.0;931.0;30.4463240820909;3.4371643394199785;885.7977412633321
01;whole;2021-02-11;17;21;38;289;302;592;376879.0;169.0;3933.0;44.84197845993011;4.296974319857616;1043.5710135083143
01;0-29;2021-02-12;7;5;12;73;73;146;125175.0;47.0;937.0;37.547433592969846;5.016008537886873;748.5520271619732
01;30-59;2021-02-12;8;9;17;153;144;297;146601.0;101.0;1938.0;68.89448230230353;5.21155830753354;1321.955511899646
01;60+;2021-02-12;5;6;11;64;66;130;105103.0;38.0;869.0;36.155009847482944;4.372842347525892;826.8079883542811
01;whole;2021-02-12;20;20;40;290;283;573;376879.0;186.0;3746.0;49.35271002098818;4.965296316070475;993.9529663366757
01;0-29;2021-02-13;0;0;0;26;24;50;125175.0;44.0;935.0;35.150788895546235;4.705882352941177;746.9542640303575
01;30-59;2021-02-13;5;1;6;77;51;128;146601.0;103.0;1970.0;70.25872947660658;5.228426395939087;1343.7834666884946
01;60+;2021-02-13;0;0;0;26;23;49;105103.0;38.0;876.0;36.155009847482944;4.337899543378995;833.4681217472383
01;whole;2021-02-13;5;1;6;129;98;227;376879.0;185.0;3783.0;49.08737287033769;4.890298704731695;1003.7704409107432
01;0-29;2021-02-14;2;1;3;18;19;37;125175.0;47.0;946.0;37.547433592969846;4.968287526427061;755.7419612542441
01;30-59;2021-02-14;2;2;4;30;16;46;146601.0;106.0;1969.0;72.30510023806113;5.383443372270188;1343.1013431013432
01;60+;2021-02-14;2;1;3;13;15;28;105103.0;39.0;873.0;37.10645747504829;4.4673539518900345;830.6137788645423
01;whole;2021-02-14;6;4;10;61;50;111;376879.0;192.0;3790.0;50.944732924891014;5.065963060686015;1005.6278009652966
01;0-29;2021-02-15;2;7;9;91;79;170;125175.0;47.0;918.0;37.547433592969846;5.119825708061002;733.3732774116237
01;30-59;2021-02-15;10;8;18;213;159;372;146601.0;105.0;1909.0;71.6229766509096;5.500261917234154;1302.1739278722519
01;60+;2021-02-15;11;8;19;100;82;182;105103.0;54.0;830.0;51.37817188852839;6.506024096385541;789.7015308792327
01;whole;2021-02-15;23;23;46;404;320;725;376879.0;206.0;3660.0;54.65945303399766;5.628415300546448;971.1339713807349
01;0-29;2021-02-16;3;2;5;43;45;89;125175.0;43.0;801.0;34.35190732973837;5.368289637952559;639.904134212103
01;30-59;2021-02-16;2;2;4;61;63;124;146601.0;83.0;1652.0;56.61625773357617;5.0242130750605325;1126.868165974311
01;60+;2021-02-16;0;0;0;35;24;59;105103.0;48.0;712.0;45.66948612313635;6.741573033707865;677.4307108265225
01;whole;2021-02-16;5;4;9;139;132;272;376879.0;174.0;3168.0;46.16866421318248;5.492424242424242;840.5880932607017
01;0-29;2021-02-17;4;1;5;25;45;70;125175.0;43.0;716.0;34.35190732973837;6.005586592178771;571.9992011184341
01;30-59;2021-02-17;2;0;2;44;50;94;146601.0;72.0;1386.0;49.112898274909455;5.194805194805195;945.4232917920068
01;60+;2021-02-17;2;1;3;26;36;62;105103.0;44.0;622.0;41.86369561287499;7.07395498392283;591.8004243456419
01;whole;2021-02-17;8;2;10;95;131;226;376879.0;159.0;2726.0;42.18860695342537;5.832721936903888;723.3090726731922
01;0-29;2021-02-18;10;6;16;127;85;212;125175.0;50.0;774.0;39.94407829039345;6.459948320413436;618.3343319352906
01;30-59;2021-02-18;17;19;36;205;189;394;146601.0;87.0;1455.0;59.344752082182254;5.979381443298969;992.4898193054618
01;60+;2021-02-18;2;5;7;71;68;140;105103.0;43.0;650.0;40.91224798530965;6.615384615384616;618.4409579174715
01;whole;2021-02-18;29;30;59;403;343;747;376879.0;180.0;2881.0;47.760687117085325;6.24783061437001;764.4363310240157
01;0-29;2021-02-19;12;2;14;109;62;171;125175.0;52.0;799.0;41.541841422009185;6.508135168961202;638.3063710804873
01;30-59;2021-02-19;22;17;39;216;183;400;146601.0;109.0;1558.0;74.35147099951568;6.996148908857509;1062.7485487820684
01;60+;2021-02-19;6;7;13;78;75;153;105103.0;45.0;673.0;42.81514324044033;6.686478454680535;640.3242533514742
01;whole;2021-02-19;40;26;66;404;320;725;376879.0;206.0;3033.0;54.65945303399766;6.791955159907682;804.7675779228877
01;0-29;2021-02-20;3;3;6;42;45;87;125175.0;58.0;836.0;46.3351308168564;6.937799043062201;667.8649890153785
01;30-59;2021-02-20;10;4;14;83;53;136;146601.0;117.0;1566.0;79.80845969672785;7.471264367816093;1068.2055374792806
01;60+;2021-02-20;1;3;4;28;40;68;105103.0;49.0;692.0;46.620933750701695;7.08092485549133;658.4017582752158
01;whole;2021-02-20;14;10;24;153;138;291;376879.0;224.0;3097.0;59.435521745706176;7.232805941233451;821.7491555645181
01;0-29;2021-02-21;0;0;0;11;12;23;125175.0;55.0;822.0;43.938486119432795;6.690997566909976;656.6806470940683
01;30-59;2021-02-21;2;0;2;40;23;63;146601.0;115.0;1583.0;78.44421252242482;7.264687302590018;1079.8016384608563
01;60+;2021-02-21;0;2;2;13;17;30;105103.0;48.0;694.0;45.66948612313635;6.9164265129683;660.3046535303464
01;whole;2021-02-21;2;2;4;64;52;116;376879.0;218.0;3102.0;57.84349884180334;7.0277240490006445;823.0758413177705
01;0-29;2021-02-22;13;15;28;122;142;264;125175.0;74.0;916.0;59.1172358697823;8.078602620087336;731.775514280008
01;30-59;2021-02-22;34;17;51;275;264;539;146601.0;148.0;1750.0;100.95429089842499;8.457142857142857;1193.7162775151603
01;60+;2021-02-22;8;11;19;116;98;214;105103.0;48.0;726.0;45.66948612313635;6.6115702479338845;690.7509776124373
01;whole;2021-02-22;55;43;98;513;504;1017;376879.0;270.0;3394.0;71.64103067562799;7.955215085444903;900.5542893077088
01;0-29;2021-02-23;17;9;26;110;112;222;125175.0;95.0;1049.0;75.89374875174755;9.05624404194471;838.0267625324545
01;30-59;2021-02-23;15;14;29;231;169;400;146601.0;173.0;2026.0;118.00738057721298;8.538993089832182;1381.9823875689797
01;60+;2021-02-23;7;5;12;74;63;137;105103.0;60.0;804.0;57.08685765392044;7.462686567164178;764.9638925625338
01;whole;2021-02-23;39;28;67;415;344;759;376879.0;328.0;3881.0;87.03058541335548;8.451430043803143;1029.7734816744896
01;0-29;2021-02-24;8;4;12;102;61;164;125175.0;102.0;1143.0;81.48591971240263;8.923884514435695;913.1216297183942
01;30-59;2021-02-24;16;12;28;181;156;337;146601.0;199.0;2269.0;135.7425938431525;8.77038342882327;1547.7384192467991
01;60+;2021-02-24;6;3;9;77;67;144;105103.0;66.0;886.0;62.79554341931249;7.44920993227991;842.9825980228919
01;whole;2021-02-24;30;19;49;360;284;645;376879.0;367.0;4300.0;97.37873428872398;8.534883720930232;1140.9497477970383
01;0-29;2021-02-25;8;10;18;102;98;200;125175.0;104.0;1131.0;83.08368284401837;9.195402298850574;903.5350509286999
01;30-59;2021-02-25;23;19;42;203;213;416;146601.0;205.0;2291.0;139.83533536606163;8.94805761676124;1562.7451381641326
01;60+;2021-02-25;6;3;9;73;68;141;105103.0;68.0;887.0;64.69843867444317;7.666290868094701;843.9340456504572
01;whole;2021-02-25;37;32;69;378;379;757;376879.0;377.0;4310.0;100.0321057952287;8.747099767981439;1143.603119303543
01;0-29;2021-02-26;11;12;23;116;118;235;125175.0;113.0;1195.0;90.2736169362892;9.456066945606695;954.6634711404034
01;30-59;2021-02-26;28;19;47;282;222;504;146601.0;213.0;2395.0;145.29232406327378;8.893528183716075;1633.6859912278908
01;60+;2021-02-26;5;12;17;102;109;211;105103.0;72.0;945.0;68.50422918470453;7.6190476190476195;899.118008049247
01;whole;2021-02-26;44;43;87;500;449;950;376879.0;398.0;4535.0;105.60418595888866;8.776185226019846;1203.3039781998998
01;0-29;2021-02-27;4;4;8;61;46;107;125175.0;115.0;1215.0;91.87138006790494;9.465020576131687;970.6411024565608
01;30-59;2021-02-27;8;5;13;91;63;154;146601.0;212.0;2413.0;144.61020047612226;8.785743887277249;1645.9642157966182
01;60+;2021-02-27;2;6;8;31;30;61;105103.0;76.0;938.0;72.31001969496589;8.102345415778252;892.4578746562895
01;whole;2021-02-27;14;15;29;183;139;322;376879.0;403.0;4566.0;106.93087171214104;8.82610600087604;1211.5294298700644
01;0-29;2021-02-28;2;2;4;27;23;50;125175.0;119.0;1242.0;95.06690633113641;9.581320450885668;992.2109047333732
01;30-59;2021-02-28;6;1;7;35;22;57;146601.0;217.0;2407.0;148.02081841187984;9.01537183215621;1641.8714742737088
01;60+;2021-02-28;1;3;4;16;27;43;105103.0;78.0;951.0;74.21291495009658;8.201892744479496;904.8266938146389
01;whole;2021-02-28;9;6;15;78;72;150;376879.0;414.0;4600.0;109.84958036929626;9.0;1220.5508929921805
01;0-29;2021-03-01;20;15;35;162;146;308;125175.0;126.0;1286.0;100.65907729179149;9.79782270606532;1027.3616936289195
01;30-59;2021-03-01;45;19;64;320;280;601;146601.0;230.0;2469.0;156.88842504484964;9.315512353179425;1684.1631366771032
01;60+;2021-03-01;7;11;18;124;112;236;105103.0;77.0;973.0;73.26146732253123;7.913669064748201;925.7585416210765
01;whole;2021-03-01;72;46;118;606;539;1146;376879.0;434.0;4729.0;115.15632338230573;9.177415944174244;1254.7793854260917
01;0-29;2021-03-02;13;16;29;135;93;228;125175.0;129.0;1292.0;103.0557219892151;9.98452012383901;1032.1549830237668
01;30-59;2021-03-02;23;17;40;259;201;460;146601.0;241.0;2529.0;164.39178450351636;9.529458283906681;1725.0905519061944
01;60+;2021-03-02;13;10;23;102;116;218;105103.0;88.0;1054.0;83.72739122574998;8.349146110056926;1002.8257994538692
01;whole;2021-03-02;49;43;92;496;410;906;376879.0;459.0;4876.0;121.78975214856757;9.413453650533224;1293.7839465717113
01;0-29;2021-03-03;9;10;19;136;158;294;125175.0;136.0;1422.0;108.64789294987018;9.563994374120956;1136.0095865787896
01;30-59;2021-03-03;17;20;37;249;156;407;146601.0;250.0;2599.0;170.53089678788004;9.619084263178145;1772.8392030068005
01;60+;2021-03-03;1;2;3;73;64;137;105103.0;82.0;1047.0;78.01870546035794;7.831900668576887;996.1656660609117
01;whole;2021-03-03;27;32;59;458;378;838;376879.0;469.0;5069.0;124.44312365507231;9.2523180114421;1344.994016647253
01;0-29;2021-03-04;7;13;20;160;133;293;125175.0;138.0;1515.0;110.2456560814859;9.108910891089108;1210.3055721989215
01;30-59;2021-03-04;20;16;36;271;211;482;146601.0;244.0;2665.0;166.4381552649709;9.155722326454034;1817.859359758801
01;60+;2021-03-04;4;2;6;89;70;159;105103.0;79.0;1065.0;75.1643625776619;7.417840375586854;1013.2917233570878
01;whole;2021-03-04;31;31;62;521;414;935;376879.0;462.0;5247.0;122.585763600519;8.80503144654088;1392.2240294630374
01;0-29;2021-03-05;6;15;21;144;135;279;125175.0;136.0;1559.0;108.64789294987018;8.723540731237973;1245.4563610944676
01;30-59;2021-03-05;17;14;31;224;198;424;146601.0;228.0;2585.0;155.5241778705466;8.820116054158607;1763.2894727866794
01;60+;2021-03-05;3;7;10;94;108;202;105103.0;72.0;1056.0;68.50422918470453;6.8181818181818175;1004.7286947089998
01;whole;2021-03-05;26;36;62;462;441;906;376879.0;437.0;5203.0;115.95233483425716;8.39900057659043;1380.5491948344163
01;0-29;2021-03-06;4;4;8;59;53;112;125175.0;136.0;1564.0;108.64789294987018;8.695652173913043;1249.450768923507
01;30-59;2021-03-06;6;3;9;78;58;136;146601.0;224.0;2567.0;152.7956835219405;8.72613946240748;1751.011248217952
01;60+;2021-03-06;1;0;1;43;46;89;105103.0;65.0;1084.0;61.844095791747144;5.996309963099631;1031.3692282808292
01;whole;2021-03-06;11;7;18;180;157;337;376879.0;426.0;5218.0;113.03362617710194;8.164047527788425;1384.5292520941734
01;0-29;2021-03-07;2;0;2;18;10;28;125175.0;134.0;1542.0;107.05012981825443;8.690012970168612;1231.875374475734
01;30-59;2021-03-07;2;3;5;24;17;41;146601.0;222.0;2551.0;151.43143634763746;8.702469619756958;1740.0972708235277
01;60+;2021-03-07;4;3;7;21;21;42;105103.0;68.0;1083.0;64.69843867444317;6.278855032317636;1030.417780653264
01;whole;2021-03-07;8;6;14;63;48;111;376879.0;425.0;5179.0;112.76828902645146;8.20621741648967;1374.181103218805
01;0-29;2021-03-08;9;12;21;151;133;284;125175.0;120.0;1518.0;95.86578789694428;7.905138339920949;1212.7022168963451
01;30-59;2021-03-08;21;18;39;306;246;552;146601.0;197.0;2502.0;134.37834666884945;7.873701039168665;1706.6732150531034
01;60+;2021-03-08;4;7;11;96;104;200;105103.0;61.0;1047.0;58.03830528148578;5.826170009551098;996.1656660609117
01;whole;2021-03-08;34;37;71;553;483;1036;376879.0;378.0;5069.0;100.29744294587918;7.457092128624976;1344.994016647253
01;0-29;2021-03-09;12;7;19;125;109;234;125175.0;110.0;1524.0;87.87697223886559;7.217847769028872;1217.4955062911924
01;30-59;2021-03-09;19;11;30;241;165;406;146601.0;187.0;2448.0;127.55711079733426;7.638888888888889;1669.8385413469214
01;60+;2021-03-09;4;7;11;97;103;200;105103.0;49.0;1029.0;46.620933750701695;4.761904761904762;979.0396087647356
01;whole;2021-03-09;35;25;60;463;377;840;376879.0;346.0;5003.0;91.80665412506401;6.915850489706177;1327.4817647043214
01;0-29;2021-03-10;4;5;9;104;111;216;125175.0;100.0;1446.0;79.8881565807869;6.915629322268327;1155.1827441581786
01;30-59;2021-03-10;13;9;22;249;174;423;146601.0;172.0;2464.0;117.32525699006146;6.98051948051948;1680.7525187413457
01;60+;2021-03-10;6;3;9;101;98;199;105103.0;55.0;1091.0;52.329619516093736;5.0412465627864345;1038.0293616737865
01;whole;2021-03-10;23;17;40;454;383;838;376879.0;327.0;5003.0;86.76524826270501;6.536078352988207;1327.4817647043214
01;0-29;2021-03-11;5;1;6;64;72;136;125175.0;86.0;1289.0;68.70381465947673;6.671838634600466;1029.758338326343
01;30-59;2021-03-11;7;9;16;127;103;230;146601.0;152.0;2212.0;103.68278524703106;6.871609403254973;1508.8573747791625
01;60+;2021-03-11;2;6;8;54;53;107;105103.0;57.0;1039.0;54.23251477122442;5.48604427333975;988.5540850403889
01;whole;2021-03-11;14;16;30;245;228;473;376879.0;295.0;4541.0;78.27445944188983;6.496366439110328;1204.8960011038025
01;0-29;2021-03-12;9;7;16;136;142;278;125175.0;81.0;1288.0;64.70940683043739;6.288819875776397;1028.9594567605352
01;30-59;2021-03-12;18;21;39;278;217;495;146601.0;160.0;2283.0;109.13977394424322;7.0083223828296095;1557.2881494669202
01;60+;2021-03-12;11;10;21;119;116;235;105103.0;68.0;1072.0;64.69843867444317;6.343283582089552;1019.9518567500452
01;whole;2021-03-12;38;38;76;533;475;1008;376879.0;309.0;4643.0;81.98917955099648;6.6551798406202884;1231.9603904701507
01;0-29;2021-03-13;7;2;9;38;49;87;125175.0;82.0;1263.0;65.50828839624526;6.492478226444972;1008.9874176153386
01;30-59;2021-03-13;6;5;11;94;67;161;146601.0;162.0;2308.0;110.50402111854626;7.0190641247833625;1574.3412391457084
01;60+;2021-03-13;3;1;4;46;34;80;105103.0;71.0;1063.0;67.55278155713918;6.679209783631232;1011.3888281019572
01;whole;2021-03-13;16;8;24;178;151;329;376879.0;315.0;4635.0;83.58120245489931;6.796116504854369;1229.8376932649471
01;0-29;2021-03-14;1;0;1;6;7;13;125175.0;81.0;1248.0;64.70940683043739;6.490384615384616;997.0041941282205
01;30-59;2021-03-14;4;6;10;31;23;54;146601.0;167.0;2321.0;113.91463905430386;7.195174493752693;1583.208845778678
01;60+;2021-03-14;1;1;2;18;21;39;105103.0;66.0;1060.0;62.79554341931249;6.226415094339623;1008.5344852192611
01;whole;2021-03-14;6;7;13;55;51;106;376879.0;314.0;4630.0;83.31586530424885;6.781857451403887;1228.5110075116947
01;0-29;2021-03-15;23;11;34;141;131;272;125175.0;94.0;1236.0;75.09486718593969;7.605177993527508;987.4176153385262
01;30-59;2021-03-15;37;26;63;268;238;506;146601.0;191.0;2275.0;130.28560514594034;8.395604395604396;1551.8311607697083
01;60+;2021-03-15;9;6;15;100;104;204;105103.0;70.0;1064.0;66.60133392957384;6.578947368421052;1012.3402757295225
01;whole;2021-03-15;69;43;112;509;473;982;376879.0;355.0;4576.0;94.19468848091827;7.7578671328671325;1214.1828013765692
01;0-29;2021-03-16;8;9;17;120;116;237;125175.0;92.0;1239.0;73.49710405432396;7.425343018563357;989.8142600359497
01;30-59;2021-03-16;30;23;53;254;204;458;146601.0;214.0;2327.0;145.9744476504253;9.196390201976794;1587.3015873015872
01;60+;2021-03-16;6;6;12;92;96;188;105103.0;71.0;1052.0;67.55278155713918;6.749049429657794;1000.9229041987384
01;whole;2021-03-16;44;38;82;467;416;885;376879.0;377.0;4621.0;100.0321057952287;8.158407271153429;1226.1229731558403
01;0-29;2021-03-17;8;8;16;103;103;206;125175.0;99.0;1229.0;79.08927501497904;8.0553295362083;981.825444377871
01;30-59;2021-03-17;20;9;29;186;133;319;146601.0;221.0;2223.0;150.74931276048594;9.941520467836257;1516.360734237829
01;60+;2021-03-17;5;5;10;78;82;160;105103.0;72.0;1013.0;68.50422918470453;7.107601184600197;963.8164467236901
01;whole;2021-03-17;33;22;55;367;318;685;376879.0;392.0;4468.0;104.01216305498582;8.773500447627573;1185.526389106318
01;0-29;2021-03-18;5;3;8;114;72;187;125175.0;101.0;1280.0;80.68703814659477;7.890625;1022.5684042340723
01;30-59;2021-03-18;18;21;39;221;187;409;146601.0;244.0;2402.0;166.4381552649709;10.15820149875104;1638.460856337951
01;60+;2021-03-18;5;12;17;81;103;184;105103.0;81.0;1090.0;77.06725783279259;7.431192660550459;1037.0779140462214
01;whole;2021-03-18;28;36;64;416;362;780;376879.0;426.0;4775.0;113.03362617710194;8.921465968586388;1266.9848943560135
01;0-29;2021-03-19;13;10;23;132;102;234;125175.0;108.0;1236.0;86.27920910724986;8.737864077669903;987.4176153385262
01;30-59;2021-03-19;22;15;37;273;224;497;146601.0;242.0;2404.0;165.07390809066789;10.066555740432612;1639.8251035122544
01;60+;2021-03-19;8;9;17;85;87;172;105103.0;77.0;1027.0;73.26146732253123;7.497565725413827;977.1367135096049
01;whole;2021-03-19;43;34;77;490;413;903;376879.0;427.0;4670.0;113.2989633277524;9.143468950749464;1239.1244935377138
01;0-29;2021-03-20;5;1;6;72;51;123;125175.0;105.0;1272.0;83.88256440982624;8.254716981132075;1016.1773517076093
01;30-59;2021-03-20;9;5;14;122;66;188;146601.0;245.0;2431.0;167.12027885212242;10.078157136980666;1658.2424403653454
01;60+;2021-03-20;5;1;6;54;36;90;105103.0;79.0;1037.0;75.1643625776619;7.618129218900675;986.6511897852582
01;whole;2021-03-20;19;7;26;248;153;401;376879.0;429.0;4742.0;113.82963762905335;9.046815689582456;1258.2287683845477
01;0-29;2021-03-21;1;0;1;22;12;34;125175.0;105.0;1293.0;83.88256440982624;8.120649651972158;1032.9538645895746
01;30-59;2021-03-21;3;1;4;23;20;43;146601.0;239.0;2420.0;163.02753732921332;9.87603305785124;1650.7390809066785
01;60+;2021-03-21;3;5;8;22;22;44;105103.0;85.0;1042.0;80.87304834305395;8.157389635316699;991.408427923085
01;whole;2021-03-21;7;6;13;67;55;122;376879.0;429.0;4758.0;113.82963762905335;9.01639344262295;1262.4741627949554
01;0-29;2021-03-22;7;6;13;136;137;273;125175.0;84.0;1294.0;67.106051527861;6.491499227202473;1033.7527461553823
01;30-59;2021-03-22;26;16;42;268;251;519;146601.0;218.0;2433.0;148.70294199903137;8.96013152486642;1659.6066875396484
01;60+;2021-03-22;6;6;12;78;96;175;105103.0;82.0;1013.0;78.01870546035794;8.094768015794669;963.8164467236901
01;whole;2021-03-22;39;28;67;482;484;967;376879.0;384.0;4743.0;101.88946584978203;8.096141682479443;1258.4941055351983
01;0-29;2021-03-23;10;8;18;132;113;245;125175.0;85.0;1302.0;67.90493309366887;6.528417818740399;1040.1437986818455
