jour;cl_age90;P;T;pop
;;sum;sum;sum
2020-07-09;69;60;7365;8004082.760304243
2020-07-09;79;35;5665;5695639.130797295
2020-07-09;89;20;4039;3245280.6081309738
2020-07-09;90;8;1787;912580.6062728533
2020-07-10;0;847;76685;67114995.0
2020-07-10;9;75;7320;7763205.686272893
2020-07-10;19;90;6901;8336486.160537239
2020-07-10;29;147;9785;7476787.1878041085
2020-07-10;39;153;12395;8295371.931939545
2020-07-10;49;128;10012;8592886.15993014
2020-07-10;59;107;8954;8792674.76801071
2020-07-10;69;71;8330;8004082.760304243
2020-07-10;79;35;6723;5695639.130797295
2020-07-10;89;25;4412;3245280.6081309738
2020-07-10;90;12;1802;912580.6062728533
2020-07-11;0;351;32458;67114995.0
2020-07-11;9;23;3051;7763205.686272893
2020-07-11;19;35;3220;8336486.160537239
2020-07-11;29;57;4060;7476787.1878041085
2020-07-11;39;68;4963;8295371.931939545
2020-07-11;49;56;4153;8592886.15993014
2020-07-11;59;44;3844;8792674.76801071
2020-07-11;69;34;3470;8004082.760304243
2020-07-11;79;24;2807;5695639.130797295
2020-07-11;89;7;2035;3245280.6081309738
2020-07-11;90;3;847;912580.6062728533
2020-07-12;0;116;8485;67114995.0
2020-07-12;9;4;753;7763205.686272893
2020-07-12;19;16;594;8336486.160537239
2020-07-12;29;23;872;7476787.1878041085
2020-07-12;39;7;1031;8295371.931939545
2020-07-12;49;21;907;8592886.15993014
2020-07-12;59;12;881;8792674.76801071
2020-07-12;69;10;980;8004082.760304243
2020-07-12;79;7;951;5695639.130797295
2020-07-12;89;12;1032;3245280.6081309738
2020-07-12;90;4;482;912580.6062728533
2020-07-13;0;875;80086;67114995.0
2020-07-13;9;58;5704;7763205.686272893
2020-07-13;19;108;7895;8336486.160537239
2020-07-13;29;176;10610;7476787.1878041085
2020-07-13;39;155;12113;8295371.931939545
2020-07-13;49;118;9997;8592886.15993014
2020-07-13;59;109;9654;8792674.76801071
2020-07-13;69;69;9369;8004082.760304243
2020-07-13;79;51;7370;5695639.130797295
2020-07-13;89;19;5097;3245280.6081309738
2020-07-13;90;12;2209;912580.6062728533
2020-07-14;0;182;12339;67114995.0
2020-07-14;9;9;911;7763205.686272893
2020-07-14;19;20;899;8336486.160537239
2020-07-14;29;38;1492;7476787.1878041085
2020-07-14;39;25;1587;8295371.931939545
2020-07-14;49;26;1348;8592886.15993014
2020-07-14;59;26;1366;8792674.76801071
2020-07-14;69;17;1400;8004082.760304243
2020-07-14;79;9;1369;5695639.130797295
2020-07-14;89;10;1344;3245280.6081309738
2020-07-14;90;2;620;912580.6062728533
2020-07-15;0;852;79739;67114995.0
2020-07-15;9;60;5401;7763205.686272893
2020-07-15;19;83;7874;8336486.160537239
2020-07-15;29;128;11748;7476787.1878041085
2020-07-15;39;162;13160;8295371.931939545
2020-07-15;49;122;10583;8592886.15993014
2020-07-15;59;129;9478;8792674.76801071
2020-07-15;69;66;8631;8004082.760304243
2020-07-15;79;55;6657;5695639.130797295
2020-07-15;89;29;4301;3245280.6081309738
2020-07-15;90;13;1789;912580.6062728533
2020-07-16;0;974;83982;67114995.0
2020-07-16;9;58;5595;7763205.686272893
2020-07-16;19;92;7528;8336486.160537239
2020-07-16;29;192;12988;7476787.1878041085
2020-07-16;39;198;14583;8295371.931939545
2020-07-16;49;155;11095;8592886.15993014
2020-07-16;59;115;9770;8792674.76801071
2020-07-16;69;81;9058;8004082.760304243
2020-07-16;79;51;6796;5695639.130797295
2020-07-16;89;22;4528;3245280.6081309738
2020-07-16;90;6;1962;912580.6062728533
2020-07-17;0;960;93663;67114995.0
2020-07-17;9;43;5906;7763205.686272893
2020-07-17;19;108;8634;8336486.160537239
2020-07-17;29;163;13516;7476787.1878041085
2020-07-17;39;176;15697;8295371.931939545
2020-07-17;49;134;12353;8592886.15993014
2020-07-17;59;118;11464;8792674.76801071
2020-07-17;69;98;10633;8004082.760304243
2020-07-17;79;68;8151;5695639.130797295
2020-07-17;89;31;5259;3245280.6081309738
2020-07-17;90;14;1947;912580.6062728533
2020-07-18;0;442;40467;67114995.0
2020-07-18;9;27;2691;7763205.686272893
2020-07-18;19;56;3900;8336486.160537239
2020-07-18;29;86;5644;7476787.1878041085
2020-07-18;39;81;6277;8295371.931939545
2020-07-18;49;57;5409;8592886.15993014
2020-07-18;59;55;4879;8792674.76801071
2020-07-18;69;37;4453;8004082.760304243
2020-07-18;79;25;3727;5695639.130797295
2020-07-18;89;10;2469;3245280.6081309738
2020-07-18;90;7;988;912580.6062728533
2020-07-19;0;192;12248;67114995.0
2020-07-19;9;5;864;7763205.686272893
2020-07-19;19;18;946;8336486.160537239
2020-07-19;29;42;1568;7476787.1878041085
2020-07-19;39;33;1655;8295371.931939545
2020-07-19;49;38;1428;8592886.15993014
2020-07-19;59;20;1273;8792674.76801071
2020-07-19;69;19;1439;8004082.760304243
2020-07-19;79;11;1317;5695639.130797295
2020-07-19;89;4;1216;3245280.6081309738
2020-07-19;90;2;537;912580.6062728533
2020-07-20;0;1028;92478;67114995.0
2020-07-20;9;53;5247;7763205.686272893
2020-07-20;19;105;8450;8336486.160537239
2020-07-20;29;205;13489;7476787.1878041085
2020-07-20;39;192;14366;8295371.931939545
2020-07-20;49;128;12273;8592886.15993014
2020-07-20;59;131;11527;8792674.76801071
2020-07-20;69;93;10832;8004082.760304243
2020-07-20;79;65;8440;5695639.130797295
2020-07-20;89;35;5479;3245280.6081309738
2020-07-20;90;19;2270;912580.6062728533
2020-07-21;0;1094;88879;67114995.0
2020-07-21;9;50;5265;7763205.686272893
2020-07-21;19;126;7839;8336486.160537239
2020-07-21;29;225;13719;7476787.1878041085
2020-07-21;39;202;14510;8295371.931939545
2020-07-21;49;146;11360;8592886.15993014
2020-07-21;59;132;10880;8792674.76801071
2020-07-21;69;98;9897;8004082.760304243
2020-07-21;79;63;7743;5695639.130797295
2020-07-21;89;38;5284;3245280.6081309738
2020-07-21;90;11;2297;912580.6062728533
2020-07-22;0;1157;88593;67114995.0
2020-07-22;9;57;4961;7763205.686272893
2020-07-22;19;132;8183;8336486.160537239
2020-07-22;29;247;14300;7476787.1878041085
2020-07-22;39;217;14463;8295371.931939545
2020-07-22;49;180;11786;8592886.15993014
2020-07-22;59;127;10955;8792674.76801071
2020-07-22;69;88;9342;8004082.760304243
2020-07-22;79;63;7357;5695639.130797295
2020-07-22;89;27;5005;3245280.6081309738
2020-07-22;90;19;2174;912580.6062728533
2020-07-23;0;1141;87833;67114995.0
2020-07-23;9;58;4595;7763205.686272893
2020-07-23;19;125;7732;8336486.160537239
2020-07-23;29;275;14352;7476787.1878041085
2020-07-23;39;198;14620;8295371.931939545
2020-07-23;49;160;11780;8592886.15993014
2020-07-23;59;118;10836;8792674.76801071
2020-07-23;69;96;9380;8004082.760304243
2020-07-23;79;66;7289;5695639.130797295
2020-07-23;89;29;4961;3245280.6081309738
2020-07-23;90;11;2212;912580.6062728533
2020-07-24;0;1272;95543;67114995.0
2020-07-24;9;64;4983;7763205.686272893
2020-07-24;19;145;8544;8336486.160537239
2020-07-24;29;284;14766;7476787.1878041085
2020-07-24;39;213;15414;8295371.931939545
2020-07-24;49;168;12495;8592886.15993014
2020-07-24;59;172;11998;8792674.76801071
2020-07-24;69;115;10702;8004082.760304243
2020-07-24;79;67;8623;5695639.130797295
2020-07-24;89;29;5643;3245280.6081309738
2020-07-24;90;12;2293;912580.6062728533
2020-07-25;0;623;43098;67114995.0
2020-07-25;9;31;2521;7763205.686272893
2020-07-25;19;62;3923;8336486.160537239
2020-07-25;29;155;6342;7476787.1878041085
2020-07-25;39;118;6647;8295371.931939545
2020-07-25;49;81;5711;8592886.15993014
2020-07-25;59;75;5356;8792674.76801071
2020-07-25;69;44;4792;8004082.760304243
2020-07-25;79;41;3893;5695639.130797295
2020-07-25;89;13;2775;3245280.6081309738
2020-07-25;90;3;1094;912580.6062728533
2020-07-26;0;263;14923;67114995.0
2020-07-26;9;17;896;7763205.686272893
2020-07-26;19;22;1196;8336486.160537239
2020-07-26;29;77;2222;7476787.1878041085
2020-07-26;39;40;2146;8295371.931939545
2020-07-26;49;38;1857;8592886.15993014
2020-07-26;59;20;1679;8792674.76801071
2020-07-26;69;20;1600;8004082.760304243
2020-07-26;79;13;1445;5695639.130797295
2020-07-26;89;7;1258;3245280.6081309738
2020-07-26;90;9;617;912580.6062728533
2020-07-27;0;1417;102441;67114995.0
2020-07-27;9;61;4924;7763205.686272893
2020-07-27;19;162;9641;8336486.160537239
2020-07-27;29;356;15932;7476787.1878041085
2020-07-27;39;242;16160;8295371.931939545
2020-07-27;49;202;13797;8592886.15993014
2020-07-27;59;158;13155;8792674.76801071
2020-07-27;69;117;11454;8004082.760304243
2020-07-27;79;62;8952;5695639.130797295
2020-07-27;89;40;5907;3245280.6081309738
2020-07-27;90;14;2442;912580.6062728533
2020-07-28;0;1363;103334;67114995.0
2020-07-28;9;59;4819;7763205.686272893
2020-07-28;19;132;9256;8336486.160537239
2020-07-28;29;379;16880;7476787.1878041085
2020-07-28;39;249;16762;8295371.931939545
2020-07-28;49;169;13896;8592886.15993014
2020-07-28;59;148;12972;8792674.76801071
2020-07-28;69;109;11533;8004082.760304243
2020-07-28;79;58;8923;5695639.130797295
2020-07-28;89;37;5773;3245280.6081309738
2020-07-28;90;15;2464;912580.6062728533
2020-07-29;0;1470;107265;67114995.0
2020-07-29;9;46;4875;7763205.686272893
2020-07-29;19;177;10302;8336486.160537239
2020-07-29;29;387;17893;7476787.1878041085
2020-07-29;39;255;17685;8295371.931939545
2020-07-29;49;186;14954;8592886.15993014
2020-07-29;59;182;13686;8792674.76801071
2020-07-29;69;110;11534;8004082.760304243
2020-07-29;79;70;8754;5695639.130797295
2020-07-29;89;38;5366;3245280.6081309738
2020-07-29;90;13;2162;912580.6062728533
2020-07-30;0;1543;105047;67114995.0
2020-07-30;9;60;4562;7763205.686272893
2020-07-30;19;195;10023;8336486.160537239
2020-07-30;29;425;18653;7476787.1878041085
2020-07-30;39;305;17619;8295371.931939545
2020-07-30;49;165;14851;8592886.15993014
2020-07-30;59;166;13508;8792674.76801071
2020-07-30;69;112;10553;8004082.760304243
2020-07-30;79;50;7852;5695639.130797295
2020-07-30;89;44;5071;3245280.6081309738
2020-07-30;90;19;2298;912580.6062728533
2020-07-31;0;1624;109480;67114995.0
2020-07-31;9;88;4778;7763205.686272893
2020-07-31;19;195;10723;8336486.160537239
2020-07-31;29;474;18628;7476787.1878041085
2020-07-31;39;291;17533;8295371.931939545
2020-07-31;49;187;14946;8592886.15993014
2020-07-31;59;185;14138;8792674.76801071
2020-07-31;69;106;11634;8004082.760304243
2020-07-31;79;56;8820;5695639.130797295
2020-07-31;89;27;5827;3245280.6081309738
2020-07-31;90;15;2401;912580.6062728533
2020-08-01;0;788;47349;67114995.0
2020-08-01;9;41;2358;7763205.686272893
2020-08-01;19;91;4627;8336486.160537239
2020-08-01;29;204;7805;7476787.1878041085
2020-08-01;39;144;7279;8295371.931939545
2020-08-01;49;87;6543;8592886.15993014
2020-08-01;59;98;6197;8792674.76801071
2020-08-01;69;57;5045;8004082.760304243
2020-08-01;79;36;3769;5695639.130797295
2020-08-01;89;22;2620;3245280.6081309738
2020-08-01;90;7;1086;912580.6062728533
2020-08-02;0;247;16447;67114995.0
2020-08-02;9;9;800;7763205.686272893
2020-08-02;19;16;1396;8336486.160537239
2020-08-02;29;78;2811;7476787.1878041085
2020-08-02;39;48;2444;8295371.931939545
2020-08-02;49;21;2070;8592886.15993014
2020-08-02;59;24;1816;8792674.76801071
2020-08-02;69;17;1593;8004082.760304243
2020-08-02;79;19;1470;5695639.130797295
2020-08-02;89;8;1388;3245280.6081309738
2020-08-02;90;4;654;912580.6062728533
2020-08-03;0;2009;112347;67114995.0
2020-08-03;9;87;4708;7763205.686272893
2020-08-03;19;251;11213;8336486.160537239
2020-08-03;29;588;18785;7476787.1878041085
2020-08-03;39;380;17566;8295371.931939545
2020-08-03;49;258;15466;8592886.15993014
2020-08-03;59;173;14550;8792674.76801071
2020-08-03;69;131;12227;8004082.760304243
2020-08-03;79;84;9307;5695639.130797295
2020-08-03;89;30;5887;3245280.6081309738
2020-08-03;90;22;2552;912580.6062728533
2020-08-04;0;2008;105916;67114995.0
2020-08-04;9;88;4332;7763205.686272893
2020-08-04;19;194;9669;8336486.160537239
2020-08-04;29;576;18208;7476787.1878041085
2020-08-04;39;386;16762;8295371.931939545
2020-08-04;49;252;14368;8592886.15993014
2020-08-04;59;213;13767;8792674.76801071
2020-08-04;69;127;11662;8004082.760304243
2020-08-04;79;89;9111;5695639.130797295
2020-08-04;89;56;5603;3245280.6081309738
2020-08-04;90;22;2367;912580.6062728533
2020-08-05;0;1955;105778;67114995.0
2020-08-05;9;82;4142;7763205.686272893
2020-08-05;19;179;9578;8336486.160537239
2020-08-05;29;613;19387;7476787.1878041085
2020-08-05;39;371;17575;8295371.931939545
2020-08-05;49;236;14526;8592886.15993014
2020-08-05;59;207;13698;8792674.76801071
2020-08-05;69;128;11256;8004082.760304243
2020-08-05;79;77;8137;5695639.130797295
2020-08-05;89;46;5141;3245280.6081309738
2020-08-05;90;14;2275;912580.6062728533
2020-08-06;0;2149;108992;67114995.0
2020-08-06;9;73;4307;7763205.686272893
2020-08-06;19;240;10072;8336486.160537239
2020-08-06;29;607;20440;7476787.1878041085
2020-08-06;39;393;18579;8295371.931939545
2020-08-06;49;288;15429;8592886.15993014
2020-08-06;59;216;13841;8792674.76801071
2020-08-06;69;149;10965;8004082.760304243
2020-08-06;79;88;7999;5695639.130797295
2020-08-06;89;54;5124;3245280.6081309738
2020-08-06;90;32;2176;912580.6062728533
2020-08-07;0;2279;111154;67114995.0
2020-08-07;9;100;4260;7763205.686272893
2020-08-07;19;253;10284;8336486.160537239
2020-08-07;29;643;20468;7476787.1878041085
2020-08-07;39;445;18234;8295371.931939545
2020-08-07;49;301;15152;8592886.15993014
2020-08-07;59;225;14385;8792674.76801071
2020-08-07;69;144;11775;8004082.760304243
2020-08-07;79;81;8703;5695639.130797295
2020-08-07;89;64;5495;3245280.6081309738
2020-08-07;90;21;2338;912580.6062728533
2020-08-08;0;984;49335;67114995.0
2020-08-08;9;45;2129;7763205.686272893
2020-08-08;19;95;4798;8336486.160537239
2020-08-08;29;257;8918;7476787.1878041085
2020-08-08;39;190;7832;8295371.931939545
2020-08-08;49;127;6621;8592886.15993014
2020-08-08;59;103;6234;8792674.76801071
2020-08-08;69;66;4865;8004082.760304243
2020-08-08;79;55;3775;5695639.130797295
2020-08-08;89;36;2826;3245280.6081309738
2020-08-08;90;10;1320;912580.6062728533
2020-08-09;0;410;16858;67114995.0
2020-08-09;9;15;773;7763205.686272893
2020-08-09;19;42;1563;8336486.160537239
2020-08-09;29;104;3033;7476787.1878041085
2020-08-09;39;67;2578;8295371.931939545
2020-08-09;49;45;2124;8592886.15993014
2020-08-09;59;44;1765;8792674.76801071
2020-08-09;69;36;1544;8004082.760304243
2020-08-09;79;37;1452;5695639.130797295
2020-08-09;89;16;1351;3245280.6081309738
2020-08-09;90;4;666;912580.6062728533
2020-08-10;0;2772;115666;67114995.0
2020-08-10;9;111;4312;7763205.686272893
2020-08-10;19;293;11698;8336486.160537239
2020-08-10;29;837;21010;7476787.1878041085
2020-08-10;39;512;18322;8295371.931939545
2020-08-10;49;336;15672;8592886.15993014
2020-08-10;59;332;14817;8792674.76801071
2020-08-10;69;179;12382;8004082.760304243
2020-08-10;79;97;8768;5695639.130797295
2020-08-10;89;52;5822;3245280.6081309738
2020-08-10;90;21;2782;912580.6062728533
2020-08-11;0;2640;105236;67114995.0
2020-08-11;9;105;3879;7763205.686272893
2020-08-11;19;292;9977;8336486.160537239
2020-08-11;29;796;19922;7476787.1878041085
2020-08-11;39;478;16674;8295371.931939545
2020-08-11;49;353;13964;8592886.15993014
2020-08-11;59;261;13264;8792674.76801071
2020-08-11;69;173;10946;8004082.760304243
2020-08-11;79;95;8119;5695639.130797295
2020-08-11;89;63;5696;3245280.6081309738
2020-08-11;90;21;2738;912580.6062728533
2020-08-12;0;2864;110031;67114995.0
2020-08-12;9;106;4281;7763205.686272893
2020-08-12;19;297;10719;8336486.160537239
2020-08-12;29;933;21919;7476787.1878041085
2020-08-12;39;505;18237;8295371.931939545
2020-08-12;49;382;14676;8592886.15993014
2020-08-12;59;289;13785;8792674.76801071
2020-08-12;69;188;10787;8004082.760304243
2020-08-12;79;96;7751;5695639.130797295
2020-08-12;89;52;5378;3245280.6081309738
2020-08-12;90;14;2448;912580.6062728533
2020-08-13;0;3487;119418;67114995.0
2020-08-13;9;104;4686;7763205.686272893
2020-08-13;19;421;11829;8336486.160537239
2020-08-13;29;1013;23857;7476787.1878041085
2020-08-13;39;662;19790;8295371.931939545
2020-08-13;49;498;16415;8592886.15993014
2020-08-13;59;387;14962;8792674.76801071
2020-08-13;69;188;11675;8004082.760304243
2020-08-13;79;110;8247;5695639.130797295
2020-08-13;89;71;5477;3245280.6081309738
2020-08-13;90;30;2420;912580.6062728533
2020-08-14;0;3820;131082;67114995.0
2020-08-14;9;125;4794;7763205.686272893
2020-08-14;19;456;12861;8336486.160537239
2020-08-14;29;1166;25445;7476787.1878041085
2020-08-14;39;661;20951;8295371.931939545
2020-08-14;49;495;17617;8592886.15993014
2020-08-14;59;438;17062;8792674.76801071
2020-08-14;69;220;13362;8004082.760304243
2020-08-14;79;165;9931;5695639.130797295
2020-08-14;89;69;6267;3245280.6081309738
2020-08-14;90;25;2736;912580.6062728533
2020-08-15;0;731;26131;67114995.0
2020-08-15;9;16;1077;7763205.686272893
2020-08-15;19;70;2390;8336486.160537239
2020-08-15;29;232;4786;7476787.1878041085
2020-08-15;39;128;3821;8295371.931939545
2020-08-15;49;91;3340;8592886.15993014
2020-08-15;59;65;2997;8792674.76801071
2020-08-15;69;42;2578;8004082.760304243
2020-08-15;79;44;2271;5695639.130797295
2020-08-15;89;26;1865;3245280.6081309738
2020-08-15;90;15;986;912580.6062728533
2020-08-16;0;670;21646;67114995.0
2020-08-16;9;26;982;7763205.686272893
2020-08-16;19;62;1971;8336486.160537239
2020-08-16;29;212;4121;7476787.1878041085
2020-08-16;39;115;3464;8295371.931939545
2020-08-16;49;84;2747;8592886.15993014
2020-08-16;59;62;2437;8792674.76801071
2020-08-16;69;46;1905;8004082.760304243
2020-08-16;79;26;1706;5695639.130797295
2020-08-16;89;21;1545;3245280.6081309738
2020-08-16;90;16;762;912580.6062728533
2020-08-17;0;4952;152234;67114995.0
2020-08-17;9;144;5283;7763205.686272893
2020-08-17;19;539;15902;8336486.160537239
2020-08-17;29;1613;30404;7476787.1878041085
2020-08-17;39;948;24191;8295371.931939545
2020-08-17;49;643;20761;8592886.15993014
2020-08-17;59;510;19703;8792674.76801071
2020-08-17;69;316;15367;8004082.760304243
2020-08-17;79;129;10829;5695639.130797295
2020-08-17;89;80;6622;3245280.6081309738
2020-08-17;90;28;3105;912580.6062728533
2020-08-18;0;4694;143619;67114995.0
2020-08-18;9;133;4854;7763205.686272893
2020-08-18;19;468;14026;8336486.160537239
2020-08-18;29;1581;29566;7476787.1878041085
2020-08-18;39;880;22928;8295371.931939545
2020-08-18;49;624;19645;8592886.15993014
2020-08-18;59;495;18333;8792674.76801071
2020-08-18;69;277;14374;8004082.760304243
2020-08-18;79;125;10135;5695639.130797295
2020-08-18;89;72;6628;3245280.6081309738
2020-08-18;90;37;3068;912580.6062728533
2020-08-19;0;4802;143189;67114995.0
2020-08-19;9;138;4454;7763205.686272893
2020-08-19;19;488;14014;8336486.160537239
2020-08-19;29;1669;30486;7476787.1878041085
2020-08-19;39;842;23361;8295371.931939545
2020-08-19;49;605;19561;8592886.15993014
2020-08-19;59;520;18538;8792674.76801071
2020-08-19;69;300;13977;8004082.760304243
2020-08-19;79;135;9575;5695639.130797295
2020-08-19;89;77;6304;3245280.6081309738
2020-08-19;90;25;2857;912580.6062728533
2020-08-20;0;5064;151831;67114995.0
2020-08-20;9;178;4717;7763205.686272893
2020-08-20;19;586;15010;8336486.160537239
2020-08-20;29;1738;32432;7476787.1878041085
2020-08-20;39;886;24837;8295371.931939545
2020-08-20;49;597;21117;8592886.15993014
2020-08-20;59;525;19909;8792674.76801071
2020-08-20;69;314;14466;8004082.760304243
2020-08-20;79;135;9699;5695639.130797295
2020-08-20;89;70;6440;3245280.6081309738
2020-08-20;90;34;3125;912580.6062728533
2020-08-21;0;5058;162307;67114995.0
2020-08-21;9;148;5129;7763205.686272893
2020-08-21;19;626;15782;8336486.160537239
2020-08-21;29;1685;32991;7476787.1878041085
2020-08-21;39;941;26252;8295371.931939545
2020-08-21;49;602;22955;8592886.15993014
2020-08-21;59;516;21635;8792674.76801071
2020-08-21;69;291;15597;8004082.760304243
2020-08-21;79;134;11248;5695639.130797295
2020-08-21;89;74;7233;3245280.6081309738
2020-08-21;90;34;3347;912580.6062728533
2020-08-22;0;2172;68177;67114995.0
2020-08-22;9;63;2462;7763205.686272893
2020-08-22;19;254;7164;8336486.160537239
2020-08-22;29;779;13336;7476787.1878041085
2020-08-22;39;341;10654;8295371.931939545
2020-08-22;49;268;9594;8592886.15993014
2020-08-22;59;222;8922;8792674.76801071
2020-08-22;69;115;6442;8004082.760304243
2020-08-22;79;71;4755;5695639.130797295
2020-08-22;89;43;3321;3245280.6081309738
2020-08-22;90;14;1460;912580.6062728533
2020-08-23;0;947;22448;67114995.0
2020-08-23;9;19;851;7763205.686272893
2020-08-23;19;95;2290;8336486.160537239
2020-08-23;29;349;4817;7476787.1878041085
2020-08-23;39;183;3440;8295371.931939545
2020-08-23;49;110;2910;8592886.15993014
2020-08-23;59;63;2518;8792674.76801071
2020-08-23;69;66;1945;8004082.760304243
2020-08-23;79;38;1545;5695639.130797295
2020-08-23;89;16;1457;3245280.6081309738
2020-08-23;90;8;669;912580.6062728533
2020-08-24;0;6885;184511;67114995.0
2020-08-24;9;196;5802;7763205.686272893
2020-08-24;19;765;18469;8336486.160537239
2020-08-24;29;2310;36958;7476787.1878041085
2020-08-24;39;1209;30058;8295371.931939545
2020-08-24;49;907;26813;8592886.15993014
2020-08-24;59;751;25254;8792674.76801071
2020-08-24;69;385;17669;8004082.760304243
2020-08-24;79;218;12048;5695639.130797295
2020-08-24;89;110;7714;3245280.6081309738
2020-08-24;90;31;3642;912580.6062728533
2020-08-25;0;6714;175269;67114995.0
2020-08-25;9;190;5322;7763205.686272893
2020-08-25;19;832;17217;8336486.160537239
2020-08-25;29;2251;36105;7476787.1878041085
2020-08-25;39;1170;28603;8295371.931939545
2020-08-25;49;815;24744;8592886.15993014
2020-08-25;59;700;23477;8792674.76801071
2020-08-25;69;420;16991;8004082.760304243
2020-08-25;79;197;11838;5695639.130797295
2020-08-25;89;97;7410;3245280.6081309738
2020-08-25;90;32;3413;912580.6062728533
2020-08-26;0;6568;179372;67114995.0
2020-08-26;9;193;5473;7763205.686272893
2020-08-26;19;725;17357;8336486.160537239
2020-08-26;29;2278;37611;7476787.1878041085
2020-08-26;39;1201;29507;8295371.931939545
2020-08-26;49;779;25289;8592886.15993014
2020-08-26;59;644;24048;8792674.76801071
2020-08-26;69;407;17128;8004082.760304243
2020-08-26;79;173;11647;5695639.130797295
2020-08-26;89;100;7414;3245280.6081309738
2020-08-26;90;49;3681;912580.6062728533
2020-08-27;0;7289;191974;67114995.0
2020-08-27;9;242;5827;7763205.686272893
2020-08-27;19;857;18299;8336486.160537239
2020-08-27;29;2539;40413;7476787.1878041085
2020-08-27;39;1346;31962;8295371.931939545
2020-08-27;49;850;27768;8592886.15993014
2020-08-27;59;693;26202;8792674.76801071
2020-08-27;69;393;17958;8004082.760304243
2020-08-27;79;196;11887;5695639.130797295
2020-08-27;89;118;7721;3245280.6081309738
2020-08-27;90;51;3861;912580.6062728533
2020-08-28;0;7490;198185;67114995.0
2020-08-28;9;279;6604;7763205.686272893
2020-08-28;19;929;19671;8336486.160537239
2020-08-28;29;2349;39771;7476787.1878041085
2020-08-28;39;1361;32329;8295371.931939545
2020-08-28;49;922;28279;8592886.15993014
2020-08-28;59;759;27362;8792674.76801071
2020-08-28;69;453;19040;8004082.760304243
2020-08-28;79;259;13324;5695639.130797295
2020-08-28;89;109;8173;3245280.6081309738
2020-08-28;90;62;3527;912580.6062728533
2020-08-29;0;2927;82871;67114995.0
2020-08-29;9;93;3299;7763205.686272893
2020-08-29;19;367;8461;8336486.160537239
2020-08-29;29;946;16380;7476787.1878041085
2020-08-29;39;528;13046;8295371.931939545
2020-08-29;49;310;11465;8592886.15993014
2020-08-29;59;327;11096;8792674.76801071
2020-08-29;69;182;8059;8004082.760304243
2020-08-29;79;99;5750;5695639.130797295
2020-08-29;89;51;3692;3245280.6081309738
2020-08-29;90;22;1595;912580.6062728533
2020-08-30;0;1217;26344;67114995.0
2020-08-30;9;43;1193;7763205.686272893
2020-08-30;19;142;2718;8336486.160537239
2020-08-30;29;408;5425;7476787.1878041085
2020-08-30;39;228;4263;8295371.931939545
2020-08-30;49;152;3410;8592886.15993014
2020-08-30;59;106;2890;8792674.76801071
2020-08-30;69;54;2133;8004082.760304243
2020-08-30;79;36;1723;5695639.130797295
2020-08-30;89;30;1637;3245280.6081309738
2020-08-30;90;17;946;912580.6062728533
2020-08-31;0;9348;216021;67114995.0
2020-08-31;9;322;7441;7763205.686272893
2020-08-31;19;1206;21029;8336486.160537239
2020-08-31;29;2955;43405;7476787.1878041085
2020-08-31;39;1628;35111;8295371.931939545
2020-08-31;49;1174;30789;8592886.15993014
2020-08-31;59;949;29373;8792674.76801071
2020-08-31;69;634;21400;8004082.760304243
2020-08-31;79;287;14793;5695639.130797295
2020-08-31;89;120;8632;3245280.6081309738
2020-08-31;90;69;3972;912580.6062728533
2020-09-01;0;8745;193275;67114995.0
2020-09-01;9;252;6208;7763205.686272893
2020-09-01;19;1181;16738;8336486.160537239
2020-09-01;29;2746;40833;7476787.1878041085
2020-09-01;39;1504;32853;8295371.931939545
2020-09-01;49;1105;27250;8592886.15993014
2020-09-01;59;936;25886;8792674.76801071
2020-09-01;69;522;18954;8004082.760304243
2020-09-01;79;280;12928;5695639.130797295
2020-09-01;89;166;7909;3245280.6081309738
2020-09-01;90;46;3625;912580.6062728533
2020-09-02;0;8959;192188;67114995.0
2020-09-02;9;297;6796;7763205.686272893
2020-09-02;19;1164;16982;8336486.160537239
2020-09-02;29;2905;41187;7476787.1878041085
2020-09-02;39;1583;32727;8295371.931939545
2020-09-02;49;1059;26974;8592886.15993014
2020-09-02;59;938;25490;8792674.76801071
2020-09-02;69;558;18511;8004082.760304243
2020-09-02;79;234;12015;5695639.130797295
2020-09-02;89;152;7735;3245280.6081309738
2020-09-02;90;65;3687;912580.6062728533
2020-09-03;0;9585;199190;67114995.0
2020-09-03;9;352;7092;7763205.686272893
2020-09-03;19;1141;16125;8336486.160537239
2020-09-03;29;2938;42855;7476787.1878041085
2020-09-03;39;1809;35045;8295371.931939545
2020-09-03;49;1210;28975;8592886.15993014
2020-09-03;59;1019;26779;8792674.76801071
2020-09-03;69;569;19027;8004082.760304243
2020-09-03;79;282;12084;5695639.130797295
2020-09-03;89;176;7626;3245280.6081309738
2020-09-03;90;83;3507;912580.6062728533
2020-09-04;0;9968;214744;67114995.0
2020-09-04;9;449;10817;7763205.686272893
2020-09-04;19;1352;18796;8336486.160537239
2020-09-04;29;2754;41838;7476787.1878041085
2020-09-04;39;1725;35619;8295371.931939545
2020-09-04;49;1260;30723;8592886.15993014
2020-09-04;59;1113;28544;8792674.76801071
2020-09-04;69;691;21275;8004082.760304243
2020-09-04;79;335;14326;5695639.130797295
2020-09-04;89;189;8756;3245280.6081309738
2020-09-04;90;90;3970;912580.6062728533
2020-09-05;0;3955;91383;67114995.0
