jour;cl_age90;P;T;pop
;;sum;sum;sum
2020-10-31;39;4057;27088;8295371.931939545
2020-10-31;49;3966;25206;8592886.15993014
2020-10-31;59;3890;24208;8792674.76801071
2020-10-31;69;2770;17350;8004082.760304243
2020-10-31;79;1743;11058;5695639.130797295
2020-10-31;89;1147;7783;3245280.6081309738
2020-10-31;90;490;3714;912580.6062728533
2020-11-01;0;6844;44028;67114995.0
2020-11-01;9;204;1823;7763205.686272893
2020-11-01;19;730;4514;8336486.160537239
2020-11-01;29;945;6726;7476787.1878041085
2020-11-01;39;1055;6843;8295371.931939545
2020-11-01;49;1047;6071;8592886.15993014
2020-11-01;59;893;5266;8792674.76801071
2020-11-01;69;646;4258;8004082.760304243
2020-11-01;79;494;3138;5695639.130797295
2020-11-01;89;536;3377;3245280.6081309738
2020-11-01;90;293;2000;912580.6062728533
2020-11-02;0;69753;433048;67114995.0
2020-11-02;9;1867;13565;7763205.686272893
2020-11-02;19;8176;44765;8336486.160537239
2020-11-02;29;10439;66972;7476787.1878041085
2020-11-02;39;10930;67592;8295371.931939545
2020-11-02;49;10988;64273;8592886.15993014
2020-11-02;59;10656;62300;8792674.76801071
2020-11-02;69;7298;45103;8004082.760304243
2020-11-02;79;4570;29967;5695639.130797295
2020-11-02;89;3160;23472;3245280.6081309738
2020-11-02;90;1644;14911;912580.6062728533
2020-11-03;0;58749;380321;67114995.0
2020-11-03;9;1520;11259;7763205.686272893
2020-11-03;19;6863;39974;8336486.160537239
2020-11-03;29;8472;58432;7476787.1878041085
2020-11-03;39;8842;58782;8295371.931939545
2020-11-03;49;8822;55796;8592886.15993014
2020-11-03;59;8939;53792;8792674.76801071
2020-11-03;69;6483;39127;8004082.760304243
2020-11-03;79;4288;25900;5695639.130797295
2020-11-03;89;2930;22032;3245280.6081309738
2020-11-03;90;1538;15071;912580.6062728533
2020-11-04;0;49850;351534;67114995.0
2020-11-04;9;1534;11427;7763205.686272893
2020-11-04;19;6358;42750;8336486.160537239
2020-11-04;29;7250;54256;7476787.1878041085
2020-11-04;39;7153;52699;8295371.931939545
2020-11-04;49;7300;51172;8592886.15993014
2020-11-04;59;7312;49452;8792674.76801071
2020-11-04;69;5340;34365;8004082.760304243
2020-11-04;79;3552;22033;5695639.130797295
2020-11-04;89;2582;19673;3245280.6081309738
2020-11-04;90;1452;13577;912580.6062728533
2020-11-05;0;46742;366421;67114995.0
2020-11-05;9;1411;11203;7763205.686272893
2020-11-05;19;6050;42938;8336486.160537239
2020-11-05;29;6763;56022;7476787.1878041085
2020-11-05;39;6674;55738;8295371.931939545
2020-11-05;49;6787;53520;8592886.15993014
2020-11-05;59;7004;51915;8792674.76801071
2020-11-05;69;5017;35126;8004082.760304243
2020-11-05;79;3292;23224;5695639.130797295
2020-11-05;89;2362;21159;3245280.6081309738
2020-11-05;90;1361;15406;912580.6062728533
2020-11-06;0;44853;374460;67114995.0
2020-11-06;9;1677;12416;7763205.686272893
2020-11-06;19;6031;44313;8336486.160537239
2020-11-06;29;6166;54525;7476787.1878041085
2020-11-06;39;6120;56195;8295371.931939545
2020-11-06;49;6493;55227;8592886.15993014
2020-11-06;59;6397;53566;8792674.76801071
2020-11-06;69;4832;37530;8004082.760304243
2020-11-06;79;3243;25223;5695639.130797295
2020-11-06;89;2467;21155;3245280.6081309738
2020-11-06;90;1385;14158;912580.6062728533
2020-11-07;0;17825;145969;67114995.0
2020-11-07;9;686;5898;7763205.686272893
2020-11-07;19;2475;19662;8336486.160537239
2020-11-07;29;2403;21130;7476787.1878041085
2020-11-07;39;2431;21435;8295371.931939545
2020-11-07;49;2662;21548;8592886.15993014
2020-11-07;59;2499;20750;8792674.76801071
2020-11-07;69;1878;14827;8004082.760304243
2020-11-07;79;1304;9884;5695639.130797295
2020-11-07;89;1056;7198;3245280.6081309738
2020-11-07;90;422;3594;912580.6062728533
2020-11-08;0;4304;33799;67114995.0
2020-11-08;9;142;1498;7763205.686272893
2020-11-08;19;419;3320;8336486.160537239
2020-11-08;29;534;4700;7476787.1878041085
2020-11-08;39;563;4697;8295371.931939545
2020-11-08;49;545;4182;8592886.15993014
2020-11-08;59;522;4031;8792674.76801071
2020-11-08;69;408;3511;8004082.760304243
2020-11-08;79;411;2816;5695639.130797295
2020-11-08;89;473;3207;3245280.6081309738
2020-11-08;90;287;1824;912580.6062728533
2020-11-09;0;47439;388010;67114995.0
2020-11-09;9;1541;12634;7763205.686272893
2020-11-09;19;5967;47697;8336486.160537239
2020-11-09;29;6290;52308;7476787.1878041085
2020-11-09;39;6571;55129;8295371.931939545
2020-11-09;49;6896;55904;8592886.15993014
2020-11-09;59;7031;55186;8792674.76801071
2020-11-09;69;4928;38798;8004082.760304243
2020-11-09;79;3458;27014;5695639.130797295
2020-11-09;89;2916;25346;3245280.6081309738
2020-11-09;90;1815;17850;912580.6062728533
2020-11-10;0;37229;348055;67114995.0
2020-11-10;9;1177;10960;7763205.686272893
2020-11-10;19;4503;45095;8336486.160537239
2020-11-10;29;4785;46605;7476787.1878041085
2020-11-10;39;4910;49386;8295371.931939545
2020-11-10;49;5315;49798;8592886.15993014
2020-11-10;59;5376;47940;8792674.76801071
2020-11-10;69;4046;33535;8004082.760304243
2020-11-10;79;2962;24375;5695639.130797295
2020-11-10;89;2554;23367;3245280.6081309738
2020-11-10;90;1572;16838;912580.6062728533
2020-11-11;0;5358;50397;67114995.0
2020-11-11;9;164;1962;7763205.686272893
2020-11-11;19;579;5878;8336486.160537239
2020-11-11;29;753;7462;7476787.1878041085
2020-11-11;39;718;7332;8295371.931939545
2020-11-11;49;747;6648;8592886.15993014
2020-11-11;59;637;5992;8792674.76801071
2020-11-11;69;485;4432;8004082.760304243
2020-11-11;79;451;3748;5695639.130797295
2020-11-11;89;523;4225;3245280.6081309738
2020-11-11;90;300;2702;912580.6062728533
2020-11-12;0;36409;358644;67114995.0
2020-11-12;9;1263;11400;7763205.686272893
2020-11-12;19;4851;47031;8336486.160537239
2020-11-12;29;4666;48286;7476787.1878041085
2020-11-12;39;4823;50804;8295371.931939545
2020-11-12;49;5185;51602;8592886.15993014
2020-11-12;59;5327;49661;8792674.76801071
2020-11-12;69;3579;33063;8004082.760304243
2020-11-12;79;2597;23486;5695639.130797295
2020-11-12;89;2497;24241;3245280.6081309738
2020-11-12;90;1598;18889;912580.6062728533
2020-11-13;0;28830;307719;67114995.0
2020-11-13;9;1043;10538;7763205.686272893
2020-11-13;19;3957;42983;8336486.160537239
2020-11-13;29;3706;40326;7476787.1878041085
2020-11-13;39;3787;43598;8295371.931939545
2020-11-13;49;3849;43230;8592886.15993014
2020-11-13;59;4113;41837;8792674.76801071
2020-11-13;69;2945;30504;8004082.760304243
2020-11-13;79;2079;22716;5695639.130797295
2020-11-13;89;2035;19487;3245280.6081309738
2020-11-13;90;1295;12397;912580.6062728533
2020-11-14;0;10962;115044;67114995.0
2020-11-14;9;429;4815;7763205.686272893
2020-11-14;19;1537;15910;8336486.160537239
2020-11-14;29;1443;15330;7476787.1878041085
2020-11-14;39;1474;16010;8295371.931939545
2020-11-14;49;1604;15917;8592886.15993014
2020-11-14;59;1568;15683;8792674.76801071
2020-11-14;69;1068;12250;8004082.760304243
2020-11-14;79;720;9053;5695639.130797295
2020-11-14;89;717;6833;3245280.6081309738
2020-11-14;90;399;3215;912580.6062728533
2020-11-15;0;2703;26288;67114995.0
2020-11-15;9;109;1197;7763205.686272893
2020-11-15;19;266;2479;8336486.160537239
2020-11-15;29;349;3357;7476787.1878041085
2020-11-15;39;352;3666;8295371.931939545
2020-11-15;49;337;3107;8592886.15993014
2020-11-15;59;316;3160;8792674.76801071
2020-11-15;69;238;2705;8004082.760304243
2020-11-15;79;234;2545;5695639.130797295
2020-11-15;89;311;2648;3245280.6081309738
2020-11-15;90;190;1414;912580.6062728533
2020-11-16;0;30267;310292;67114995.0
2020-11-16;9;1074;10349;7763205.686272893
2020-11-16;19;3864;36269;8336486.160537239
2020-11-16;29;3868;39393;7476787.1878041085
2020-11-16;39;4183;43285;8295371.931939545
2020-11-16;49;4317;43447;8592886.15993014
2020-11-16;59;4302;42474;8792674.76801071
2020-11-16;69;2862;31511;8004082.760304243
2020-11-16;79;2037;24267;5695639.130797295
2020-11-16;89;2198;22888;3245280.6081309738
2020-11-16;90;1549;16240;912580.6062728533
2020-11-17;0;21740;257288;67114995.0
2020-11-17;9;839;8428;7763205.686272893
2020-11-17;19;2729;31514;8336486.160537239
2020-11-17;29;2774;33862;7476787.1878041085
2020-11-17;39;2939;36823;8295371.931939545
2020-11-17;49;3169;35257;8592886.15993014
2020-11-17;59;2921;34580;8792674.76801071
2020-11-17;69;2008;24566;8004082.760304243
2020-11-17;79;1543;19075;5695639.130797295
2020-11-17;89;1599;19177;3245280.6081309738
2020-11-17;90;1075;13755;912580.6062728533
2020-11-18;0;17319;214051;67114995.0
2020-11-18;9;672;7532;7763205.686272893
2020-11-18;19;2378;27922;8336486.160537239
2020-11-18;29;2196;29737;7476787.1878041085
2020-11-18;39;2282;30433;8295371.931939545
2020-11-18;49;2438;29643;8592886.15993014
2020-11-18;59;2409;28619;8792674.76801071
2020-11-18;69;1623;19964;8004082.760304243
2020-11-18;79;1183;15236;5695639.130797295
2020-11-18;89;1285;14795;3245280.6081309738
2020-11-18;90;831;10054;912580.6062728533
2020-11-19;0;16753;235067;67114995.0
2020-11-19;9;647;7467;7763205.686272893
2020-11-19;19;2211;30224;8336486.160537239
2020-11-19;29;2081;31953;7476787.1878041085
2020-11-19;39;2280;34438;8295371.931939545
2020-11-19;49;2451;33473;8592886.15993014
2020-11-19;59;2303;31503;8792674.76801071
2020-11-19;69;1538;21544;8004082.760304243
2020-11-19;79;1142;16148;5695639.130797295
2020-11-19;89;1265;16348;3245280.6081309738
2020-11-19;90;824;11868;912580.6062728533
2020-11-20;0;16198;245444;67114995.0
2020-11-20;9;671;8086;7763205.686272893
2020-11-20;19;2259;32076;8336486.160537239
2020-11-20;29;2120;31692;7476787.1878041085
2020-11-20;39;2129;34946;8295371.931939545
2020-11-20;49;2388;34577;8592886.15993014
2020-11-20;59;2216;33299;8792674.76801071
2020-11-20;69;1490;25410;8004082.760304243
2020-11-20;79;1065;19444;5695639.130797295
2020-11-20;89;1087;15858;3245280.6081309738
2020-11-20;90;753;9956;912580.6062728533
2020-11-21;0;7248;105016;67114995.0
2020-11-21;9;297;4106;7763205.686272893
2020-11-21;19;986;13076;8336486.160537239
2020-11-21;29;1063;13749;7476787.1878041085
2020-11-21;39;1027;15103;8295371.931939545
2020-11-21;49;1071;14761;8592886.15993014
2020-11-21;59;1017;14417;8792674.76801071
2020-11-21;69;635;11500;8004082.760304243
2020-11-21;79;456;8973;5695639.130797295
2020-11-21;89;467;6414;3245280.6081309738
2020-11-21;90;223;2886;912580.6062728533
2020-11-22;0;1826;24368;67114995.0
2020-11-22;9;66;1036;7763205.686272893
2020-11-22;19;174;2062;8336486.160537239
2020-11-22;29;236;3068;7476787.1878041085
2020-11-22;39;239;3328;8295371.931939545
2020-11-22;49;245;2940;8592886.15993014
2020-11-22;59;231;2862;8792674.76801071
2020-11-22;69;146;2609;8004082.760304243
2020-11-22;79;143;2412;5695639.130797295
2020-11-22;89;208;2629;3245280.6081309738
2020-11-22;90;138;1415;912580.6062728533
2020-11-23;0;17714;255785;67114995.0
2020-11-23;9;634;7904;7763205.686272893
2020-11-23;19;2227;26428;8336486.160537239
2020-11-23;29;2200;32514;7476787.1878041085
2020-11-23;39;2499;35934;8295371.931939545
2020-11-23;49;2619;35018;8592886.15993014
2020-11-23;59;2519;34870;8792674.76801071
2020-11-23;69;1512;27572;8004082.760304243
2020-11-23;79;1195;22012;5695639.130797295
2020-11-23;89;1360;19993;3245280.6081309738
2020-11-23;90;940;13440;912580.6062728533
2020-11-24;0;13706;213156;67114995.0
2020-11-24;9;412;6477;7763205.686272893
2020-11-24;19;1621;23581;8336486.160537239
2020-11-24;29;1647;28047;7476787.1878041085
2020-11-24;39;1836;30584;8295371.931939545
2020-11-24;49;1952;28786;8592886.15993014
2020-11-24;59;1853;28468;8792674.76801071
2020-11-24;69;1230;21674;8004082.760304243
2020-11-24;79;994;16926;5695639.130797295
2020-11-24;89;1212;16607;3245280.6081309738
2020-11-24;90;944;11942;912580.6062728533
2020-11-25;0;12600;193698;67114995.0
2020-11-25;9;468;6178;7763205.686272893
2020-11-25;19;1570;23299;8336486.160537239
2020-11-25;29;1650;27282;7476787.1878041085
2020-11-25;39;1737;28406;8295371.931939545
2020-11-25;49;1779;26581;8592886.15993014
2020-11-25;59;1722;25798;8792674.76801071
2020-11-25;69;1065;18877;8004082.760304243
2020-11-25;79;833;14269;5695639.130797295
2020-11-25;89;1015;13577;3245280.6081309738
2020-11-25;90;753;9352;912580.6062728533
2020-11-26;0;12483;206980;67114995.0
2020-11-26;9;418;5579;7763205.686272893
2020-11-26;19;1561;23226;8336486.160537239
2020-11-26;29;1726;28696;7476787.1878041085
2020-11-26;39;1735;30588;8295371.931939545
2020-11-26;49;1795;28586;8592886.15993014
2020-11-26;59;1704;28011;8792674.76801071
2020-11-26;69;1045;20456;8004082.760304243
2020-11-26;79;781;15621;5695639.130797295
2020-11-26;89;994;15188;3245280.6081309738
2020-11-26;90;717;10942;912580.6062728533
2020-11-27;0;12434;219306;67114995.0
2020-11-27;9;476;6912;7763205.686272893
2020-11-27;19;1678;24198;8336486.160537239
2020-11-27;29;1705;28899;7476787.1878041085
2020-11-27;39;1641;31399;8295371.931939545
2020-11-27;49;1794;30439;8592886.15993014
2020-11-27;59;1748;30447;8792674.76801071
2020-11-27;69;1096;24688;8004082.760304243
2020-11-27;79;851;19053;5695639.130797295
2020-11-27;89;882;14821;3245280.6081309738
2020-11-27;90;558;8386;912580.6062728533
2020-11-28;0;6063;98896;67114995.0
2020-11-28;9;211;3508;7763205.686272893
2020-11-28;19;819;10199;8336486.160537239
2020-11-28;29;792;13053;7476787.1878041085
2020-11-28;39;853;14261;8295371.931939545
2020-11-28;49;903;13650;8592886.15993014
2020-11-28;59;902;14101;8792674.76801071
2020-11-28;69;545;11785;8004082.760304243
2020-11-28;79;410;9291;5695639.130797295
2020-11-28;89;402;6296;3245280.6081309738
2020-11-28;90;224;2726;912580.6062728533
2020-11-29;0;1602;23642;67114995.0
2020-11-29;9;43;952;7763205.686272893
2020-11-29;19;121;1670;8336486.160537239
2020-11-29;29;205;2991;7476787.1878041085
2020-11-29;39;251;3316;8295371.931939545
2020-11-29;49;209;2836;8592886.15993014
2020-11-29;59;162;2512;8792674.76801071
2020-11-29;69;132;2584;8004082.760304243
2020-11-29;79;143;2599;5695639.130797295
2020-11-29;89;208;2692;3245280.6081309738
2020-11-29;90;127;1486;912580.6062728533
2020-11-30;0;15834;237640;67114995.0
2020-11-30;9;517;6620;7763205.686272893
2020-11-30;19;1786;21852;8336486.160537239
2020-11-30;29;2122;30594;7476787.1878041085
2020-11-30;39;2238;33306;8295371.931939545
2020-11-30;49;2288;32289;8592886.15993014
2020-11-30;59;2160;32544;8792674.76801071
2020-11-30;69;1462;27017;8004082.760304243
2020-11-30;79;1021;21900;5695639.130797295
2020-11-30;89;1261;18777;3245280.6081309738
2020-11-30;90;976;12679;912580.6062728533
2020-12-01;0;12352;198315;67114995.0
2020-12-01;9;421;5348;7763205.686272893
2020-12-01;19;1332;19188;8336486.160537239
2020-12-01;29;1613;27026;7476787.1878041085
2020-12-01;39;1727;29002;8295371.931939545
2020-12-01;49;1754;26726;8592886.15993014
2020-12-01;59;1647;26846;8792674.76801071
2020-12-01;69;1016;21209;8004082.760304243
2020-12-01;79;813;16400;5695639.130797295
2020-12-01;89;1162;15753;3245280.6081309738
2020-12-01;90;860;10738;912580.6062728533
2020-12-02;0;11493;179592;67114995.0
2020-12-02;9;377;5152;7763205.686272893
2020-12-02;19;1384;18815;8336486.160537239
2020-12-02;29;1606;25846;7476787.1878041085
2020-12-02;39;1596;26822;8295371.931939545
2020-12-02;49;1557;24324;8592886.15993014
2020-12-02;59;1497;23829;8792674.76801071
2020-12-02;69;983;18388;8004082.760304243
2020-12-02;79;788;13905;5695639.130797295
2020-12-02;89;960;13258;3245280.6081309738
2020-12-02;90;740;9173;912580.6062728533
2020-12-03;0;11953;198862;67114995.0
2020-12-03;9;382;4924;7763205.686272893
2020-12-03;19;1380;19292;8336486.160537239
2020-12-03;29;1717;28997;7476787.1878041085
2020-12-03;39;1688;30566;8295371.931939545
2020-12-03;49;1678;28279;8592886.15993014
2020-12-03;59;1675;27195;8792674.76801071
2020-12-03;69;1068;20113;8004082.760304243
2020-12-03;79;727;15095;5695639.130797295
2020-12-03;89;930;14374;3245280.6081309738
2020-12-03;90;705;9921;912580.6062728533
2020-12-04;0;12530;217272;67114995.0
2020-12-04;9;461;6128;7763205.686272893
2020-12-04;19;1523;21711;8336486.160537239
2020-12-04;29;1721;29827;7476787.1878041085
2020-12-04;39;1773;31654;8295371.931939545
2020-12-04;49;1797;29916;8592886.15993014
2020-12-04;59;1703;30138;8792674.76801071
2020-12-04;69;1233;25338;8004082.760304243
2020-12-04;79;825;19746;5695639.130797295
2020-12-04;89;865;14702;3245280.6081309738
2020-12-04;90;625;8039;912580.6062728533
2020-12-05;0;6557;104755;67114995.0
2020-12-05;9;334;3516;7763205.686272893
2020-12-05;19;752;10195;8336486.160537239
2020-12-05;29;921;14382;7476787.1878041085
2020-12-05;39;963;15539;8295371.931939545
2020-12-05;49;956;14205;8592886.15993014
2020-12-05;59;936;14831;8792674.76801071
2020-12-05;69;601;12585;8004082.760304243
2020-12-05;79;417;9903;5695639.130797295
2020-12-05;89;444;6736;3245280.6081309738
2020-12-05;90;231;2823;912580.6062728533
2020-12-06;0;1755;26145;67114995.0
2020-12-06;9;45;990;7763205.686272893
2020-12-06;19;136;1743;8336486.160537239
2020-12-06;29;216;3437;7476787.1878041085
2020-12-06;39;242;3671;8295371.931939545
2020-12-06;49;210;2989;8592886.15993014
2020-12-06;59;195;3032;8792674.76801071
2020-12-06;69;157;2826;8004082.760304243
2020-12-06;79;164;2805;5695639.130797295
2020-12-06;89;241;3008;3245280.6081309738
2020-12-06;90;148;1634;912580.6062728533
2020-12-07;0;16647;255374;67114995.0
2020-12-07;9;533;6649;7763205.686272893
2020-12-07;19;1794;22113;8336486.160537239
2020-12-07;29;2298;33878;7476787.1878041085
2020-12-07;39;2493;37814;8295371.931939545
2020-12-07;49;2383;34704;8592886.15993014
2020-12-07;59;2364;36077;8792674.76801071
2020-12-07;69;1606;30318;8004082.760304243
2020-12-07;79;1117;23466;5695639.130797295
2020-12-07;89;1158;18694;3245280.6081309738
2020-12-07;90;896;11572;912580.6062728533
2020-12-08;0;13186;223937;67114995.0
2020-12-08;9;405;5937;7763205.686272893
2020-12-08;19;1478;21366;8336486.160537239
2020-12-08;29;1845;31421;7476787.1878041085
2020-12-08;39;1908;34043;8295371.931939545
2020-12-08;49;1822;30353;8592886.15993014
2020-12-08;59;1771;30345;8792674.76801071
2020-12-08;69;1227;24719;8004082.760304243
2020-12-08;79;912;18806;5695639.130797295
2020-12-08;89;1034;16356;3245280.6081309738
2020-12-08;90;777;10535;912580.6062728533
2020-12-09;0;12701;205342;67114995.0
2020-12-09;9;480;6078;7763205.686272893
2020-12-09;19;1495;21028;8336486.160537239
2020-12-09;29;1846;31087;7476787.1878041085
2020-12-09;39;1806;31888;8295371.931939545
2020-12-09;49;1787;28454;8592886.15993014
2020-12-09;59;1621;27566;8792674.76801071
2020-12-09;69;1116;21007;8004082.760304243
2020-12-09;79;882;15652;5695639.130797295
2020-12-09;89;981;13680;3245280.6081309738
2020-12-09;90;681;8808;912580.6062728533
2020-12-10;0;13523;224983;67114995.0
2020-12-10;9;437;5840;7763205.686272893
2020-12-10;19;1527;21988;8336486.160537239
2020-12-10;29;1944;34083;7476787.1878041085
2020-12-10;39;1936;35740;8295371.931939545
2020-12-10;49;1921;31572;8592886.15993014
2020-12-10;59;1834;30616;8792674.76801071
2020-12-10;69;1197;22737;8004082.760304243
2020-12-10;79;919;16704;5695639.130797295
2020-12-10;89;1061;15189;3245280.6081309738
2020-12-10;90;744;10440;912580.6062728533
2020-12-11;0;14045;250788;67114995.0
2020-12-11;9;493;6951;7763205.686272893
2020-12-11;19;1789;26659;8336486.160537239
2020-12-11;29;2018;35859;7476787.1878041085
2020-12-11;39;2057;38690;8295371.931939545
2020-12-11;49;2040;34707;8592886.15993014
2020-12-11;59;1857;34799;8792674.76801071
2020-12-11;69;1303;28836;8004082.760304243
2020-12-11;79;972;21373;5695639.130797295
2020-12-11;89;938;15253;3245280.6081309738
2020-12-11;90;574;7554;912580.6062728533
2020-12-12;0;7812;132145;67114995.0
2020-12-12;9;259;4342;7763205.686272893
2020-12-12;19;912;13408;8336486.160537239
2020-12-12;29;1126;19613;7476787.1878041085
2020-12-12;39;1204;20844;8295371.931939545
2020-12-12;49;1209;18651;8592886.15993014
2020-12-12;59;1163;18235;8792674.76801071
2020-12-12;69;734;15746;8004082.760304243
2020-12-12;79;456;11181;5695639.130797295
2020-12-12;89;480;7175;3245280.6081309738
2020-12-12;90;268;2912;912580.6062728533
2020-12-13;0;2019;33823;67114995.0
2020-12-13;9;45;1201;7763205.686272893
2020-12-13;19;165;2400;8336486.160537239
2020-12-13;29;267;5134;7476787.1878041085
2020-12-13;39;286;5524;8295371.931939545
2020-12-13;49;276;4385;8592886.15993014
2020-12-13;59;235;4020;8792674.76801071
2020-12-13;69;184;3584;8004082.760304243
2020-12-13;79;177;3020;5695639.130797295
2020-12-13;89;239;3029;3245280.6081309738
2020-12-13;90;145;1523;912580.6062728533
2020-12-14;0;19576;326943;67114995.0
2020-12-14;9;540;8435;7763205.686272893
2020-12-14;19;2206;35161;8336486.160537239
2020-12-14;29;2658;44559;7476787.1878041085
2020-12-14;39;2983;49484;8295371.931939545
2020-12-14;49;2873;44631;8592886.15993014
2020-12-14;59;2782;44289;8792674.76801071
2020-12-14;69;1903;38880;8004082.760304243
2020-12-14;79;1311;28577;5695639.130797295
2020-12-14;89;1364;20746;3245280.6081309738
2020-12-14;90;951;12086;912580.6062728533
2020-12-15;0;15884;311103;67114995.0
2020-12-15;9;466;7641;7763205.686272893
2020-12-15;19;1819;38926;8336486.160537239
2020-12-15;29;2303;44886;7476787.1878041085
2020-12-15;39;2320;48354;8295371.931939545
2020-12-15;49;2218;42685;8592886.15993014
2020-12-15;59;2111;41017;8792674.76801071
2020-12-15;69;1455;33978;8004082.760304243
2020-12-15;79;1132;24286;5695639.130797295
2020-12-15;89;1181;18331;3245280.6081309738
2020-12-15;90;869;10880;912580.6062728533
2020-12-16;0;15332;334298;67114995.0
2020-12-16;9;494;10669;7763205.686272893
2020-12-16;19;1900;43194;8336486.160537239
2020-12-16;29;2193;52498;7476787.1878041085
2020-12-16;39;2293;53684;8295371.931939545
2020-12-16;49;2110;48724;8592886.15993014
2020-12-16;59;2096;44353;8792674.76801071
2020-12-16;69;1431;33050;8004082.760304243
2020-12-16;79;1049;22270;5695639.130797295
2020-12-16;89;1022;16209;3245280.6081309738
2020-12-16;90;738;9547;912580.6062728533
2020-12-17;0;15868;396251;67114995.0
2020-12-17;9;416;9661;7763205.686272893
2020-12-17;19;1840;49655;8336486.160537239
2020-12-17;29;2365;63421;7476787.1878041085
2020-12-17;39;2433;67034;8295371.931939545
2020-12-17;49;2237;58986;8592886.15993014
2020-12-17;59;2160;52650;8792674.76801071
2020-12-17;69;1512;39599;8004082.760304243
2020-12-17;79;1011;26485;5695639.130797295
2020-12-17;89;1120;18127;3245280.6081309738
2020-12-17;90;768;10523;912580.6062728533
2020-12-18;0;17471;502691;67114995.0
2020-12-18;9;523;13969;7763205.686272893
2020-12-18;19;2005;56758;8336486.160537239
2020-12-18;29;2453;74984;7476787.1878041085
2020-12-18;39;2658;83379;8295371.931939545
2020-12-18;49;2589;76262;8592886.15993014
2020-12-18;59;2399;67971;8792674.76801071
2020-12-18;69;1826;57818;8004082.760304243
2020-12-18;79;1253;41443;5695639.130797295
2020-12-18;89;1075;21140;3245280.6081309738
2020-12-18;90;681;8842;912580.6062728533
2020-12-19;0;10637;332276;67114995.0
2020-12-19;9;350;12678;7763205.686272893
2020-12-19;19;1261;40603;8336486.160537239
2020-12-19;29;1512;50931;7476787.1878041085
2020-12-19;39;1666;54763;8295371.931939545
2020-12-19;49;1573;54169;8592886.15993014
2020-12-19;59;1604;45220;8792674.76801071
2020-12-19;69;1124;34987;8004082.760304243
2020-12-19;79;768;24575;5695639.130797295
2020-12-19;89;535;10972;3245280.6081309738
2020-12-19;90;239;3311;912580.6062728533
2020-12-20;0;3630;116330;67114995.0
2020-12-20;9;111;4097;7763205.686272893
2020-12-20;19;364;12630;8336486.160537239
2020-12-20;29;517;17872;7476787.1878041085
2020-12-20;39;537;18898;8295371.931939545
2020-12-20;49;568;18800;8592886.15993014
2020-12-20;59;496;15638;8792674.76801071
2020-12-20;69;361;12538;8004082.760304243
2020-12-20;79;290;9305;5695639.130797295
2020-12-20;89;265;4705;3245280.6081309738
2020-12-20;90;120;1820;912580.6062728533
2020-12-21;0;21214;673261;67114995.0
2020-12-21;9;579;20425;7763205.686272893
2020-12-21;19;2185;71986;8336486.160537239
2020-12-21;29;2984;104360;7476787.1878041085
2020-12-21;39;3110;110373;8295371.931939545
2020-12-21;49;3134;106032;8592886.15993014
2020-12-21;59;3110;93700;8792674.76801071
2020-12-21;69;2152;73817;8004082.760304243
2020-12-21;79;1474;50681;5695639.130797295
2020-12-21;89;1454;27498;3245280.6081309738
2020-12-21;90;1023;14224;912580.6062728533
2020-12-22;0;18340;734708;67114995.0
2020-12-22;9;467;20707;7763205.686272893
2020-12-22;19;1884;79687;8336486.160537239
2020-12-22;29;2761;118276;7476787.1878041085
2020-12-22;39;2663;123809;8295371.931939545
2020-12-22;49;2612;117969;8592886.15993014
2020-12-22;59;2566;103415;8792674.76801071
2020-12-22;69;1845;77113;8004082.760304243
2020-12-22;79;1315;52627;5695639.130797295
2020-12-22;89;1344;27608;3245280.6081309738
2020-12-22;90;876;13322;912580.6062728533
2020-12-23;0;16820;725869;67114995.0
2020-12-23;9;468;19300;7763205.686272893
2020-12-23;19;1803;80491;8336486.160537239
2020-12-23;29;2561;121368;7476787.1878041085
2020-12-23;39;2608;126550;8295371.931939545
2020-12-23;49;2460;119788;8592886.15993014
2020-12-23;59;2341;104925;8792674.76801071
2020-12-23;69;1654;71849;8004082.760304243
2020-12-23;79;1110;45928;5695639.130797295
2020-12-23;89;1124;23885;3245280.6081309738
2020-12-23;90;685;11614;912580.6062728533
2020-12-24;0;13003;498857;67114995.0
2020-12-24;9;381;12279;7763205.686272893
2020-12-24;19;1424;53078;8336486.160537239
2020-12-24;29;2061;89457;7476787.1878041085
2020-12-24;39;1948;90197;8295371.931939545
2020-12-24;49;1912;83399;8592886.15993014
2020-12-24;59;1902;73274;8792674.76801071
2020-12-24;69;1328;47836;8004082.760304243
2020-12-24;79;877;28349;5695639.130797295
2020-12-24;89;724;14554;3245280.6081309738
2020-12-24;90;443;6348;912580.6062728533
2020-12-25;0;1293;38014;67114995.0
2020-12-25;9;25;1140;7763205.686272893
2020-12-25;19;91;3077;8336486.160537239
2020-12-25;29;185;6629;7476787.1878041085
2020-12-25;39;206;6600;8295371.931939545
2020-12-25;49;147;5286;8592886.15993014
2020-12-25;59;143;4868;8792674.76801071
2020-12-25;69;115;3781;8004082.760304243
2020-12-25;79;118;2783;5695639.130797295
2020-12-25;89;157;2506;3245280.6081309738
2020-12-25;90;105;1332;912580.6062728533
2020-12-26;0;9708;219590;67114995.0
2020-12-26;9;287;5768;7763205.686272893
2020-12-26;19;1007;21830;8336486.160537239
2020-12-26;29;1658;39404;7476787.1878041085
2020-12-26;39;1676;39585;8295371.931939545
