reg;jour;three_class;P;T;pop
;;;sum;sum;sum
Auvergne-Rhône-Alpes;2020-08-14;0-19;64;1811;1940253.0
Auvergne-Rhône-Alpes;2020-08-14;20-59;218;7298;3980515.0
Auvergne-Rhône-Alpes;2020-08-14;60+;35;2807;2111609.0
Auvergne-Rhône-Alpes;2020-08-14;whole;317;11917;8032377.0
Auvergne-Rhône-Alpes;2020-08-15;0-19;3;276;1940253.0
Auvergne-Rhône-Alpes;2020-08-15;20-59;33;1116;3980515.0
Auvergne-Rhône-Alpes;2020-08-15;60+;7;676;2111609.0
Auvergne-Rhône-Alpes;2020-08-15;whole;43;2068;8032377.0
Auvergne-Rhône-Alpes;2020-08-16;0-19;8;230;1940253.0
Auvergne-Rhône-Alpes;2020-08-16;20-59;33;853;3980515.0
Auvergne-Rhône-Alpes;2020-08-16;60+;5;503;2111609.0
Auvergne-Rhône-Alpes;2020-08-16;whole;46;1586;8032377.0
Auvergne-Rhône-Alpes;2020-08-17;0-19;75;2298;1940253.0
Auvergne-Rhône-Alpes;2020-08-17;20-59;377;9165;3980515.0
Auvergne-Rhône-Alpes;2020-08-17;60+;49;3516;2111609.0
Auvergne-Rhône-Alpes;2020-08-17;whole;501;14979;8032377.0
Auvergne-Rhône-Alpes;2020-08-18;0-19;53;1921;1940253.0
Auvergne-Rhône-Alpes;2020-08-18;20-59;318;8149;3980515.0
Auvergne-Rhône-Alpes;2020-08-18;60+;38;2982;2111609.0
Auvergne-Rhône-Alpes;2020-08-18;whole;409;13065;8032377.0
Auvergne-Rhône-Alpes;2020-08-19;0-19;58;1940;1940253.0
Auvergne-Rhône-Alpes;2020-08-19;20-59;346;8620;3980515.0
Auvergne-Rhône-Alpes;2020-08-19;60+;32;2759;2111609.0
Auvergne-Rhône-Alpes;2020-08-19;whole;436;13321;8032377.0
Auvergne-Rhône-Alpes;2020-08-20;0-19;78;2061;1940253.0
Auvergne-Rhône-Alpes;2020-08-20;20-59;398;8912;3980515.0
Auvergne-Rhône-Alpes;2020-08-20;60+;50;2843;2111609.0
Auvergne-Rhône-Alpes;2020-08-20;whole;526;13820;8032377.0
Auvergne-Rhône-Alpes;2020-08-21;0-19;111;2298;1940253.0
Auvergne-Rhône-Alpes;2020-08-21;20-59;435;9664;3980515.0
Auvergne-Rhône-Alpes;2020-08-21;60+;48;3201;2111609.0
Auvergne-Rhône-Alpes;2020-08-21;whole;594;15169;8032377.0
Auvergne-Rhône-Alpes;2020-08-22;0-19;17;973;1940253.0
Auvergne-Rhône-Alpes;2020-08-22;20-59;124;3982;3980515.0
Auvergne-Rhône-Alpes;2020-08-22;60+;19;1581;2111609.0
Auvergne-Rhône-Alpes;2020-08-22;whole;160;6536;8032377.0
Auvergne-Rhône-Alpes;2020-08-23;0-19;10;244;1940253.0
Auvergne-Rhône-Alpes;2020-08-23;20-59;53;1040;3980515.0
Auvergne-Rhône-Alpes;2020-08-23;60+;8;528;2111609.0
Auvergne-Rhône-Alpes;2020-08-23;whole;71;1813;8032377.0
Auvergne-Rhône-Alpes;2020-08-24;0-19;103;2690;1940253.0
Auvergne-Rhône-Alpes;2020-08-24;20-59;499;11415;3980515.0
Auvergne-Rhône-Alpes;2020-08-24;60+;58;3596;2111609.0
Auvergne-Rhône-Alpes;2020-08-24;whole;660;17703;8032377.0
Auvergne-Rhône-Alpes;2020-08-25;0-19;105;2409;1940253.0
Auvergne-Rhône-Alpes;2020-08-25;20-59;476;10672;3980515.0
Auvergne-Rhône-Alpes;2020-08-25;60+;54;3338;2111609.0
Auvergne-Rhône-Alpes;2020-08-25;whole;635;16425;8032377.0
Auvergne-Rhône-Alpes;2020-08-26;0-19;82;2327;1940253.0
Auvergne-Rhône-Alpes;2020-08-26;20-59;520;11276;3980515.0
Auvergne-Rhône-Alpes;2020-08-26;60+;88;3541;2111609.0
Auvergne-Rhône-Alpes;2020-08-26;whole;691;17151;8032377.0
Auvergne-Rhône-Alpes;2020-08-27;0-19;111;2410;1940253.0
Auvergne-Rhône-Alpes;2020-08-27;20-59;562;12205;3980515.0
Auvergne-Rhône-Alpes;2020-08-27;60+;98;3774;2111609.0
Auvergne-Rhône-Alpes;2020-08-27;whole;771;18391;8032377.0
Auvergne-Rhône-Alpes;2020-08-28;0-19;123;2714;1940253.0
Auvergne-Rhône-Alpes;2020-08-28;20-59;581;12239;3980515.0
Auvergne-Rhône-Alpes;2020-08-28;60+;81;4127;2111609.0
Auvergne-Rhône-Alpes;2020-08-28;whole;786;19085;8032377.0
Auvergne-Rhône-Alpes;2020-08-29;0-19;43;1212;1940253.0
Auvergne-Rhône-Alpes;2020-08-29;20-59;228;5141;3980515.0
Auvergne-Rhône-Alpes;2020-08-29;60+;36;2063;2111609.0
Auvergne-Rhône-Alpes;2020-08-29;whole;307;8417;8032377.0
Auvergne-Rhône-Alpes;2020-08-30;0-19;13;310;1940253.0
Auvergne-Rhône-Alpes;2020-08-30;20-59;76;1193;3980515.0
Auvergne-Rhône-Alpes;2020-08-30;60+;13;550;2111609.0
Auvergne-Rhône-Alpes;2020-08-30;whole;102;2053;8032377.0
Auvergne-Rhône-Alpes;2020-08-31;0-19;160;3226;1940253.0
Auvergne-Rhône-Alpes;2020-08-31;20-59;739;14328;3980515.0
Auvergne-Rhône-Alpes;2020-08-31;60+;129;4852;2111609.0
Auvergne-Rhône-Alpes;2020-08-31;whole;1028;22406;8032377.0
Auvergne-Rhône-Alpes;2020-09-01;0-19;167;2528;1940253.0
Auvergne-Rhône-Alpes;2020-09-01;20-59;735;13265;3980515.0
Auvergne-Rhône-Alpes;2020-09-01;60+;108;4316;2111609.0
Auvergne-Rhône-Alpes;2020-09-01;whole;1010;20116;8032377.0
Auvergne-Rhône-Alpes;2020-09-02;0-19;154;2493;1940253.0
Auvergne-Rhône-Alpes;2020-09-02;20-59;663;12618;3980515.0
Auvergne-Rhône-Alpes;2020-09-02;60+;137;4290;2111609.0
Auvergne-Rhône-Alpes;2020-09-02;whole;954;19403;8032377.0
Auvergne-Rhône-Alpes;2020-09-03;0-19;200;2582;1940253.0
Auvergne-Rhône-Alpes;2020-09-03;20-59;820;12862;3980515.0
Auvergne-Rhône-Alpes;2020-09-03;60+;150;3919;2111609.0
Auvergne-Rhône-Alpes;2020-09-03;whole;1171;19365;8032377.0
Auvergne-Rhône-Alpes;2020-09-04;0-19;187;3093;1940253.0
Auvergne-Rhône-Alpes;2020-09-04;20-59;748;13172;3980515.0
Auvergne-Rhône-Alpes;2020-09-04;60+;152;4515;2111609.0
Auvergne-Rhône-Alpes;2020-09-04;whole;1087;20781;8032377.0
Auvergne-Rhône-Alpes;2020-09-05;0-19;66;1723;1940253.0
Auvergne-Rhône-Alpes;2020-09-05;20-59;264;4875;3980515.0
Auvergne-Rhône-Alpes;2020-09-05;60+;70;2041;2111609.0
Auvergne-Rhône-Alpes;2020-09-05;whole;400;8641;8032377.0
Auvergne-Rhône-Alpes;2020-09-06;0-19;21;410;1940253.0
Auvergne-Rhône-Alpes;2020-09-06;20-59;68;1275;3980515.0
Auvergne-Rhône-Alpes;2020-09-06;60+;28;653;2111609.0
Auvergne-Rhône-Alpes;2020-09-06;whole;117;2338;8032377.0
Auvergne-Rhône-Alpes;2020-09-07;0-19;237;4636;1940253.0
Auvergne-Rhône-Alpes;2020-09-07;20-59;927;14744;3980515.0
Auvergne-Rhône-Alpes;2020-09-07;60+;198;5665;2111609.0
Auvergne-Rhône-Alpes;2020-09-07;whole;1363;25054;8032377.0
Auvergne-Rhône-Alpes;2020-09-08;0-19;297;5717;1940253.0
Auvergne-Rhône-Alpes;2020-09-08;20-59;1065;15186;3980515.0
Auvergne-Rhône-Alpes;2020-09-08;60+;186;4660;2111609.0
Auvergne-Rhône-Alpes;2020-09-08;whole;1548;25575;8032377.0
Auvergne-Rhône-Alpes;2020-09-09;0-19;262;5807;1940253.0
Auvergne-Rhône-Alpes;2020-09-09;20-59;918;14495;3980515.0
Auvergne-Rhône-Alpes;2020-09-09;60+;193;4173;2111609.0
Auvergne-Rhône-Alpes;2020-09-09;whole;1374;24479;8032377.0
Auvergne-Rhône-Alpes;2020-09-10;0-19;240;6064;1940253.0
Auvergne-Rhône-Alpes;2020-09-10;20-59;951;14816;3980515.0
Auvergne-Rhône-Alpes;2020-09-10;60+;247;4442;2111609.0
Auvergne-Rhône-Alpes;2020-09-10;whole;1438;25324;8032377.0
Auvergne-Rhône-Alpes;2020-09-11;0-19;274;6354;1940253.0
Auvergne-Rhône-Alpes;2020-09-11;20-59;888;14519;3980515.0
Auvergne-Rhône-Alpes;2020-09-11;60+;174;4651;2111609.0
Auvergne-Rhône-Alpes;2020-09-11;whole;1336;25530;8032377.0
Auvergne-Rhône-Alpes;2020-09-12;0-19;86;2247;1940253.0
Auvergne-Rhône-Alpes;2020-09-12;20-59;337;5514;3980515.0
Auvergne-Rhône-Alpes;2020-09-12;60+;113;2307;2111609.0
Auvergne-Rhône-Alpes;2020-09-12;whole;536;10069;8032377.0
Auvergne-Rhône-Alpes;2020-09-13;0-19;13;394;1940253.0
Auvergne-Rhône-Alpes;2020-09-13;20-59;79;1357;3980515.0
Auvergne-Rhône-Alpes;2020-09-13;60+;37;782;2111609.0
Auvergne-Rhône-Alpes;2020-09-13;whole;129;2533;8032377.0
Auvergne-Rhône-Alpes;2020-09-14;0-19;294;6509;1940253.0
Auvergne-Rhône-Alpes;2020-09-14;20-59;1108;16869;3980515.0
Auvergne-Rhône-Alpes;2020-09-14;60+;307;6031;2111609.0
Auvergne-Rhône-Alpes;2020-09-14;whole;1709;29414;8032377.0
Auvergne-Rhône-Alpes;2020-09-15;0-19;294;6850;1940253.0
Auvergne-Rhône-Alpes;2020-09-15;20-59;1122;15661;3980515.0
Auvergne-Rhône-Alpes;2020-09-15;60+;245;5249;2111609.0
Auvergne-Rhône-Alpes;2020-09-15;whole;1661;27771;8032377.0
Auvergne-Rhône-Alpes;2020-09-16;0-19;330;6557;1940253.0
Auvergne-Rhône-Alpes;2020-09-16;20-59;1162;14973;3980515.0
Auvergne-Rhône-Alpes;2020-09-16;60+;250;4394;2111609.0
Auvergne-Rhône-Alpes;2020-09-16;whole;1743;25931;8032377.0
Auvergne-Rhône-Alpes;2020-09-17;0-19;339;5959;1940253.0
Auvergne-Rhône-Alpes;2020-09-17;20-59;1115;14812;3980515.0
Auvergne-Rhône-Alpes;2020-09-17;60+;270;4323;2111609.0
Auvergne-Rhône-Alpes;2020-09-17;whole;1724;25103;8032377.0
Auvergne-Rhône-Alpes;2020-09-18;0-19;297;5719;1940253.0
Auvergne-Rhône-Alpes;2020-09-18;20-59;1069;14278;3980515.0
Auvergne-Rhône-Alpes;2020-09-18;60+;241;5127;2111609.0
Auvergne-Rhône-Alpes;2020-09-18;whole;1607;25134;8032377.0
Auvergne-Rhône-Alpes;2020-09-19;0-19;105;2000;1940253.0
Auvergne-Rhône-Alpes;2020-09-19;20-59;373;5458;3980515.0
Auvergne-Rhône-Alpes;2020-09-19;60+;100;2384;2111609.0
Auvergne-Rhône-Alpes;2020-09-19;whole;579;9843;8032377.0
Auvergne-Rhône-Alpes;2020-09-20;0-19;22;370;1940253.0
Auvergne-Rhône-Alpes;2020-09-20;20-59;112;1296;3980515.0
Auvergne-Rhône-Alpes;2020-09-20;60+;36;790;2111609.0
Auvergne-Rhône-Alpes;2020-09-20;whole;170;2456;8032377.0
Auvergne-Rhône-Alpes;2020-09-21;0-19;331;5199;1940253.0
Auvergne-Rhône-Alpes;2020-09-21;20-59;1373;15486;3980515.0
Auvergne-Rhône-Alpes;2020-09-21;60+;309;5588;2111609.0
Auvergne-Rhône-Alpes;2020-09-21;whole;2013;26278;8032377.0
Auvergne-Rhône-Alpes;2020-09-22;0-19;329;4956;1940253.0
Auvergne-Rhône-Alpes;2020-09-22;20-59;1254;13728;3980515.0
Auvergne-Rhône-Alpes;2020-09-22;60+;295;4778;2111609.0
Auvergne-Rhône-Alpes;2020-09-22;whole;1881;23476;8032377.0
Auvergne-Rhône-Alpes;2020-09-23;0-19;286;4763;1940253.0
Auvergne-Rhône-Alpes;2020-09-23;20-59;1106;12769;3980515.0
Auvergne-Rhône-Alpes;2020-09-23;60+;232;4112;2111609.0
Auvergne-Rhône-Alpes;2020-09-23;whole;1624;21648;8032377.0
Auvergne-Rhône-Alpes;2020-09-24;0-19;313;4430;1940253.0
Auvergne-Rhône-Alpes;2020-09-24;20-59;1216;13664;3980515.0
Auvergne-Rhône-Alpes;2020-09-24;60+;301;4409;2111609.0
Auvergne-Rhône-Alpes;2020-09-24;whole;1830;22508;8032377.0
Auvergne-Rhône-Alpes;2020-09-25;0-19;312;4444;1940253.0
Auvergne-Rhône-Alpes;2020-09-25;20-59;1208;14320;3980515.0
Auvergne-Rhône-Alpes;2020-09-25;60+;244;5210;2111609.0
Auvergne-Rhône-Alpes;2020-09-25;whole;1764;23985;8032377.0
Auvergne-Rhône-Alpes;2020-09-26;0-19;115;1568;1940253.0
Auvergne-Rhône-Alpes;2020-09-26;20-59;352;5151;3980515.0
Auvergne-Rhône-Alpes;2020-09-26;60+;106;2313;2111609.0
Auvergne-Rhône-Alpes;2020-09-26;whole;573;9034;8032377.0
Auvergne-Rhône-Alpes;2020-09-27;0-19;21;270;1940253.0
Auvergne-Rhône-Alpes;2020-09-27;20-59;83;1167;3980515.0
Auvergne-Rhône-Alpes;2020-09-27;60+;42;808;2111609.0
Auvergne-Rhône-Alpes;2020-09-27;whole;146;2245;8032377.0
Auvergne-Rhône-Alpes;2020-09-28;0-19;344;4501;1940253.0
Auvergne-Rhône-Alpes;2020-09-28;20-59;1334;15378;3980515.0
Auvergne-Rhône-Alpes;2020-09-28;60+;271;5449;2111609.0
Auvergne-Rhône-Alpes;2020-09-28;whole;1949;25332;8032377.0
Auvergne-Rhône-Alpes;2020-09-29;0-19;328;4426;1940253.0
Auvergne-Rhône-Alpes;2020-09-29;20-59;1238;13832;3980515.0
Auvergne-Rhône-Alpes;2020-09-29;60+;284;4725;2111609.0
Auvergne-Rhône-Alpes;2020-09-29;whole;1852;22992;8032377.0
Auvergne-Rhône-Alpes;2020-09-30;0-19;390;4534;1940253.0
Auvergne-Rhône-Alpes;2020-09-30;20-59;1360;12663;3980515.0
Auvergne-Rhône-Alpes;2020-09-30;60+;326;4114;2111609.0
Auvergne-Rhône-Alpes;2020-09-30;whole;2076;21397;8032377.0
Auvergne-Rhône-Alpes;2020-10-01;0-19;374;4381;1940253.0
Auvergne-Rhône-Alpes;2020-10-01;20-59;1395;13451;3980515.0
Auvergne-Rhône-Alpes;2020-10-01;60+;278;4262;2111609.0
Auvergne-Rhône-Alpes;2020-10-01;whole;2049;22123;8032377.0
Auvergne-Rhône-Alpes;2020-10-02;0-19;454;4826;1940253.0
Auvergne-Rhône-Alpes;2020-10-02;20-59;1626;15179;3980515.0
Auvergne-Rhône-Alpes;2020-10-02;60+;365;5488;2111609.0
Auvergne-Rhône-Alpes;2020-10-02;whole;2446;25507;8032377.0
Auvergne-Rhône-Alpes;2020-10-03;0-19;155;1886;1940253.0
Auvergne-Rhône-Alpes;2020-10-03;20-59;559;5532;3980515.0
Auvergne-Rhône-Alpes;2020-10-03;60+;151;2600;2111609.0
Auvergne-Rhône-Alpes;2020-10-03;whole;865;10021;8032377.0
Auvergne-Rhône-Alpes;2020-10-04;0-19;40;334;1940253.0
Auvergne-Rhône-Alpes;2020-10-04;20-59;115;1175;3980515.0
Auvergne-Rhône-Alpes;2020-10-04;60+;62;872;2111609.0
Auvergne-Rhône-Alpes;2020-10-04;whole;218;2383;8032377.0
Auvergne-Rhône-Alpes;2020-10-05;0-19;544;5538;1940253.0
Auvergne-Rhône-Alpes;2020-10-05;20-59;2173;17602;3980515.0
Auvergne-Rhône-Alpes;2020-10-05;60+;620;6764;2111609.0
Auvergne-Rhône-Alpes;2020-10-05;whole;3337;29911;8032377.0
Auvergne-Rhône-Alpes;2020-10-06;0-19;547;5565;1940253.0
Auvergne-Rhône-Alpes;2020-10-06;20-59;2147;15895;3980515.0
Auvergne-Rhône-Alpes;2020-10-06;60+;570;5590;2111609.0
Auvergne-Rhône-Alpes;2020-10-06;whole;3265;27057;8032377.0
Auvergne-Rhône-Alpes;2020-10-07;0-19;603;5904;1940253.0
Auvergne-Rhône-Alpes;2020-10-07;20-59;2275;16006;3980515.0
Auvergne-Rhône-Alpes;2020-10-07;60+;565;5067;2111609.0
Auvergne-Rhône-Alpes;2020-10-07;whole;3444;26983;8032377.0
Auvergne-Rhône-Alpes;2020-10-08;0-19;663;5592;1940253.0
Auvergne-Rhône-Alpes;2020-10-08;20-59;2586;17497;3980515.0
Auvergne-Rhône-Alpes;2020-10-08;60+;637;5710;2111609.0
Auvergne-Rhône-Alpes;2020-10-08;whole;3886;28805;8032377.0
Auvergne-Rhône-Alpes;2020-10-09;0-19;740;6528;1940253.0
Auvergne-Rhône-Alpes;2020-10-09;20-59;2796;20350;3980515.0
Auvergne-Rhône-Alpes;2020-10-09;60+;777;7126;2111609.0
Auvergne-Rhône-Alpes;2020-10-09;whole;4313;34012;8032377.0
Auvergne-Rhône-Alpes;2020-10-10;0-19;245;2482;1940253.0
Auvergne-Rhône-Alpes;2020-10-10;20-59;999;7306;3980515.0
Auvergne-Rhône-Alpes;2020-10-10;60+;332;3111;2111609.0
Auvergne-Rhône-Alpes;2020-10-10;whole;1576;12901;8032377.0
Auvergne-Rhône-Alpes;2020-10-11;0-19;54;420;1940253.0
Auvergne-Rhône-Alpes;2020-10-11;20-59;198;1452;3980515.0
Auvergne-Rhône-Alpes;2020-10-11;60+;174;1048;2111609.0
Auvergne-Rhône-Alpes;2020-10-11;whole;426;2920;8032377.0
Auvergne-Rhône-Alpes;2020-10-12;0-19;949;7562;1940253.0
Auvergne-Rhône-Alpes;2020-10-12;20-59;3622;23877;3980515.0
Auvergne-Rhône-Alpes;2020-10-12;60+;1173;9241;2111609.0
Auvergne-Rhône-Alpes;2020-10-12;whole;5745;40689;8032377.0
Auvergne-Rhône-Alpes;2020-10-13;0-19;843;7419;1940253.0
Auvergne-Rhône-Alpes;2020-10-13;20-59;3649;22734;3980515.0
Auvergne-Rhône-Alpes;2020-10-13;60+;1169;7778;2111609.0
Auvergne-Rhône-Alpes;2020-10-13;whole;5662;37941;8032377.0
Auvergne-Rhône-Alpes;2020-10-14;0-19;894;8042;1940253.0
Auvergne-Rhône-Alpes;2020-10-14;20-59;3509;21707;3980515.0
Auvergne-Rhône-Alpes;2020-10-14;60+;1177;7122;2111609.0
Auvergne-Rhône-Alpes;2020-10-14;whole;5580;36874;8032377.0
Auvergne-Rhône-Alpes;2020-10-15;0-19;919;7777;1940253.0
Auvergne-Rhône-Alpes;2020-10-15;20-59;4164;25039;3980515.0
Auvergne-Rhône-Alpes;2020-10-15;60+;1349;7575;2111609.0
Auvergne-Rhône-Alpes;2020-10-15;whole;6432;40397;8032377.0
Auvergne-Rhône-Alpes;2020-10-16;0-19;1031;8421;1940253.0
Auvergne-Rhône-Alpes;2020-10-16;20-59;4579;26872;3980515.0
Auvergne-Rhône-Alpes;2020-10-16;60+;1475;8365;2111609.0
Auvergne-Rhône-Alpes;2020-10-16;whole;7086;43666;8032377.0
Auvergne-Rhône-Alpes;2020-10-17;0-19;417;3384;1940253.0
Auvergne-Rhône-Alpes;2020-10-17;20-59;1689;9709;3980515.0
Auvergne-Rhône-Alpes;2020-10-17;60+;628;3491;2111609.0
Auvergne-Rhône-Alpes;2020-10-17;whole;2736;16590;8032377.0
Auvergne-Rhône-Alpes;2020-10-18;0-19;73;467;1940253.0
Auvergne-Rhône-Alpes;2020-10-18;20-59;350;1840;3980515.0
Auvergne-Rhône-Alpes;2020-10-18;60+;281;1261;2111609.0
Auvergne-Rhône-Alpes;2020-10-18;whole;704;3568;8032377.0
Auvergne-Rhône-Alpes;2020-10-19;0-19;1196;7991;1940253.0
Auvergne-Rhône-Alpes;2020-10-19;20-59;6024;29694;3980515.0
Auvergne-Rhône-Alpes;2020-10-19;60+;2260;10803;2111609.0
Auvergne-Rhône-Alpes;2020-10-19;whole;9481;48503;8032377.0
Auvergne-Rhône-Alpes;2020-10-20;0-19;1118;7081;1940253.0
Auvergne-Rhône-Alpes;2020-10-20;20-59;6263;29771;3980515.0
Auvergne-Rhône-Alpes;2020-10-20;60+;2213;9931;2111609.0
Auvergne-Rhône-Alpes;2020-10-20;whole;9596;46792;8032377.0
Auvergne-Rhône-Alpes;2020-10-21;0-19;1127;7110;1940253.0
Auvergne-Rhône-Alpes;2020-10-21;20-59;6532;29810;3980515.0
Auvergne-Rhône-Alpes;2020-10-21;60+;2366;9592;2111609.0
Auvergne-Rhône-Alpes;2020-10-21;whole;10026;46519;8032377.0
Auvergne-Rhône-Alpes;2020-10-22;0-19;1232;7251;1940253.0
Auvergne-Rhône-Alpes;2020-10-22;20-59;7157;32860;3980515.0
Auvergne-Rhône-Alpes;2020-10-22;60+;2488;10355;2111609.0
Auvergne-Rhône-Alpes;2020-10-22;whole;10881;50482;8032377.0
Auvergne-Rhône-Alpes;2020-10-23;0-19;1447;7810;1940253.0
Auvergne-Rhône-Alpes;2020-10-23;20-59;7547;34618;3980515.0
Auvergne-Rhône-Alpes;2020-10-23;60+;2717;11247;2111609.0
Auvergne-Rhône-Alpes;2020-10-23;whole;11713;53684;8032377.0
Auvergne-Rhône-Alpes;2020-10-24;0-19;587;3195;1940253.0
Auvergne-Rhône-Alpes;2020-10-24;20-59;3222;13546;3980515.0
Auvergne-Rhône-Alpes;2020-10-24;60+;1186;4597;2111609.0
Auvergne-Rhône-Alpes;2020-10-24;whole;4996;21343;8032377.0
Auvergne-Rhône-Alpes;2020-10-25;0-19;108;538;1940253.0
Auvergne-Rhône-Alpes;2020-10-25;20-59;702;2743;3980515.0
Auvergne-Rhône-Alpes;2020-10-25;60+;460;1732;2111609.0
Auvergne-Rhône-Alpes;2020-10-25;whole;1270;5014;8032377.0
Auvergne-Rhône-Alpes;2020-10-26;0-19;1658;8133;1940253.0
Auvergne-Rhône-Alpes;2020-10-26;20-59;9211;38582;3980515.0
Auvergne-Rhône-Alpes;2020-10-26;60+;3627;14058;2111609.0
Auvergne-Rhône-Alpes;2020-10-26;whole;14500;60785;8032377.0
Auvergne-Rhône-Alpes;2020-10-27;0-19;1491;7074;1940253.0
Auvergne-Rhône-Alpes;2020-10-27;20-59;8643;35606;3980515.0
Auvergne-Rhône-Alpes;2020-10-27;60+;3260;12767;2111609.0
Auvergne-Rhône-Alpes;2020-10-27;whole;13395;55452;8032377.0
Auvergne-Rhône-Alpes;2020-10-28;0-19;1384;6794;1940253.0
Auvergne-Rhône-Alpes;2020-10-28;20-59;7812;33377;3980515.0
Auvergne-Rhône-Alpes;2020-10-28;60+;3224;12332;2111609.0
Auvergne-Rhône-Alpes;2020-10-28;whole;12421;52510;8032377.0
Auvergne-Rhône-Alpes;2020-10-29;0-19;1525;7163;1940253.0
Auvergne-Rhône-Alpes;2020-10-29;20-59;7740;34813;3980515.0
Auvergne-Rhône-Alpes;2020-10-29;60+;3219;13580;2111609.0
Auvergne-Rhône-Alpes;2020-10-29;whole;12484;55567;8032377.0
Auvergne-Rhône-Alpes;2020-10-30;0-19;1774;8235;1940253.0
Auvergne-Rhône-Alpes;2020-10-30;20-59;7951;36030;3980515.0
Auvergne-Rhône-Alpes;2020-10-30;60+;3166;13564;2111609.0
Auvergne-Rhône-Alpes;2020-10-30;whole;12893;57837;8032377.0
Auvergne-Rhône-Alpes;2020-10-31;0-19;825;3679;1940253.0
Auvergne-Rhône-Alpes;2020-10-31;20-59;3337;14285;3980515.0
Auvergne-Rhône-Alpes;2020-10-31;60+;1331;5011;2111609.0
Auvergne-Rhône-Alpes;2020-10-31;whole;5493;22979;8032377.0
Auvergne-Rhône-Alpes;2020-11-01;0-19;125;689;1940253.0
Auvergne-Rhône-Alpes;2020-11-01;20-59;674;2690;3980515.0
Auvergne-Rhône-Alpes;2020-11-01;60+;434;1490;2111609.0
Auvergne-Rhône-Alpes;2020-11-01;whole;1234;4871;8032377.0
Auvergne-Rhône-Alpes;2020-11-02;0-19;2127;9506;1940253.0
Auvergne-Rhône-Alpes;2020-11-02;20-59;9699;39040;3980515.0
Auvergne-Rhône-Alpes;2020-11-02;60+;3802;15922;2111609.0
Auvergne-Rhône-Alpes;2020-11-02;whole;15629;64473;8032377.0
Auvergne-Rhône-Alpes;2020-11-03;0-19;2030;8581;1940253.0
Auvergne-Rhône-Alpes;2020-11-03;20-59;8417;34518;3980515.0
Auvergne-Rhône-Alpes;2020-11-03;60+;3736;14732;2111609.0
Auvergne-Rhône-Alpes;2020-11-03;whole;14189;57839;8032377.0
Auvergne-Rhône-Alpes;2020-11-04;0-19;1878;9128;1940253.0
Auvergne-Rhône-Alpes;2020-11-04;20-59;6886;31359;3980515.0
Auvergne-Rhône-Alpes;2020-11-04;60+;3250;12978;2111609.0
Auvergne-Rhône-Alpes;2020-11-04;whole;12015;53470;8032377.0
Auvergne-Rhône-Alpes;2020-11-05;0-19;1684;9176;1940253.0
Auvergne-Rhône-Alpes;2020-11-05;20-59;6324;32661;3980515.0
Auvergne-Rhône-Alpes;2020-11-05;60+;2929;13845;2111609.0
Auvergne-Rhône-Alpes;2020-11-05;whole;10938;55688;8032377.0
Auvergne-Rhône-Alpes;2020-11-06;0-19;1826;9642;1940253.0
Auvergne-Rhône-Alpes;2020-11-06;20-59;5865;32943;3980515.0
Auvergne-Rhône-Alpes;2020-11-06;60+;2882;13281;2111609.0
Auvergne-Rhône-Alpes;2020-11-06;whole;10577;55873;8032377.0
Auvergne-Rhône-Alpes;2020-11-07;0-19;695;3688;1940253.0
Auvergne-Rhône-Alpes;2020-11-07;20-59;2098;11451;3980515.0
Auvergne-Rhône-Alpes;2020-11-07;60+;983;4366;2111609.0
Auvergne-Rhône-Alpes;2020-11-07;whole;3776;19507;8032377.0
Auvergne-Rhône-Alpes;2020-11-08;0-19;96;550;1940253.0
Auvergne-Rhône-Alpes;2020-11-08;20-59;377;1951;3980515.0
Auvergne-Rhône-Alpes;2020-11-08;60+;387;1539;2111609.0
Auvergne-Rhône-Alpes;2020-11-08;whole;860;4040;8032377.0
Auvergne-Rhône-Alpes;2020-11-09;0-19;1690;10608;1940253.0
Auvergne-Rhône-Alpes;2020-11-09;20-59;6150;32655;3980515.0
Auvergne-Rhône-Alpes;2020-11-09;60+;3066;14949;2111609.0
Auvergne-Rhône-Alpes;2020-11-09;whole;10906;58221;8032377.0
Auvergne-Rhône-Alpes;2020-11-10;0-19;1334;9140;1940253.0
Auvergne-Rhône-Alpes;2020-11-10;20-59;4388;26384;3980515.0
Auvergne-Rhône-Alpes;2020-11-10;60+;2530;12359;2111609.0
Auvergne-Rhône-Alpes;2020-11-10;whole;8255;47894;8032377.0
Auvergne-Rhône-Alpes;2020-11-11;0-19;136;1027;1940253.0
Auvergne-Rhône-Alpes;2020-11-11;20-59;507;3076;3980515.0
Auvergne-Rhône-Alpes;2020-11-11;60+;441;1894;2111609.0
Auvergne-Rhône-Alpes;2020-11-11;whole;1084;5997;8032377.0
Auvergne-Rhône-Alpes;2020-11-12;0-19;1358;9485;1940253.0
Auvergne-Rhône-Alpes;2020-11-12;20-59;4239;25602;3980515.0
Auvergne-Rhône-Alpes;2020-11-12;60+;2275;12122;2111609.0
Auvergne-Rhône-Alpes;2020-11-12;whole;7873;47219;8032377.0
Auvergne-Rhône-Alpes;2020-11-13;0-19;1158;8988;1940253.0
Auvergne-Rhône-Alpes;2020-11-13;20-59;3321;23523;3980515.0
Auvergne-Rhône-Alpes;2020-11-13;60+;1870;10973;2111609.0
Auvergne-Rhône-Alpes;2020-11-13;whole;6350;43489;8032377.0
Auvergne-Rhône-Alpes;2020-11-14;0-19;407;2920;1940253.0
