reg;jour;three_class;P;T;pop;incidence;positivite;incidence hebdo
Nouvelle-Aquitaine;2020-07-14;0-19;1;96;1293321.0;0.07732032496186175;1.0416666666666665;1.546406499237235
Nouvelle-Aquitaine;2020-07-14;20-59;2;215;2836500.0;0.07050943063634761;0.9302325581395349;2.1152829190904283
Nouvelle-Aquitaine;2020-07-14;60+;1;232;1870161.0;0.053471332147339186;0.43103448275862066;0.8020699822100879
Nouvelle-Aquitaine;2020-07-14;whole;4;543;5999982.0;0.06666686666726668;0.7366482504604052;1.6500049500148501
Nouvelle-Aquitaine;2020-07-15;0-19;3;888;1293321.0;0.23196097488558526;0.33783783783783783;1.237125199389788
Nouvelle-Aquitaine;2020-07-15;20-59;20;2692;2836500.0;0.7050943063634761;0.7429420505200593;2.044773488454081
Nouvelle-Aquitaine;2020-07-15;60+;6;1296;1870161.0;0.3208279928840351;0.4629629629629629;0.8020699822100877
Nouvelle-Aquitaine;2020-07-15;whole;29;4880;5999982.0;0.4833347833376833;0.5942622950819672;1.5500046500139502
Nouvelle-Aquitaine;2020-07-16;0-19;6;949;1293321.0;0.4639219497711705;0.6322444678609063;1.623726824199097
Nouvelle-Aquitaine;2020-07-16;20-59;17;2996;2836500.0;0.5993301604089547;0.5674232309746329;2.362065926317645
Nouvelle-Aquitaine;2020-07-16;60+;7;1261;1870161.0;0.3742993250313743;0.5551149881046789;1.0694266429467838
Nouvelle-Aquitaine;2020-07-16;whole;30;5211;5999982.0;0.5000015000045;0.5757052389176741;1.8666722666834668
Nouvelle-Aquitaine;2020-07-17;0-19;7;1062;1293321.0;0.5412422747330322;0.6591337099811676;1.5464064992372353
Nouvelle-Aquitaine;2020-07-17;20-59;23;3517;2836500.0;0.8108584523179975;0.6539664486778505;2.7851225101357304
Nouvelle-Aquitaine;2020-07-17;60+;15;1522;1870161.0;0.8020699822100877;0.985545335085414;1.6576112965675147
Nouvelle-Aquitaine;2020-07-17;whole;45;6106;5999982.0;0.75000225000675;0.7369800196528005;2.1666731666861665
Nouvelle-Aquitaine;2020-07-18;0-19;3;500;1293321.0;0.23196097488558526;0.6;1.7783674741228206
Nouvelle-Aquitaine;2020-07-18;20-59;12;1356;2836500.0;0.42305658381808564;0.8849557522123894;3.067160232681121
Nouvelle-Aquitaine;2020-07-18;60+;2;781;1870161.0;0.10694266429467837;0.2560819462227913;1.7645539608621932
Nouvelle-Aquitaine;2020-07-18;whole;17;2637;5999982.0;0.28333418333588334;0.6446719757299962;2.3833404833547833
Nouvelle-Aquitaine;2020-07-19;0-19;0;121;1293321.0;0.0;0.0;1.7783674741228206
Nouvelle-Aquitaine;2020-07-19;20-59;5;224;2836500.0;0.17627357659086904;2.232142857142857;3.24343380927199
Nouvelle-Aquitaine;2020-07-19;60+;1;248;1870161.0;0.053471332147339186;0.4032258064516129;1.7645539608621932
Nouvelle-Aquitaine;2020-07-19;whole;6;593;5999982.0;0.1000003000009;1.0118043844856661;2.466674066688867
Nouvelle-Aquitaine;2020-07-20;0-19;1;986;1293321.0;0.07732032496186175;0.10141987829614604;1.6237268241990968
Nouvelle-Aquitaine;2020-07-20;20-59;10;2981;2836500.0;0.35254715318173807;0.33545790003354575;3.1376696633174683
Nouvelle-Aquitaine;2020-07-20;60+;8;1546;1870161.0;0.4277706571787135;0.517464424320828;2.1388532858935676
Nouvelle-Aquitaine;2020-07-20;whole;19;5518;5999982.0;0.31666761666951665;0.3443276549474447;2.5000075000225004
Nouvelle-Aquitaine;2020-07-21;0-19;4;985;1293321.0;0.309281299847447;0.40609137055837563;1.855687799084682
Nouvelle-Aquitaine;2020-07-21;20-59;17;3122;2836500.0;0.5993301604089547;0.5445227418321589;3.6664903930900756
Nouvelle-Aquitaine;2020-07-21;60+;5;1585;1870161.0;0.26735666073669595;0.31545741324921134;2.3527386144829245
Nouvelle-Aquitaine;2020-07-21;whole;26;5696;5999982.0;0.4333346333372334;0.45646067415730335;2.8666752666924666
Nouvelle-Aquitaine;2020-07-22;0-19;8;915;1293321.0;0.618562599694894;0.8743169398907104;2.2422894238939906
Nouvelle-Aquitaine;2020-07-22;20-59;30;3045;2836500.0;1.0576414595452142;0.9852216748768473;4.0190375462718135
Nouvelle-Aquitaine;2020-07-22;60+;5;1390;1870161.0;0.26735666073669595;0.3597122302158274;2.299267282335585
Nouvelle-Aquitaine;2020-07-22;whole;43;5354;5999982.0;0.7166688166731167;0.8031378408666418;3.1000093000279
Nouvelle-Aquitaine;2020-07-23;0-19;5;872;1293321.0;0.38660162480930876;0.573394495412844;2.164969098932129
Nouvelle-Aquitaine;2020-07-23;20-59;24;3394;2836500.0;0.8461131676361713;0.7071302298173248;4.26582055349903
Nouvelle-Aquitaine;2020-07-23;60+;3;1772;1870161.0;0.16041399644201754;0.16930022573363432;2.085381953746228
Nouvelle-Aquitaine;2020-07-23;whole;32;6038;5999982.0;0.5333349333381334;0.5299768135144087;3.1333427333615336
Nouvelle-Aquitaine;2020-07-24;0-19;11;1020;1293321.0;0.8505235745804792;1.0784313725490196;2.474250398779576
Nouvelle-Aquitaine;2020-07-24;20-59;32;3280;2836500.0;1.1281508901815618;0.975609756097561;4.583112991362595
Nouvelle-Aquitaine;2020-07-24;60+;6;1532;1870161.0;0.3208279928840351;0.39164490861618795;1.6041399644201753
Nouvelle-Aquitaine;2020-07-24;whole;49;5832;5999982.0;0.8166691166740166;0.8401920438957476;3.2000096000288
Nouvelle-Aquitaine;2020-07-25;0-19;2;579;1293321.0;0.1546406499237235;0.3454231433506045;2.396930073817714
Nouvelle-Aquitaine;2020-07-25;20-59;10;1479;2836500.0;0.35254715318173807;0.676132521974307;4.512603560726247
Nouvelle-Aquitaine;2020-07-25;60+;1;769;1870161.0;0.053471332147339186;0.13003901170351106;1.5506686322728365
Nouvelle-Aquitaine;2020-07-25;whole;13;2834;5999982.0;0.2166673166686167;0.45871559633027525;3.1333427333615336
Nouvelle-Aquitaine;2020-07-26;0-19;0;187;1293321.0;0.0;0.0;2.396930073817714
Nouvelle-Aquitaine;2020-07-26;20-59;5;393;2836500.0;0.17627357659086904;1.2722646310432568;4.512603560726248
Nouvelle-Aquitaine;2020-07-26;60+;1;265;1870161.0;0.053471332147339186;0.37735849056603776;1.5506686322728362
Nouvelle-Aquitaine;2020-07-26;whole;6;845;5999982.0;0.1000003000009;0.7100591715976331;3.133342733361534
Nouvelle-Aquitaine;2020-07-27;0-19;6;1094;1293321.0;0.4639219497711705;0.5484460694698354;2.783531698627023
Nouvelle-Aquitaine;2020-07-27;20-59;21;3707;2836500.0;0.74034902168165;0.5664958187213379;4.90040542922616
Nouvelle-Aquitaine;2020-07-27;60+;5;1958;1870161.0;0.26735666073669595;0.2553626149131767;1.3902546358308188
Nouvelle-Aquitaine;2020-07-27;whole;32;6761;5999982.0;0.5333349333381334;0.473302765863038;3.3500100500301504
Nouvelle-Aquitaine;2020-07-28;0-19;4;960;1293321.0;0.309281299847447;0.4166666666666667;2.783531698627023
Nouvelle-Aquitaine;2020-07-28;20-59;12;3915;2836500.0;0.42305658381808564;0.30651340996168586;4.724131852635289
Nouvelle-Aquitaine;2020-07-28;60+;7;2033;1870161.0;0.3742993250313743;0.3443187407771766;1.4971973001254972
Nouvelle-Aquitaine;2020-07-28;whole;23;6912;5999982.0;0.3833344833367833;0.33275462962962965;3.3000099000297007
Nouvelle-Aquitaine;2020-07-29;0-19;2;1102;1293321.0;0.1546406499237235;0.18148820326678766;2.3196097488558527
Nouvelle-Aquitaine;2020-07-29;20-59;18;4057;2836500.0;0.6345848757271285;0.44367759428148884;4.301075268817204
Nouvelle-Aquitaine;2020-07-29;60+;5;1996;1870161.0;0.26735666073669595;0.250501002004008;1.4971973001254972
Nouvelle-Aquitaine;2020-07-29;whole;25;7161;5999982.0;0.4166679166704167;0.34911325233905877;3.0000090000270005
Nouvelle-Aquitaine;2020-07-30;0-19;0;924;1293321.0;0.0;0.0;1.9330081240465438
Nouvelle-Aquitaine;2020-07-30;20-59;23;3967;2836500.0;0.8108584523179975;0.5797832114948324;4.26582055349903
Nouvelle-Aquitaine;2020-07-30;60+;4;1799;1870161.0;0.21388532858935674;0.22234574763757642;1.5506686322728365
Nouvelle-Aquitaine;2020-07-30;whole;27;6692;5999982.0;0.45000135000405006;0.4034668260609683;2.9166754166929167
Nouvelle-Aquitaine;2020-07-31;0-19;2;1180;1293321.0;0.1546406499237235;0.1694915254237288;1.237125199389788
Nouvelle-Aquitaine;2020-07-31;20-59;21;4059;2836500.0;0.74034902168165;0.5173688100517368;3.8780186849991183
Nouvelle-Aquitaine;2020-07-31;60+;5;1937;1870161.0;0.26735666073669595;0.2581311306143521;1.4971973001254972
Nouvelle-Aquitaine;2020-07-31;whole;28;7178;5999982.0;0.46666806667086663;0.3900808024519365;2.566674366689767
Nouvelle-Aquitaine;2020-08-01;0-19;5;587;1293321.0;0.38660162480930876;0.8517887563884157;1.4690861742753734
Nouvelle-Aquitaine;2020-08-01;20-59;13;1953;2836500.0;0.4583112991362595;0.6656426011264721;3.98378283095364
Nouvelle-Aquitaine;2020-08-01;60+;5;972;1870161.0;0.26735666073669595;0.51440329218107;1.711082628714854
Nouvelle-Aquitaine;2020-08-01;whole;23;3515;5999982.0;0.3833344833367833;0.6543385490753912;2.733341533357933
Nouvelle-Aquitaine;2020-08-02;0-19;0;176;1293321.0;0.0;0.0;1.4690861742753734
Nouvelle-Aquitaine;2020-08-02;20-59;3;540;2836500.0;0.10576414595452141;0.5555555555555556;3.9132734003172924
Nouvelle-Aquitaine;2020-08-02;60+;2;300;1870161.0;0.10694266429467837;0.6666666666666667;1.7645539608621934
Nouvelle-Aquitaine;2020-08-02;whole;5;1016;5999982.0;0.08333358333408333;0.4921259842519685;2.7166748166911163
Nouvelle-Aquitaine;2020-08-03;0-19;3;1197;1293321.0;0.23196097488558526;0.2506265664160401;1.237125199389788
Nouvelle-Aquitaine;2020-08-03;20-59;29;4111;2836500.0;1.0223867442270402;0.7054244709316468;4.195311122862683
Nouvelle-Aquitaine;2020-08-03;60+;10;2191;1870161.0;0.5347133214733919;0.4564125969876769;2.031910621598889
Nouvelle-Aquitaine;2020-08-03;whole;42;7505;5999982.0;0.7000021000063;0.5596269153897402;2.8833419833592835
Nouvelle-Aquitaine;2020-08-04;0-19;5;1011;1293321.0;0.38660162480930876;0.4945598417408506;1.3144455243516497
Nouvelle-Aquitaine;2020-08-04;20-59;27;3973;2836500.0;0.9518773135906928;0.6795872136924239;4.724131852635289
Nouvelle-Aquitaine;2020-08-04;60+;9;2022;1870161.0;0.48124198932605267;0.44510385756676557;2.1388532858935676
Nouvelle-Aquitaine;2020-08-04;whole;41;7009;5999982.0;0.6833353833394834;0.5849621914681125;3.1833428833619832
Nouvelle-Aquitaine;2020-08-05;0-19;4;1026;1293321.0;0.309281299847447;0.3898635477582846;1.4690861742753734
Nouvelle-Aquitaine;2020-08-05;20-59;29;4460;2836500.0;1.0223867442270402;0.6502242152466368;5.111933721135201
Nouvelle-Aquitaine;2020-08-05;60+;7;2024;1870161.0;0.3742993250313743;0.3458498023715415;2.2457959501882456
Nouvelle-Aquitaine;2020-08-05;whole;40;7514;5999982.0;0.6666686666726667;0.5323396326856534;3.4333436333642338
Nouvelle-Aquitaine;2020-08-06;0-19;14;1112;1293321.0;1.0824845494660644;1.2589928057553956;2.551570723741438
Nouvelle-Aquitaine;2020-08-06;20-59;44;4640;2836500.0;1.5512074739996475;0.9482758620689655;5.852282742816851
Nouvelle-Aquitaine;2020-08-06;60+;10;2052;1870161.0;0.5347133214733919;0.4873294346978557;2.566623943072281
Nouvelle-Aquitaine;2020-08-06;whole;68;7813;5999982.0;1.1333367333435334;0.8703442979649303;4.116679016703717
Nouvelle-Aquitaine;2020-08-07;0-19;6;1063;1293321.0;0.4639219497711705;0.5644402634054563;2.8608520235888846
Nouvelle-Aquitaine;2020-08-07;20-59;50;4356;2836500.0;1.7627357659086902;1.147842056932966;6.874669487043891
Nouvelle-Aquitaine;2020-08-07;60+;8;2002;1870161.0;0.4277706571787135;0.3996003996003996;2.7270379395142985
Nouvelle-Aquitaine;2020-08-07;whole;64;7427;5999982.0;1.0666698666762668;0.8617207486199003;4.7166808167091165
Nouvelle-Aquitaine;2020-08-08;0-19;2;557;1293321.0;0.1546406499237235;0.3590664272890485;2.6288910487032995
Nouvelle-Aquitaine;2020-08-08;20-59;19;2063;2836500.0;0.6698395910453023;0.9209888511875909;7.0861977789529345
Nouvelle-Aquitaine;2020-08-08;60+;2;809;1870161.0;0.10694266429467837;0.2472187886279357;2.566623943072281
Nouvelle-Aquitaine;2020-08-08;whole;23;3429;5999982.0;0.3833344833367833;0.6707494896471274;4.716680816709117
Nouvelle-Aquitaine;2020-08-09;0-19;2;133;1293321.0;0.1546406499237235;1.5037593984962405;2.783531698627023
Nouvelle-Aquitaine;2020-08-09;20-59;9;498;2836500.0;0.31729243786356426;1.8072289156626504;7.2977260708619776
Nouvelle-Aquitaine;2020-08-09;60+;1;298;1870161.0;0.053471332147339186;0.33557046979865773;2.5131526109249416
Nouvelle-Aquitaine;2020-08-09;whole;12;929;5999982.0;0.2000006000018;1.2917115177610334;4.833347833376834
Nouvelle-Aquitaine;2020-08-10;0-19;14;1266;1293321.0;1.0824845494660644;1.1058451816745656;3.634055273207502
Nouvelle-Aquitaine;2020-08-10;20-59;71;4564;2836500.0;2.50308478759034;1.5556529360210343;8.778424114225277
Nouvelle-Aquitaine;2020-08-10;60+;10;1978;1870161.0;0.5347133214733919;0.5055611729019212;2.5131526109249416
Nouvelle-Aquitaine;2020-08-10;whole;95;7811;5999982.0;1.5833380833475834;1.2162335168352323;5.716683816718118
Nouvelle-Aquitaine;2020-08-11;0-19;17;1103;1293321.0;1.3144455243516497;1.5412511332728922;4.561899172749843
Nouvelle-Aquitaine;2020-08-11;20-59;62;4287;2836500.0;2.185792349726776;1.4462327968276183;10.01233915036136
Nouvelle-Aquitaine;2020-08-11;60+;14;1963;1870161.0;0.7485986500627486;0.7131940906775344;2.7805092716616384
Nouvelle-Aquitaine;2020-08-11;whole;93;7355;5999982.0;1.5500046500139502;1.2644459551325629;6.583353083392584
Nouvelle-Aquitaine;2020-08-12;0-19;17;1189;1293321.0;1.3144455243516497;1.4297729184188395;5.567063397254046
Nouvelle-Aquitaine;2020-08-12;20-59;90;4751;2836500.0;3.1729243786356425;1.8943380340980847;12.162876784769962
Nouvelle-Aquitaine;2020-08-12;60+;11;1779;1870161.0;0.5881846536207311;0.6183249016301293;2.9943946002509945
Nouvelle-Aquitaine;2020-08-12;whole;118;7724;5999982.0;1.9666725666843667;1.5277058518902125;7.883356983404284
Nouvelle-Aquitaine;2020-08-13;0-19;32;1391;1293321.0;2.474250398779576;2.3005032350826746;6.958829246567557
Nouvelle-Aquitaine;2020-08-13;20-59;103;5445;2836500.0;3.6312356777719024;1.891643709825528;14.242904988542218
Nouvelle-Aquitaine;2020-08-13;60+;7;2064;1870161.0;0.3742993250313743;0.3391472868217054;2.833980603808977
Nouvelle-Aquitaine;2020-08-13;whole;142;8903;5999982.0;2.366673766687967;1.5949679883185444;9.116694016748717
Nouvelle-Aquitaine;2020-08-14;0-19;28;1468;1293321.0;2.164969098932129;1.9073569482288828;8.659876395728515
Nouvelle-Aquitaine;2020-08-14;20-59;84;5514;2836500.0;2.9613960867266;1.5233949945593037;15.441565309360128
Nouvelle-Aquitaine;2020-08-14;60+;20;2188;1870161.0;1.0694266429467838;0.9140767824497258;3.475636589577048
Nouvelle-Aquitaine;2020-08-14;whole;132;9177;5999982.0;2.2000066000197998;1.4383785550833605;10.250030750092249
Nouvelle-Aquitaine;2020-08-15;0-19;11;340;1293321.0;0.8505235745804792;3.2352941176470593;9.355759320385273
Nouvelle-Aquitaine;2020-08-15;20-59;33;1062;2836500.0;1.1634056054997355;3.1073446327683616;15.93513132381456
Nouvelle-Aquitaine;2020-08-15;60+;1;436;1870161.0;0.053471332147339186;0.22935779816513763;3.422165257429708
Nouvelle-Aquitaine;2020-08-15;whole;45;1838;5999982.0;0.75000225000675;2.4483133841131663;10.616698516762217
Nouvelle-Aquitaine;2020-08-16;0-19;8;226;1293321.0;0.618562599694894;3.5398230088495577;9.819681270156442
Nouvelle-Aquitaine;2020-08-16;20-59;31;794;2836500.0;1.092896174863388;3.9042821158690177;16.710735060814383
Nouvelle-Aquitaine;2020-08-16;60+;3;302;1870161.0;0.16041399644201754;0.9933774834437087;3.5291079217243864
Nouvelle-Aquitaine;2020-08-16;whole;42;1322;5999982.0;0.7000021000063;3.177004538577912;11.116700016766716
Nouvelle-Aquitaine;2020-08-17;0-19;45;1813;1293321.0;3.479414623283779;2.4820739106453393;12.216611343974156
Nouvelle-Aquitaine;2020-08-17;20-59;164;6943;2836500.0;5.781773312180504;2.3620913149935188;19.98942358540455
Nouvelle-Aquitaine;2020-08-17;60+;28;2920;1870161.0;1.4971973001254972;0.9589041095890412;4.491591900376491
Nouvelle-Aquitaine;2020-08-17;whole;237;11680;5999982.0;3.9500118500355503;2.029109589041096;13.483373783454685
Nouvelle-Aquitaine;2020-08-18;0-19;54;1782;1293321.0;4.175297547940534;3.0303030303030303;15.077463367563041
Nouvelle-Aquitaine;2020-08-18;20-59;242;7036;2836500.0;8.53164110699806;3.4394542353610005;26.33527234267583
Nouvelle-Aquitaine;2020-08-18;60+;44;2715;1870161.0;2.3527386144829245;1.6206261510128914;6.095731864796667
Nouvelle-Aquitaine;2020-08-18;whole;340;11538;5999982.0;5.666683666717667;2.9467845380481883;17.6000528001584
Nouvelle-Aquitaine;2020-08-19;0-19;51;1725;1293321.0;3.943336573054949;2.9565217391304346;17.70635441626634
Nouvelle-Aquitaine;2020-08-19;20-59;240;7172;2836500.0;8.461131676361713;3.3463469046291134;31.623479640401907
Nouvelle-Aquitaine;2020-08-19;60+;20;2552;1870161.0;1.0694266429467838;0.7836990595611284;6.576973854122721
Nouvelle-Aquitaine;2020-08-19;whole;312;11457;5999982.0;5.2000156000468;2.7232259753862267;20.833395833520832
Nouvelle-Aquitaine;2020-08-20;0-19;61;1818;1293321.0;4.716539822673567;3.3553355335533555;19.948643840160333
Nouvelle-Aquitaine;2020-08-20;20-59;232;7572;2836500.0;8.179093953816322;3.06391970417327;36.171337916446326
Nouvelle-Aquitaine;2020-08-20;60+;31;2796;1870161.0;1.6576112965675147;1.1087267525035767;7.860285825658861
Nouvelle-Aquitaine;2020-08-20;whole;325;12192;5999982.0;5.416682916715417;2.665682414698163;23.88340498354828
Nouvelle-Aquitaine;2020-08-21;0-19;51;1784;1293321.0;3.943336573054949;2.8587443946188342;21.727011314283153
Nouvelle-Aquitaine;2020-08-21;20-59;239;8169;2836500.0;8.425876961043539;2.92569469947362;41.63581879076327
Nouvelle-Aquitaine;2020-08-21;60+;36;3092;1870161.0;1.9249679573042107;1.1642949547218628;8.715827140016287
Nouvelle-Aquitaine;2020-08-21;whole;326;13053;5999982.0;5.4333496333822335;2.4975101509231594;27.11674801691072
Nouvelle-Aquitaine;2020-08-22;0-19;43;948;1293321.0;3.3247739733600556;4.5358649789029535;24.20126171306273
Nouvelle-Aquitaine;2020-08-22;20-59;170;3928;2836500.0;5.993301604089547;4.327902240325866;46.465714789353065
Nouvelle-Aquitaine;2020-08-22;60+;14;1267;1870161.0;0.7485986500627486;1.1049723756906076;9.410954457931696
Nouvelle-Aquitaine;2020-08-22;whole;227;6144;5999982.0;3.7833446833673836;3.6946614583333335;30.15009045027135
Nouvelle-Aquitaine;2020-08-23;0-19;27;382;1293321.0;2.087648773970267;7.068062827225131;25.670347887338103
Nouvelle-Aquitaine;2020-08-23;20-59;111;1541;2836500.0;3.9132734003172924;7.203114860480207;49.286092014806975
Nouvelle-Aquitaine;2020-08-23;60+;5;383;1870161.0;0.26735666073669595;1.3054830287206265;9.517897122226376
Nouvelle-Aquitaine;2020-08-23;whole;143;2306;5999982.0;2.3833404833547833;6.201214223764094;31.83342883361983
Nouvelle-Aquitaine;2020-08-24;0-19;80;2187;1293321.0;6.18562599694894;3.6579789666209424;28.376559261003262
Nouvelle-Aquitaine;2020-08-24;20-59;332;9876;2836500.0;11.704565485633703;3.3616848926690963;55.20888418826017
Nouvelle-Aquitaine;2020-08-24;60+;43;3331;1870161.0;2.299267282335585;1.29090363254278;10.319967104436463
Nouvelle-Aquitaine;2020-08-24;whole;455;15400;5999982.0;7.583356083401583;2.9545454545454546;35.466773066985866
Nouvelle-Aquitaine;2020-08-25;0-19;86;2136;1293321.0;6.649547946720111;4.02621722846442;30.850809659782836
Nouvelle-Aquitaine;2020-08-25;20-59;366;9896;2836500.0;12.903225806451614;3.698464025869038;59.580468887713735
Nouvelle-Aquitaine;2020-08-25;60+;48;3322;1870161.0;2.5666239430722806;1.4449127031908489;10.533852433025821
Nouvelle-Aquitaine;2020-08-25;whole;502;15362;5999982.0;8.366691766741967;3.267803671396954;38.166781167010164
Nouvelle-Aquitaine;2020-08-26;0-19;106;2214;1293321.0;8.195954445957346;4.787714543812105;35.10342753268524
Nouvelle-Aquitaine;2020-08-26;20-59;379;10235;2836500.0;13.361537105587871;3.7029799706888125;64.48087431693989
Nouvelle-Aquitaine;2020-08-26;60+;37;3388;1870161.0;1.97843928945155;1.0920897284533648;11.442865079530588
Nouvelle-Aquitaine;2020-08-26;whole;523;15846;5999982.0;8.716692816745116;3.30051748075224;41.68345838370848
Nouvelle-Aquitaine;2020-08-27;0-19;105;2391;1293321.0;8.118634120995484;4.391468005018821;38.50552183100716
Nouvelle-Aquitaine;2020-08-27;20-59;498;11646;2836500.0;17.556848228450555;4.276146316331788;73.85862859157413
Nouvelle-Aquitaine;2020-08-27;60+;35;3767;1870161.0;1.8714966251568714;0.9291213166976373;11.656750408119942
Nouvelle-Aquitaine;2020-08-27;whole;638;17813;5999982.0;10.633365233429034;3.5816538483130294;46.9001407004221
Nouvelle-Aquitaine;2020-08-28;0-19;100;2421;1293321.0;7.732032496186175;4.13052457662123;42.29421775413839
Nouvelle-Aquitaine;2020-08-28;20-59;435;11249;2836500.0;15.335801163405606;3.867010400924527;80.7685527939362
