reg;jour;cl_age90;P;T;pop
;;;sum;sum;sum
Bourgogne-Franche-Comté;2021-01-26;29;135;1870;276000.0
Bourgogne-Franche-Comté;2021-01-26;39;118;1988;315411.0
Bourgogne-Franche-Comté;2021-01-26;49;131;1801;341897.0
Bourgogne-Franche-Comté;2021-01-26;59;145;1822;373767.0
Bourgogne-Franche-Comté;2021-01-26;69;118;1609;370797.0
Bourgogne-Franche-Comté;2021-01-26;79;105;1219;274422.0
Bourgogne-Franche-Comté;2021-01-26;89;94;961;158471.0
Bourgogne-Franche-Comté;2021-01-26;90;71;614;45257.0
Bourgogne-Franche-Comté;2021-01-27;0;907;12846;2783039.0
Bourgogne-Franche-Comté;2021-01-27;9;42;492;293052.0
Bourgogne-Franche-Comté;2021-01-27;19;134;1853;333965.0
Bourgogne-Franche-Comté;2021-01-27;29;115;1640;276000.0
Bourgogne-Franche-Comté;2021-01-27;39;115;1690;315411.0
Bourgogne-Franche-Comté;2021-01-27;49;108;1696;341897.0
Bourgogne-Franche-Comté;2021-01-27;59;128;1652;373767.0
Bourgogne-Franche-Comté;2021-01-27;69;92;1349;370797.0
Bourgogne-Franche-Comté;2021-01-27;79;73;982;274422.0
Bourgogne-Franche-Comté;2021-01-27;89;65;918;158471.0
Bourgogne-Franche-Comté;2021-01-27;90;35;573;45257.0
Bourgogne-Franche-Comté;2021-01-28;0;984;14324;2783039.0
Bourgogne-Franche-Comté;2021-01-28;9;40;475;293052.0
Bourgogne-Franche-Comté;2021-01-28;19;121;2384;333965.0
Bourgogne-Franche-Comté;2021-01-28;29;119;1975;276000.0
Bourgogne-Franche-Comté;2021-01-28;39;121;1997;315411.0
Bourgogne-Franche-Comté;2021-01-28;49;112;1820;341897.0
Bourgogne-Franche-Comté;2021-01-28;59;154;1817;373767.0
Bourgogne-Franche-Comté;2021-01-28;69;103;1457;370797.0
Bourgogne-Franche-Comté;2021-01-28;79;86;999;274422.0
Bourgogne-Franche-Comté;2021-01-28;89;77;827;158471.0
Bourgogne-Franche-Comté;2021-01-28;90;51;571;45257.0
Bourgogne-Franche-Comté;2021-01-29;0;1070;16033;2783039.0
Bourgogne-Franche-Comté;2021-01-29;9;49;595;293052.0
Bourgogne-Franche-Comté;2021-01-29;19;181;2322;333965.0
Bourgogne-Franche-Comté;2021-01-29;29;132;2238;276000.0
Bourgogne-Franche-Comté;2021-01-29;39;138;2300;315411.0
Bourgogne-Franche-Comté;2021-01-29;49;160;2210;341897.0
Bourgogne-Franche-Comté;2021-01-29;59;139;2112;373767.0
Bourgogne-Franche-Comté;2021-01-29;69;112;1754;370797.0
Bourgogne-Franche-Comté;2021-01-29;79;84;1266;274422.0
Bourgogne-Franche-Comté;2021-01-29;89;55;839;158471.0
Bourgogne-Franche-Comté;2021-01-29;90;20;396;45257.0
Bourgogne-Franche-Comté;2021-01-30;0;642;8620;2783039.0
Bourgogne-Franche-Comté;2021-01-30;9;29;342;293052.0
Bourgogne-Franche-Comté;2021-01-30;19;69;1087;333965.0
Bourgogne-Franche-Comté;2021-01-30;29;69;1208;276000.0
Bourgogne-Franche-Comté;2021-01-30;39;98;1228;315411.0
Bourgogne-Franche-Comté;2021-01-30;49;92;1163;341897.0
Bourgogne-Franche-Comté;2021-01-30;59;100;1148;373767.0
Bourgogne-Franche-Comté;2021-01-30;69;81;977;370797.0
Bourgogne-Franche-Comté;2021-01-30;79;41;749;274422.0
Bourgogne-Franche-Comté;2021-01-30;89;42;502;158471.0
Bourgogne-Franche-Comté;2021-01-30;90;21;216;45257.0
Bourgogne-Franche-Comté;2021-01-31;0;101;1346;2783039.0
Bourgogne-Franche-Comté;2021-01-31;9;4;60;293052.0
Bourgogne-Franche-Comté;2021-01-31;19;4;89;333965.0
Bourgogne-Franche-Comté;2021-01-31;29;10;163;276000.0
Bourgogne-Franche-Comté;2021-01-31;39;11;161;315411.0
Bourgogne-Franche-Comté;2021-01-31;49;16;155;341897.0
Bourgogne-Franche-Comté;2021-01-31;59;13;150;373767.0
Bourgogne-Franche-Comté;2021-01-31;69;10;154;370797.0
Bourgogne-Franche-Comté;2021-01-31;79;11;163;274422.0
Bourgogne-Franche-Comté;2021-01-31;89;14;171;158471.0
Bourgogne-Franche-Comté;2021-01-31;90;8;80;45257.0
Bourgogne-Franche-Comté;2021-02-01;0;1332;17069;2783039.0
Bourgogne-Franche-Comté;2021-02-01;9;50;606;293052.0
Bourgogne-Franche-Comté;2021-02-01;19;154;2012;333965.0
Bourgogne-Franche-Comté;2021-02-01;29;130;2069;276000.0
Bourgogne-Franche-Comté;2021-02-01;39;171;2313;315411.0
Bourgogne-Franche-Comté;2021-02-01;49;203;2227;341897.0
Bourgogne-Franche-Comté;2021-02-01;59;196;2211;373767.0
Bourgogne-Franche-Comté;2021-02-01;69;133;1959;370797.0
Bourgogne-Franche-Comté;2021-02-01;79;118;1641;274422.0
Bourgogne-Franche-Comté;2021-02-01;89;111;1253;158471.0
Bourgogne-Franche-Comté;2021-02-01;90;66;777;45257.0
Bourgogne-Franche-Comté;2021-02-02;0;955;14363;2783039.0
Bourgogne-Franche-Comté;2021-02-02;9;23;448;293052.0
Bourgogne-Franche-Comté;2021-02-02;19;98;2008;333965.0
Bourgogne-Franche-Comté;2021-02-02;29;119;1733;276000.0
Bourgogne-Franche-Comté;2021-02-02;39;103;1990;315411.0
Bourgogne-Franche-Comté;2021-02-02;49;137;1848;341897.0
Bourgogne-Franche-Comté;2021-02-02;59;139;1830;373767.0
Bourgogne-Franche-Comté;2021-02-02;69;107;1575;370797.0
Bourgogne-Franche-Comté;2021-02-02;79;92;1176;274422.0
Bourgogne-Franche-Comté;2021-02-02;89;69;1032;158471.0
Bourgogne-Franche-Comté;2021-02-02;90;68;722;45257.0
Bourgogne-Franche-Comté;2021-02-03;0;767;12520;2783039.0
Bourgogne-Franche-Comté;2021-02-03;9;33;531;293052.0
Bourgogne-Franche-Comté;2021-02-03;19;107;1766;333965.0
Bourgogne-Franche-Comté;2021-02-03;29;100;1642;276000.0
Bourgogne-Franche-Comté;2021-02-03;39;95;1776;315411.0
Bourgogne-Franche-Comté;2021-02-03;49;120;1712;341897.0
Bourgogne-Franche-Comté;2021-02-03;59;98;1597;373767.0
Bourgogne-Franche-Comté;2021-02-03;69;77;1240;370797.0
Bourgogne-Franche-Comté;2021-02-03;79;63;976;274422.0
Bourgogne-Franche-Comté;2021-02-03;89;46;784;158471.0
Bourgogne-Franche-Comté;2021-02-03;90;28;495;45257.0
Bourgogne-Franche-Comté;2021-02-04;0;841;14194;2783039.0
Bourgogne-Franche-Comté;2021-02-04;9;23;542;293052.0
Bourgogne-Franche-Comté;2021-02-04;19;87;2265;333965.0
Bourgogne-Franche-Comté;2021-02-04;29;119;1886;276000.0
Bourgogne-Franche-Comté;2021-02-04;39;104;2046;315411.0
Bourgogne-Franche-Comté;2021-02-04;49;109;1909;341897.0
Bourgogne-Franche-Comté;2021-02-04;59;147;1867;373767.0
Bourgogne-Franche-Comté;2021-02-04;69;92;1405;370797.0
Bourgogne-Franche-Comté;2021-02-04;79;64;920;274422.0
Bourgogne-Franche-Comté;2021-02-04;89;50;798;158471.0
Bourgogne-Franche-Comté;2021-02-04;90;46;556;45257.0
Bourgogne-Franche-Comté;2021-02-05;0;886;15810;2783039.0
Bourgogne-Franche-Comté;2021-02-05;9;34;566;293052.0
Bourgogne-Franche-Comté;2021-02-05;19;114;2358;333965.0
Bourgogne-Franche-Comté;2021-02-05;29;118;2084;276000.0
Bourgogne-Franche-Comté;2021-02-05;39;112;2303;315411.0
Bourgogne-Franche-Comté;2021-02-05;49;123;2173;341897.0
Bourgogne-Franche-Comté;2021-02-05;59;119;2044;373767.0
Bourgogne-Franche-Comté;2021-02-05;69;98;1635;370797.0
Bourgogne-Franche-Comté;2021-02-05;79;71;1277;274422.0
Bourgogne-Franche-Comté;2021-02-05;89;60;859;158471.0
Bourgogne-Franche-Comté;2021-02-05;90;37;510;45257.0
Bourgogne-Franche-Comté;2021-02-06;0;509;8781;2783039.0
Bourgogne-Franche-Comté;2021-02-06;9;24;405;293052.0
Bourgogne-Franche-Comté;2021-02-06;19;61;1205;333965.0
Bourgogne-Franche-Comté;2021-02-06;29;66;1232;276000.0
Bourgogne-Franche-Comté;2021-02-06;39;68;1270;315411.0
Bourgogne-Franche-Comté;2021-02-06;49;66;1255;341897.0
Bourgogne-Franche-Comté;2021-02-06;59;78;1149;373767.0
Bourgogne-Franche-Comté;2021-02-06;69;52;945;370797.0
Bourgogne-Franche-Comté;2021-02-06;79;42;719;274422.0
Bourgogne-Franche-Comté;2021-02-06;89;36;438;158471.0
Bourgogne-Franche-Comté;2021-02-06;90;16;162;45257.0
Bourgogne-Franche-Comté;2021-02-07;0;75;1315;2783039.0
Bourgogne-Franche-Comté;2021-02-07;9;1;44;293052.0
Bourgogne-Franche-Comté;2021-02-07;19;1;93;333965.0
Bourgogne-Franche-Comté;2021-02-07;29;7;161;276000.0
Bourgogne-Franche-Comté;2021-02-07;39;8;166;315411.0
Bourgogne-Franche-Comté;2021-02-07;49;8;155;341897.0
Bourgogne-Franche-Comté;2021-02-07;59;14;143;373767.0
Bourgogne-Franche-Comté;2021-02-07;69;12;134;370797.0
Bourgogne-Franche-Comté;2021-02-07;79;12;188;274422.0
Bourgogne-Franche-Comté;2021-02-07;89;10;163;158471.0
Bourgogne-Franche-Comté;2021-02-07;90;2;68;45257.0
Bourgogne-Franche-Comté;2021-02-08;0;1090;15231;2783039.0
Bourgogne-Franche-Comté;2021-02-08;9;50;552;293052.0
Bourgogne-Franche-Comté;2021-02-08;19;110;1623;333965.0
Bourgogne-Franche-Comté;2021-02-08;29;137;1881;276000.0
Bourgogne-Franche-Comté;2021-02-08;39;130;2136;315411.0
Bourgogne-Franche-Comté;2021-02-08;49;165;2033;341897.0
Bourgogne-Franche-Comté;2021-02-08;59;145;2052;373767.0
Bourgogne-Franche-Comté;2021-02-08;69;121;1842;370797.0
Bourgogne-Franche-Comté;2021-02-08;79;101;1429;274422.0
Bourgogne-Franche-Comté;2021-02-08;89;82;1063;158471.0
Bourgogne-Franche-Comté;2021-02-08;90;49;618;45257.0
Bourgogne-Franche-Comté;2021-02-09;0;770;12487;2783039.0
Bourgogne-Franche-Comté;2021-02-09;9;26;463;293052.0
Bourgogne-Franche-Comté;2021-02-09;19;78;1226;333965.0
Bourgogne-Franche-Comté;2021-02-09;29;84;1643;276000.0
Bourgogne-Franche-Comté;2021-02-09;39;96;1745;315411.0
Bourgogne-Franche-Comté;2021-02-09;49;110;1664;341897.0
Bourgogne-Franche-Comté;2021-02-09;59;96;1657;373767.0
Bourgogne-Franche-Comté;2021-02-09;69;89;1384;370797.0
Bourgogne-Franche-Comté;2021-02-09;79;68;1115;274422.0
Bourgogne-Franche-Comté;2021-02-09;89;78;976;158471.0
Bourgogne-Franche-Comté;2021-02-09;90;45;613;45257.0
Bourgogne-Franche-Comté;2021-02-10;0;784;11520;2783039.0
Bourgogne-Franche-Comté;2021-02-10;9;21;411;293052.0
Bourgogne-Franche-Comté;2021-02-10;19;83;1185;333965.0
Bourgogne-Franche-Comté;2021-02-10;29;107;1646;276000.0
Bourgogne-Franche-Comté;2021-02-10;39;101;1687;315411.0
Bourgogne-Franche-Comté;2021-02-10;49;106;1521;341897.0
Bourgogne-Franche-Comté;2021-02-10;59;109;1485;373767.0
Bourgogne-Franche-Comté;2021-02-10;69;109;1290;370797.0
Bourgogne-Franche-Comté;2021-02-10;79;54;847;274422.0
Bourgogne-Franche-Comté;2021-02-10;89;55;824;158471.0
Bourgogne-Franche-Comté;2021-02-10;90;39;624;45257.0
Bourgogne-Franche-Comté;2021-02-11;0;715;11987;2783039.0
Bourgogne-Franche-Comté;2021-02-11;9;21;390;293052.0
Bourgogne-Franche-Comté;2021-02-11;19;83;1467;333965.0
Bourgogne-Franche-Comté;2021-02-11;29;90;1800;276000.0
Bourgogne-Franche-Comté;2021-02-11;39;90;1792;315411.0
Bourgogne-Franche-Comté;2021-02-11;49;96;1677;341897.0
Bourgogne-Franche-Comté;2021-02-11;59;107;1644;373767.0
Bourgogne-Franche-Comté;2021-02-11;69;89;1224;370797.0
Bourgogne-Franche-Comté;2021-02-11;79;60;870;274422.0
Bourgogne-Franche-Comté;2021-02-11;89;45;671;158471.0
Bourgogne-Franche-Comté;2021-02-11;90;34;450;45257.0
Bourgogne-Franche-Comté;2021-02-12;0;737;13182;2783039.0
Bourgogne-Franche-Comté;2021-02-12;9;29;470;293052.0
Bourgogne-Franche-Comté;2021-02-12;19;92;1584;333965.0
Bourgogne-Franche-Comté;2021-02-12;29;98;1839;276000.0
Bourgogne-Franche-Comté;2021-02-12;39;118;1933;315411.0
Bourgogne-Franche-Comté;2021-02-12;49;81;1834;341897.0
Bourgogne-Franche-Comté;2021-02-12;59;111;1807;373767.0
Bourgogne-Franche-Comté;2021-02-12;69;79;1499;370797.0
Bourgogne-Franche-Comté;2021-02-12;79;48;1133;274422.0
Bourgogne-Franche-Comté;2021-02-12;89;54;718;158471.0
Bourgogne-Franche-Comté;2021-02-12;90;27;365;45257.0
Bourgogne-Franche-Comté;2021-02-13;0;415;7442;2783039.0
Bourgogne-Franche-Comté;2021-02-13;9;17;284;293052.0
Bourgogne-Franche-Comté;2021-02-13;19;45;847;333965.0
Bourgogne-Franche-Comté;2021-02-13;29;62;1116;276000.0
Bourgogne-Franche-Comté;2021-02-13;39;48;1075;315411.0
Bourgogne-Franche-Comté;2021-02-13;49;79;1050;341897.0
Bourgogne-Franche-Comté;2021-02-13;59;63;1017;373767.0
Bourgogne-Franche-Comté;2021-02-13;69;42;835;370797.0
Bourgogne-Franche-Comté;2021-02-13;79;30;640;274422.0
Bourgogne-Franche-Comté;2021-02-13;89;18;403;158471.0
Bourgogne-Franche-Comté;2021-02-13;90;11;174;45257.0
Bourgogne-Franche-Comté;2021-02-14;0;75;1185;2783039.0
Bourgogne-Franche-Comté;2021-02-14;9;2;46;293052.0
Bourgogne-Franche-Comté;2021-02-14;19;2;64;333965.0
Bourgogne-Franche-Comté;2021-02-14;29;5;137;276000.0
Bourgogne-Franche-Comté;2021-02-14;39;10;163;315411.0
Bourgogne-Franche-Comté;2021-02-14;49;6;105;341897.0
Bourgogne-Franche-Comté;2021-02-14;59;9;126;373767.0
Bourgogne-Franche-Comté;2021-02-14;69;6;135;370797.0
Bourgogne-Franche-Comté;2021-02-14;79;5;138;274422.0
Bourgogne-Franche-Comté;2021-02-14;89;22;190;158471.0
Bourgogne-Franche-Comté;2021-02-14;90;8;81;45257.0
Bourgogne-Franche-Comté;2021-02-15;0;908;13672;2783039.0
Bourgogne-Franche-Comté;2021-02-15;9;28;382;293052.0
Bourgogne-Franche-Comté;2021-02-15;19;107;1288;333965.0
Bourgogne-Franche-Comté;2021-02-15;29;111;1834;276000.0
Bourgogne-Franche-Comté;2021-02-15;39;138;1843;315411.0
Bourgogne-Franche-Comté;2021-02-15;49;142;1869;341897.0
Bourgogne-Franche-Comté;2021-02-15;59;124;1885;373767.0
Bourgogne-Franche-Comté;2021-02-15;69;104;1657;370797.0
Bourgogne-Franche-Comté;2021-02-15;79;80;1380;274422.0
Bourgogne-Franche-Comté;2021-02-15;89;51;976;158471.0
Bourgogne-Franche-Comté;2021-02-15;90;23;556;45257.0
Bourgogne-Franche-Comté;2021-02-16;0;702;11115;2783039.0
Bourgogne-Franche-Comté;2021-02-16;9;31;264;293052.0
Bourgogne-Franche-Comté;2021-02-16;19;63;881;333965.0
Bourgogne-Franche-Comté;2021-02-16;29;89;1509;276000.0
Bourgogne-Franche-Comté;2021-02-16;39;95;1561;315411.0
Bourgogne-Franche-Comté;2021-02-16;49;103;1526;341897.0
Bourgogne-Franche-Comté;2021-02-16;59;81;1506;373767.0
Bourgogne-Franche-Comté;2021-02-16;69;89;1397;370797.0
Bourgogne-Franche-Comté;2021-02-16;79;69;1003;274422.0
Bourgogne-Franche-Comté;2021-02-16;89;46;905;158471.0
Bourgogne-Franche-Comté;2021-02-16;90;36;563;45257.0
Bourgogne-Franche-Comté;2021-02-17;0;640;9759;2783039.0
Bourgogne-Franche-Comté;2021-02-17;9;22;271;293052.0
Bourgogne-Franche-Comté;2021-02-17;19;69;888;333965.0
Bourgogne-Franche-Comté;2021-02-17;29;84;1311;276000.0
Bourgogne-Franche-Comté;2021-02-17;39;101;1363;315411.0
Bourgogne-Franche-Comté;2021-02-17;49;87;1285;341897.0
Bourgogne-Franche-Comté;2021-02-17;59;83;1360;373767.0
Bourgogne-Franche-Comté;2021-02-17;69;80;1229;370797.0
Bourgogne-Franche-Comté;2021-02-17;79;50;900;274422.0
Bourgogne-Franche-Comté;2021-02-17;89;44;727;158471.0
Bourgogne-Franche-Comté;2021-02-17;90;20;425;45257.0
Bourgogne-Franche-Comté;2021-02-18;0;698;10369;2783039.0
Bourgogne-Franche-Comté;2021-02-18;9;30;244;293052.0
Bourgogne-Franche-Comté;2021-02-18;19;87;945;333965.0
Bourgogne-Franche-Comté;2021-02-18;29;95;1595;276000.0
Bourgogne-Franche-Comté;2021-02-18;39;97;1497;315411.0
Bourgogne-Franche-Comté;2021-02-18;49;92;1288;341897.0
Bourgogne-Franche-Comté;2021-02-18;59;95;1401;373767.0
Bourgogne-Franche-Comté;2021-02-18;69;76;1231;370797.0
Bourgogne-Franche-Comté;2021-02-18;79;50;886;274422.0
Bourgogne-Franche-Comté;2021-02-18;89;47;724;158471.0
Bourgogne-Franche-Comté;2021-02-18;90;29;558;45257.0
Bourgogne-Franche-Comté;2021-02-19;0;815;11863;2783039.0
Bourgogne-Franche-Comté;2021-02-19;9;29;340;293052.0
Bourgogne-Franche-Comté;2021-02-19;19;111;1171;333965.0
Bourgogne-Franche-Comté;2021-02-19;29;125;1647;276000.0
Bourgogne-Franche-Comté;2021-02-19;39;94;1644;315411.0
Bourgogne-Franche-Comté;2021-02-19;49;102;1540;341897.0
Bourgogne-Franche-Comté;2021-02-19;59;134;1750;373767.0
Bourgogne-Franche-Comté;2021-02-19;69;82;1438;370797.0
Bourgogne-Franche-Comté;2021-02-19;79;58;1228;274422.0
Bourgogne-Franche-Comté;2021-02-19;89;48;773;158471.0
Bourgogne-Franche-Comté;2021-02-19;90;32;332;45257.0
Bourgogne-Franche-Comté;2021-02-20;0;518;7089;2783039.0
Bourgogne-Franche-Comté;2021-02-20;9;19;221;293052.0
Bourgogne-Franche-Comté;2021-02-20;19;59;762;333965.0
Bourgogne-Franche-Comté;2021-02-20;29;81;998;276000.0
Bourgogne-Franche-Comté;2021-02-20;39;69;926;315411.0
Bourgogne-Franche-Comté;2021-02-20;49;67;956;341897.0
Bourgogne-Franche-Comté;2021-02-20;59;84;1083;373767.0
Bourgogne-Franche-Comté;2021-02-20;69;61;887;370797.0
Bourgogne-Franche-Comté;2021-02-20;79;41;701;274422.0
Bourgogne-Franche-Comté;2021-02-20;89;25;407;158471.0
Bourgogne-Franche-Comté;2021-02-20;90;12;148;45257.0
Bourgogne-Franche-Comté;2021-02-21;0;88;1352;2783039.0
Bourgogne-Franche-Comté;2021-02-21;9;4;57;293052.0
Bourgogne-Franche-Comté;2021-02-21;19;5;81;333965.0
Bourgogne-Franche-Comté;2021-02-21;29;11;154;276000.0
Bourgogne-Franche-Comté;2021-02-21;39;10;159;315411.0
Bourgogne-Franche-Comté;2021-02-21;49;9;151;341897.0
Bourgogne-Franche-Comté;2021-02-21;59;6;143;373767.0
Bourgogne-Franche-Comté;2021-02-21;69;6;160;370797.0
Bourgogne-Franche-Comté;2021-02-21;79;14;158;274422.0
Bourgogne-Franche-Comté;2021-02-21;89;14;215;158471.0
Bourgogne-Franche-Comté;2021-02-21;90;9;74;45257.0
Bourgogne-Franche-Comté;2021-02-22;0;1010;14204;2783039.0
Bourgogne-Franche-Comté;2021-02-22;9;34;390;293052.0
Bourgogne-Franche-Comté;2021-02-22;19;125;1334;333965.0
Bourgogne-Franche-Comté;2021-02-22;29;134;1840;276000.0
Bourgogne-Franche-Comté;2021-02-22;39;152;1984;315411.0
Bourgogne-Franche-Comté;2021-02-22;49;173;1958;341897.0
Bourgogne-Franche-Comté;2021-02-22;59;145;2067;373767.0
Bourgogne-Franche-Comté;2021-02-22;69;117;1800;370797.0
Bourgogne-Franche-Comté;2021-02-22;79;58;1419;274422.0
Bourgogne-Franche-Comté;2021-02-22;89;47;959;158471.0
Bourgogne-Franche-Comté;2021-02-22;90;25;451;45257.0
Bourgogne-Franche-Comté;2021-02-23;0;784;11210;2783039.0
Bourgogne-Franche-Comté;2021-02-23;9;37;268;293052.0
Bourgogne-Franche-Comté;2021-02-23;19;98;1063;333965.0
Bourgogne-Franche-Comté;2021-02-23;29;95;1544;276000.0
Bourgogne-Franche-Comté;2021-02-23;39;109;1545;315411.0
Bourgogne-Franche-Comté;2021-02-23;49;128;1438;341897.0
Bourgogne-Franche-Comté;2021-02-23;59;123;1574;373767.0
Bourgogne-Franche-Comté;2021-02-23;69;77;1420;370797.0
Bourgogne-Franche-Comté;2021-02-23;79;61;1023;274422.0
Bourgogne-Franche-Comté;2021-02-23;89;40;819;158471.0
Bourgogne-Franche-Comté;2021-02-23;90;16;515;45257.0
Bourgogne-Franche-Comté;2021-02-24;0;666;10052;2783039.0
Bourgogne-Franche-Comté;2021-02-24;9;23;298;293052.0
Bourgogne-Franche-Comté;2021-02-24;19;96;1080;333965.0
Bourgogne-Franche-Comté;2021-02-24;29;103;1472;276000.0
Bourgogne-Franche-Comté;2021-02-24;39;81;1355;315411.0
Bourgogne-Franche-Comté;2021-02-24;49;103;1302;341897.0
Bourgogne-Franche-Comté;2021-02-24;59;97;1485;373767.0
Bourgogne-Franche-Comté;2021-02-24;69;65;1171;370797.0
Bourgogne-Franche-Comté;2021-02-24;79;57;852;274422.0
Bourgogne-Franche-Comté;2021-02-24;89;30;632;158471.0
Bourgogne-Franche-Comté;2021-02-24;90;11;405;45257.0
Bourgogne-Franche-Comté;2021-02-25;0;805;11333;2783039.0
Bourgogne-Franche-Comté;2021-02-25;9;30;406;293052.0
Bourgogne-Franche-Comté;2021-02-25;19;117;1405;333965.0
Bourgogne-Franche-Comté;2021-02-25;29;135;1853;276000.0
Bourgogne-Franche-Comté;2021-02-25;39;101;1592;315411.0
Bourgogne-Franche-Comté;2021-02-25;49;107;1430;341897.0
Bourgogne-Franche-Comté;2021-02-25;59;106;1497;373767.0
Bourgogne-Franche-Comté;2021-02-25;69;93;1207;370797.0
Bourgogne-Franche-Comté;2021-02-25;79;52;899;274422.0
Bourgogne-Franche-Comté;2021-02-25;89;49;663;158471.0
Bourgogne-Franche-Comté;2021-02-25;90;15;381;45257.0
Bourgogne-Franche-Comté;2021-02-26;0;781;13079;2783039.0
Bourgogne-Franche-Comté;2021-02-26;9;30;448;293052.0
Bourgogne-Franche-Comté;2021-02-26;19;119;1499;333965.0
Bourgogne-Franche-Comté;2021-02-26;29;113;2023;276000.0
Bourgogne-Franche-Comté;2021-02-26;39;94;1751;315411.0
Bourgogne-Franche-Comté;2021-02-26;49;102;1645;341897.0
Bourgogne-Franche-Comté;2021-02-26;59;131;1747;373767.0
Bourgogne-Franche-Comté;2021-02-26;69;88;1565;370797.0
Bourgogne-Franche-Comté;2021-02-26;79;57;1247;274422.0
Bourgogne-Franche-Comté;2021-02-26;89;40;775;158471.0
Bourgogne-Franche-Comté;2021-02-26;90;7;379;45257.0
Bourgogne-Franche-Comté;2021-02-27;0;466;7663;2783039.0
Bourgogne-Franche-Comté;2021-02-27;9;14;285;293052.0
Bourgogne-Franche-Comté;2021-02-27;19;75;893;333965.0
Bourgogne-Franche-Comté;2021-02-27;29;57;1043;276000.0
Bourgogne-Franche-Comté;2021-02-27;39;78;1057;315411.0
Bourgogne-Franche-Comté;2021-02-27;49;62;949;341897.0
Bourgogne-Franche-Comté;2021-02-27;59;70;1073;373767.0
Bourgogne-Franche-Comté;2021-02-27;69;54;988;370797.0
Bourgogne-Franche-Comté;2021-02-27;79;33;777;274422.0
Bourgogne-Franche-Comté;2021-02-27;89;21;457;158471.0
Bourgogne-Franche-Comté;2021-02-27;90;2;140;45257.0
Bourgogne-Franche-Comté;2021-02-28;0;63;1162;2783039.0
Bourgogne-Franche-Comté;2021-02-28;9;0;29;293052.0
Bourgogne-Franche-Comté;2021-02-28;19;5;87;333965.0
Bourgogne-Franche-Comté;2021-02-28;29;9;138;276000.0
Bourgogne-Franche-Comté;2021-02-28;39;4;117;315411.0
Bourgogne-Franche-Comté;2021-02-28;49;5;139;341897.0
Bourgogne-Franche-Comté;2021-02-28;59;12;117;373767.0
Bourgogne-Franche-Comté;2021-02-28;69;6;133;370797.0
Bourgogne-Franche-Comté;2021-02-28;79;8;143;274422.0
Bourgogne-Franche-Comté;2021-02-28;89;10;169;158471.0
Bourgogne-Franche-Comté;2021-02-28;90;4;90;45257.0
Bourgogne-Franche-Comté;2021-03-01;0;943;14725;2783039.0
Bourgogne-Franche-Comté;2021-03-01;9;27;895;293052.0
Bourgogne-Franche-Comté;2021-03-01;19;121;1652;333965.0
Bourgogne-Franche-Comté;2021-03-01;29;137;2069;276000.0
Bourgogne-Franche-Comté;2021-03-01;39;147;1808;315411.0
Bourgogne-Franche-Comté;2021-03-01;49;115;1860;341897.0
Bourgogne-Franche-Comté;2021-03-01;59;173;2025;373767.0
Bourgogne-Franche-Comté;2021-03-01;69;99;1793;370797.0
Bourgogne-Franche-Comté;2021-03-01;79;73;1422;274422.0
Bourgogne-Franche-Comté;2021-03-01;89;35;842;158471.0
Bourgogne-Franche-Comté;2021-03-01;90;16;359;45257.0
Bourgogne-Franche-Comté;2021-03-02;0;685;12010;2783039.0
Bourgogne-Franche-Comté;2021-03-02;9;23;478;293052.0
Bourgogne-Franche-Comté;2021-03-02;19;89;1797;333965.0
Bourgogne-Franche-Comté;2021-03-02;29;102;1480;276000.0
Bourgogne-Franche-Comté;2021-03-02;39;80;1543;315411.0
Bourgogne-Franche-Comté;2021-03-02;49;112;1455;341897.0
Bourgogne-Franche-Comté;2021-03-02;59;89;1562;373767.0
Bourgogne-Franche-Comté;2021-03-02;69;89;1451;370797.0
Bourgogne-Franche-Comté;2021-03-02;79;65;1055;274422.0
Bourgogne-Franche-Comté;2021-03-02;89;26;789;158471.0
Bourgogne-Franche-Comté;2021-03-02;90;10;400;45257.0
Bourgogne-Franche-Comté;2021-03-03;0;685;10751;2783039.0
Bourgogne-Franche-Comté;2021-03-03;9;24;396;293052.0
Bourgogne-Franche-Comté;2021-03-03;19;132;1463;333965.0
Bourgogne-Franche-Comté;2021-03-03;29;104;1511;276000.0
Bourgogne-Franche-Comté;2021-03-03;39;83;1481;315411.0
Bourgogne-Franche-Comté;2021-03-03;49;99;1419;341897.0
Bourgogne-Franche-Comté;2021-03-03;59;108;1494;373767.0
Bourgogne-Franche-Comté;2021-03-03;69;61;1129;370797.0
Bourgogne-Franche-Comté;2021-03-03;79;41;858;274422.0
Bourgogne-Franche-Comté;2021-03-03;89;26;648;158471.0
Bourgogne-Franche-Comté;2021-03-03;90;7;351;45257.0
Bourgogne-Franche-Comté;2021-03-04;0;651;12987;2783039.0
Bourgogne-Franche-Comté;2021-03-04;9;15;842;293052.0
Bourgogne-Franche-Comté;2021-03-04;19;101;2440;333965.0
Bourgogne-Franche-Comté;2021-03-04;29;110;1857;276000.0
Bourgogne-Franche-Comté;2021-03-04;39;84;1639;315411.0
Bourgogne-Franche-Comté;2021-03-04;49;92;1586;341897.0
Bourgogne-Franche-Comté;2021-03-04;59;93;1579;373767.0
Bourgogne-Franche-Comté;2021-03-04;69;76;1219;370797.0
Bourgogne-Franche-Comté;2021-03-04;79;42;814;274422.0
Bourgogne-Franche-Comté;2021-03-04;89;31;657;158471.0
