reg;jour;cl_age90;P;T;pop
;;;sum;sum;sum
Hauts-de-France;2020-10-01;39;231;2922;752457.0
Hauts-de-France;2020-10-01;49;269;2750;759226.0
Hauts-de-France;2020-10-01;59;204;2212;763464.0
Hauts-de-France;2020-10-01;69;122;1444;702149.0
Hauts-de-France;2020-10-01;79;79;1005;452001.0
Hauts-de-France;2020-10-01;89;51;755;253185.0
Hauts-de-France;2020-10-01;90;28;347;63751.0
Hauts-de-France;2020-10-02;0;1898;21067;5962662.0
Hauts-de-France;2020-10-02;9;45;704;731751.0
Hauts-de-France;2020-10-02;19;292;3396;793787.0
Hauts-de-France;2020-10-02;29;425;4068;690891.0
Hauts-de-France;2020-10-02;39;274;3197;752457.0
Hauts-de-France;2020-10-02;49;269;2916;759226.0
Hauts-de-France;2020-10-02;59;214;2556;763464.0
Hauts-de-France;2020-10-02;69;168;1721;702149.0
Hauts-de-France;2020-10-02;79;92;1236;452001.0
Hauts-de-France;2020-10-02;89;72;853;253185.0
Hauts-de-France;2020-10-02;90;46;414;63751.0
Hauts-de-France;2020-10-03;0;820;9089;5962662.0
Hauts-de-France;2020-10-03;9;26;365;731751.0
Hauts-de-France;2020-10-03;19;129;1458;793787.0
Hauts-de-France;2020-10-03;29;178;1692;690891.0
Hauts-de-France;2020-10-03;39;124;1276;752457.0
Hauts-de-France;2020-10-03;49;126;1240;759226.0
Hauts-de-France;2020-10-03;59;106;1101;763464.0
Hauts-de-France;2020-10-03;69;65;827;702149.0
Hauts-de-France;2020-10-03;79;37;577;452001.0
Hauts-de-France;2020-10-03;89;22;390;253185.0
Hauts-de-France;2020-10-03;90;7;158;63751.0
Hauts-de-France;2020-10-04;0;283;2649;5962662.0
Hauts-de-France;2020-10-04;9;9;120;731751.0
Hauts-de-France;2020-10-04;19;41;333;793787.0
Hauts-de-France;2020-10-04;29;66;505;690891.0
Hauts-de-France;2020-10-04;39;47;386;752457.0
Hauts-de-France;2020-10-04;49;38;320;759226.0
Hauts-de-France;2020-10-04;59;29;321;763464.0
Hauts-de-France;2020-10-04;69;21;245;702149.0
Hauts-de-France;2020-10-04;79;16;183;452001.0
Hauts-de-France;2020-10-04;89;8;162;253185.0
Hauts-de-France;2020-10-04;90;8;74;63751.0
Hauts-de-France;2020-10-05;0;2159;22205;5962662.0
Hauts-de-France;2020-10-05;9;51;760;731751.0
Hauts-de-France;2020-10-05;19;278;3455;793787.0
Hauts-de-France;2020-10-05;29;437;3869;690891.0
Hauts-de-France;2020-10-05;39;337;3436;752457.0
Hauts-de-France;2020-10-05;49;353;3153;759226.0
Hauts-de-France;2020-10-05;59;309;2823;763464.0
Hauts-de-France;2020-10-05;69;189;2163;702149.0
Hauts-de-France;2020-10-05;79;102;1404;452001.0
Hauts-de-France;2020-10-05;89;73;823;253185.0
Hauts-de-France;2020-10-05;90;30;317;63751.0
Hauts-de-France;2020-10-06;0;2106;20172;5962662.0
Hauts-de-France;2020-10-06;9;39;639;731751.0
Hauts-de-France;2020-10-06;19;290;3551;793787.0
Hauts-de-France;2020-10-06;29;421;3680;690891.0
Hauts-de-France;2020-10-06;39;337;3133;752457.0
Hauts-de-France;2020-10-06;49;325;2865;759226.0
Hauts-de-France;2020-10-06;59;271;2376;763464.0
Hauts-de-France;2020-10-06;69;181;1644;702149.0
Hauts-de-France;2020-10-06;79;122;1132;452001.0
Hauts-de-France;2020-10-06;89;82;818;253185.0
Hauts-de-France;2020-10-06;90;38;328;63751.0
Hauts-de-France;2020-10-07;0;2314;20380;5962662.0
Hauts-de-France;2020-10-07;9;61;698;731751.0
Hauts-de-France;2020-10-07;19;335;3728;793787.0
Hauts-de-France;2020-10-07;29;492;3914;690891.0
Hauts-de-France;2020-10-07;39;381;3102;752457.0
Hauts-de-France;2020-10-07;49;356;2922;759226.0
Hauts-de-France;2020-10-07;59;313;2468;763464.0
Hauts-de-France;2020-10-07;69;153;1510;702149.0
Hauts-de-France;2020-10-07;79;112;986;452001.0
Hauts-de-France;2020-10-07;89;79;708;253185.0
Hauts-de-France;2020-10-07;90;31;338;63751.0
Hauts-de-France;2020-10-08;0;2554;23100;5962662.0
Hauts-de-France;2020-10-08;9;72;765;731751.0
Hauts-de-France;2020-10-08;19;352;3719;793787.0
Hauts-de-France;2020-10-08;29;551;4485;690891.0
Hauts-de-France;2020-10-08;39;400;3726;752457.0
Hauts-de-France;2020-10-08;49;377;3396;759226.0
Hauts-de-France;2020-10-08;59;330;2837;763464.0
Hauts-de-France;2020-10-08;69;217;1840;702149.0
Hauts-de-France;2020-10-08;79;114;1072;452001.0
Hauts-de-France;2020-10-08;89;102;831;253185.0
Hauts-de-France;2020-10-08;90;38;416;63751.0
Hauts-de-France;2020-10-09;0;2712;25766;5962662.0
Hauts-de-France;2020-10-09;9;80;908;731751.0
Hauts-de-France;2020-10-09;19;421;4242;793787.0
Hauts-de-France;2020-10-09;29;506;4663;690891.0
Hauts-de-France;2020-10-09;39;453;4130;752457.0
Hauts-de-France;2020-10-09;49;398;3569;759226.0
Hauts-de-France;2020-10-09;59;349;3171;763464.0
Hauts-de-France;2020-10-09;69;230;2006;702149.0
Hauts-de-France;2020-10-09;79;150;1507;452001.0
Hauts-de-France;2020-10-09;89;93;1091;253185.0
Hauts-de-France;2020-10-09;90;32;475;63751.0
Hauts-de-France;2020-10-10;0;1611;13526;5962662.0
Hauts-de-France;2020-10-10;9;43;579;731751.0
Hauts-de-France;2020-10-10;19;231;2167;793787.0
Hauts-de-France;2020-10-10;29;302;2424;690891.0
Hauts-de-France;2020-10-10;39;274;2170;752457.0
Hauts-de-France;2020-10-10;49;237;1938;759226.0
Hauts-de-France;2020-10-10;59;223;1692;763464.0
Hauts-de-France;2020-10-10;69;138;1086;702149.0
Hauts-de-France;2020-10-10;79;84;747;452001.0
Hauts-de-France;2020-10-10;89;60;498;253185.0
Hauts-de-France;2020-10-10;90;19;219;63751.0
Hauts-de-France;2020-10-11;0;581;4070;5962662.0
Hauts-de-France;2020-10-11;9;24;223;731751.0
Hauts-de-France;2020-10-11;19;76;599;793787.0
Hauts-de-France;2020-10-11;29;122;820;690891.0
Hauts-de-France;2020-10-11;39;108;675;752457.0
Hauts-de-France;2020-10-11;49;92;599;759226.0
Hauts-de-France;2020-10-11;59;58;423;763464.0
Hauts-de-France;2020-10-11;69;49;290;702149.0
Hauts-de-France;2020-10-11;79;28;204;452001.0
Hauts-de-France;2020-10-11;89;18;159;253185.0
Hauts-de-France;2020-10-11;90;6;76;63751.0
Hauts-de-France;2020-10-12;0;3552;29238;5962662.0
Hauts-de-France;2020-10-12;9;108;973;731751.0
Hauts-de-France;2020-10-12;19;466;4529;793787.0
Hauts-de-France;2020-10-12;29;610;4847;690891.0
Hauts-de-France;2020-10-12;39;585;4561;752457.0
Hauts-de-France;2020-10-12;49;551;4334;759226.0
Hauts-de-France;2020-10-12;59;484;3728;763464.0
Hauts-de-France;2020-10-12;69;325;2643;702149.0
Hauts-de-France;2020-10-12;79;222;1783;452001.0
Hauts-de-France;2020-10-12;89;127;1173;253185.0
Hauts-de-France;2020-10-12;90;73;662;63751.0
Hauts-de-France;2020-10-13;0;3135;26784;5962662.0
Hauts-de-France;2020-10-13;9;93;928;731751.0
Hauts-de-France;2020-10-13;19;460;4432;793787.0
Hauts-de-France;2020-10-13;29;561;4756;690891.0
Hauts-de-France;2020-10-13;39;497;4303;752457.0
Hauts-de-France;2020-10-13;49;480;3861;759226.0
Hauts-de-France;2020-10-13;59;414;3124;763464.0
Hauts-de-France;2020-10-13;69;257;2149;702149.0
Hauts-de-France;2020-10-13;79;202;1463;452001.0
Hauts-de-France;2020-10-13;89;118;1127;253185.0
Hauts-de-France;2020-10-13;90;52;636;63751.0
Hauts-de-France;2020-10-14;0;3443;29227;5962662.0
Hauts-de-France;2020-10-14;9;98;1124;731751.0
Hauts-de-France;2020-10-14;19;524;5397;793787.0
Hauts-de-France;2020-10-14;29;657;5248;690891.0
Hauts-de-France;2020-10-14;39;539;4700;752457.0
Hauts-de-France;2020-10-14;49;556;4411;759226.0
Hauts-de-France;2020-10-14;59;454;3363;763464.0
Hauts-de-France;2020-10-14;69;281;2039;702149.0
Hauts-de-France;2020-10-14;79;168;1373;452001.0
Hauts-de-France;2020-10-14;89;116;1034;253185.0
Hauts-de-France;2020-10-14;90;50;533;63751.0
Hauts-de-France;2020-10-15;0;3808;31321;5962662.0
Hauts-de-France;2020-10-15;9;118;1169;731751.0
Hauts-de-France;2020-10-15;19;573;5508;793787.0
Hauts-de-France;2020-10-15;29;671;5723;690891.0
Hauts-de-France;2020-10-15;39;616;5158;752457.0
Hauts-de-France;2020-10-15;49;586;4707;759226.0
Hauts-de-France;2020-10-15;59;508;3807;763464.0
Hauts-de-France;2020-10-15;69;301;2266;702149.0
Hauts-de-France;2020-10-15;79;209;1430;452001.0
Hauts-de-France;2020-10-15;89;143;994;253185.0
Hauts-de-France;2020-10-15;90;82;554;63751.0
Hauts-de-France;2020-10-16;0;3756;33972;5962662.0
Hauts-de-France;2020-10-16;9;122;1344;731751.0
Hauts-de-France;2020-10-16;19;504;5350;793787.0
Hauts-de-France;2020-10-16;29;682;6017;690891.0
Hauts-de-France;2020-10-16;39;639;5715;752457.0
Hauts-de-France;2020-10-16;49;591;5154;759226.0
Hauts-de-France;2020-10-16;59;494;4093;763464.0
Hauts-de-France;2020-10-16;69;334;2604;702149.0
Hauts-de-France;2020-10-16;79;201;1671;452001.0
Hauts-de-France;2020-10-16;89;133;1309;253185.0
Hauts-de-France;2020-10-16;90;55;705;63751.0
Hauts-de-France;2020-10-17;0;2030;16657;5962662.0
Hauts-de-France;2020-10-17;9;72;787;731751.0
Hauts-de-France;2020-10-17;19;276;2761;793787.0
Hauts-de-France;2020-10-17;29;383;2868;690891.0
Hauts-de-France;2020-10-17;39;308;2658;752457.0
Hauts-de-France;2020-10-17;49;325;2573;759226.0
Hauts-de-France;2020-10-17;59;277;2173;763464.0
Hauts-de-France;2020-10-17;69;179;1286;702149.0
Hauts-de-France;2020-10-17;79;112;782;452001.0
Hauts-de-France;2020-10-17;89;74;537;253185.0
Hauts-de-France;2020-10-17;90;24;225;63751.0
Hauts-de-France;2020-10-18;0;1027;7217;5962662.0
Hauts-de-France;2020-10-18;9;40;365;731751.0
Hauts-de-France;2020-10-18;19;136;1039;793787.0
Hauts-de-France;2020-10-18;29;214;1562;690891.0
Hauts-de-France;2020-10-18;39;203;1316;752457.0
Hauts-de-France;2020-10-18;49;152;1017;759226.0
Hauts-de-France;2020-10-18;59;128;830;763464.0
Hauts-de-France;2020-10-18;69;69;449;702149.0
Hauts-de-France;2020-10-18;79;39;299;452001.0
Hauts-de-France;2020-10-18;89;33;214;253185.0
Hauts-de-France;2020-10-18;90;13;124;63751.0
Hauts-de-France;2020-10-19;0;4805;34836;5962662.0
Hauts-de-France;2020-10-19;9;132;1298;731751.0
Hauts-de-France;2020-10-19;19;539;4634;793787.0
Hauts-de-France;2020-10-19;29;810;5776;690891.0
Hauts-de-France;2020-10-19;39;813;5716;752457.0
Hauts-de-France;2020-10-19;49;833;5260;759226.0
Hauts-de-France;2020-10-19;59;667;4484;763464.0
Hauts-de-France;2020-10-19;69;444;3080;702149.0
Hauts-de-France;2020-10-19;79;272;2059;452001.0
Hauts-de-France;2020-10-19;89;204;1582;253185.0
Hauts-de-France;2020-10-19;90;91;942;63751.0
Hauts-de-France;2020-10-20;0;4624;31083;5962662.0
Hauts-de-France;2020-10-20;9;90;1063;731751.0
Hauts-de-France;2020-10-20;19;482;4021;793787.0
Hauts-de-France;2020-10-20;29;805;5687;690891.0
Hauts-de-France;2020-10-20;39;825;5173;752457.0
Hauts-de-France;2020-10-20;49;740;4731;759226.0
Hauts-de-France;2020-10-20;59;630;3982;763464.0
Hauts-de-France;2020-10-20;69;400;2485;702149.0
Hauts-de-France;2020-10-20;79;312;1687;452001.0
Hauts-de-France;2020-10-20;89;214;1406;253185.0
Hauts-de-France;2020-10-20;90;124;837;63751.0
Hauts-de-France;2020-10-21;0;5196;33698;5962662.0
Hauts-de-France;2020-10-21;9;115;1209;731751.0
Hauts-de-France;2020-10-21;19;499;4315;793787.0
Hauts-de-France;2020-10-21;29;927;6468;690891.0
Hauts-de-France;2020-10-21;39;950;5815;752457.0
Hauts-de-France;2020-10-21;49;838;5138;759226.0
Hauts-de-France;2020-10-21;59;738;4335;763464.0
Hauts-de-France;2020-10-21;69;478;2624;702149.0
Hauts-de-France;2020-10-21;79;276;1596;452001.0
Hauts-de-France;2020-10-21;89;223;1329;253185.0
Hauts-de-France;2020-10-21;90;152;858;63751.0
Hauts-de-France;2020-10-22;0;5577;35411;5962662.0
Hauts-de-France;2020-10-22;9;154;1266;731751.0
Hauts-de-France;2020-10-22;19;604;4253;793787.0
Hauts-de-France;2020-10-22;29;951;6591;690891.0
Hauts-de-France;2020-10-22;39;931;6138;752457.0
Hauts-de-France;2020-10-22;49;893;5594;759226.0
Hauts-de-France;2020-10-22;59;770;4634;763464.0
Hauts-de-France;2020-10-22;69;529;2854;702149.0
Hauts-de-France;2020-10-22;79;341;1762;452001.0
Hauts-de-France;2020-10-22;89;250;1425;253185.0
Hauts-de-France;2020-10-22;90;152;878;63751.0
Hauts-de-France;2020-10-23;0;6129;39239;5962662.0
Hauts-de-France;2020-10-23;9;159;1431;731751.0
Hauts-de-France;2020-10-23;19;694;4714;793787.0
Hauts-de-France;2020-10-23;29;1032;7155;690891.0
Hauts-de-France;2020-10-23;39;1018;6886;752457.0
Hauts-de-France;2020-10-23;49;960;6131;759226.0
Hauts-de-France;2020-10-23;59;862;5165;763464.0
Hauts-de-France;2020-10-23;69;591;3296;702149.0
Hauts-de-France;2020-10-23;79;401;2086;452001.0
Hauts-de-France;2020-10-23;89;280;1476;253185.0
Hauts-de-France;2020-10-23;90;132;889;63751.0
Hauts-de-France;2020-10-24;0;3347;20520;5962662.0
Hauts-de-France;2020-10-24;9;92;810;731751.0
Hauts-de-France;2020-10-24;19;403;2528;793787.0
Hauts-de-France;2020-10-24;29;593;3976;690891.0
Hauts-de-France;2020-10-24;39;553;3662;752457.0
Hauts-de-France;2020-10-24;49;547;3172;759226.0
Hauts-de-France;2020-10-24;59;475;2766;763464.0
Hauts-de-France;2020-10-24;69;317;1656;702149.0
Hauts-de-France;2020-10-24;79;188;1005;452001.0
Hauts-de-France;2020-10-24;89;131;649;253185.0
Hauts-de-France;2020-10-24;90;47;290;63751.0
Hauts-de-France;2020-10-25;0;1494;8264;5962662.0
Hauts-de-France;2020-10-25;9;53;349;731751.0
Hauts-de-France;2020-10-25;19;212;1009;793787.0
Hauts-de-France;2020-10-25;29;303;1666;690891.0
Hauts-de-France;2020-10-25;39;278;1556;752457.0
Hauts-de-France;2020-10-25;49;232;1198;759226.0
Hauts-de-France;2020-10-25;59;180;1023;763464.0
Hauts-de-France;2020-10-25;69;93;568;702149.0
Hauts-de-France;2020-10-25;79;64;342;452001.0
Hauts-de-France;2020-10-25;89;58;371;253185.0
Hauts-de-France;2020-10-25;90;21;180;63751.0
Hauts-de-France;2020-10-26;0;7335;43882;5962662.0
Hauts-de-France;2020-10-26;9;196;1592;731751.0
Hauts-de-France;2020-10-26;19;870;5155;793787.0
Hauts-de-France;2020-10-26;29;1145;7318;690891.0
Hauts-de-France;2020-10-26;39;1271;7372;752457.0
Hauts-de-France;2020-10-26;49;1271;6746;759226.0
Hauts-de-France;2020-10-26;59;1003;6114;763464.0
Hauts-de-France;2020-10-26;69;690;4163;702149.0
Hauts-de-France;2020-10-26;79;449;2541;452001.0
Hauts-de-France;2020-10-26;89;289;1843;253185.0
Hauts-de-France;2020-10-26;90;150;1028;63751.0
Hauts-de-France;2020-10-27;0;6279;39640;5962662.0
Hauts-de-France;2020-10-27;9;152;1371;731751.0
Hauts-de-France;2020-10-27;19;635;4226;793787.0
Hauts-de-France;2020-10-27;29;1035;7237;690891.0
Hauts-de-France;2020-10-27;39;1043;6911;752457.0
Hauts-de-France;2020-10-27;49;988;5971;759226.0
Hauts-de-France;2020-10-27;59;948;5370;763464.0
Hauts-de-France;2020-10-27;69;671;3743;702149.0
Hauts-de-France;2020-10-27;79;437;2395;452001.0
Hauts-de-France;2020-10-27;89;242;1551;253185.0
Hauts-de-France;2020-10-27;90;126;860;63751.0
Hauts-de-France;2020-10-28;0;5968;39039;5962662.0
Hauts-de-France;2020-10-28;9;142;1345;731751.0
Hauts-de-France;2020-10-28;19;669;4299;793787.0
Hauts-de-France;2020-10-28;29;968;7082;690891.0
Hauts-de-France;2020-10-28;39;982;6461;752457.0
Hauts-de-France;2020-10-28;49;901;5788;759226.0
Hauts-de-France;2020-10-28;59;898;5233;763464.0
Hauts-de-France;2020-10-28;69;593;3503;702149.0
Hauts-de-France;2020-10-28;79;374;2273;452001.0
Hauts-de-France;2020-10-28;89;285;1894;253185.0
Hauts-de-France;2020-10-28;90;155;1149;63751.0
Hauts-de-France;2020-10-29;0;6124;40209;5962662.0
Hauts-de-France;2020-10-29;9;167;1507;731751.0
Hauts-de-France;2020-10-29;19;788;4959;793787.0
Hauts-de-France;2020-10-29;29;1023;7228;690891.0
Hauts-de-France;2020-10-29;39;958;6611;752457.0
Hauts-de-France;2020-10-29;49;922;6068;759226.0
Hauts-de-France;2020-10-29;59;903;5451;763464.0
Hauts-de-France;2020-10-29;69;636;3496;702149.0
Hauts-de-France;2020-10-29;79;393;2208;452001.0
Hauts-de-France;2020-10-29;89;229;1631;253185.0
Hauts-de-France;2020-10-29;90;101;1022;63751.0
Hauts-de-France;2020-10-30;0;6137;42275;5962662.0
Hauts-de-France;2020-10-30;9;244;1853;731751.0
Hauts-de-France;2020-10-30;19;856;5291;793787.0
Hauts-de-France;2020-10-30;29;957;7151;690891.0
Hauts-de-France;2020-10-30;39;917;6902;752457.0
Hauts-de-France;2020-10-30;49;970;6405;759226.0
Hauts-de-France;2020-10-30;59;830;5747;763464.0
Hauts-de-France;2020-10-30;69;600;3680;702149.0
Hauts-de-France;2020-10-30;79;400;2450;452001.0
Hauts-de-France;2020-10-30;89;255;1836;253185.0
Hauts-de-France;2020-10-30;90;106;944;63751.0
Hauts-de-France;2020-10-31;0;3365;21376;5962662.0
Hauts-de-France;2020-10-31;9;111;1024;731751.0
Hauts-de-France;2020-10-31;19;451;2696;793787.0
Hauts-de-France;2020-10-31;29;536;3765;690891.0
Hauts-de-France;2020-10-31;39;532;3523;752457.0
Hauts-de-France;2020-10-31;49;541;3332;759226.0
Hauts-de-France;2020-10-31;59;489;2943;763464.0
Hauts-de-France;2020-10-31;69;309;1849;702149.0
Hauts-de-France;2020-10-31;79;213;1127;452001.0
Hauts-de-France;2020-10-31;89;131;784;253185.0
Hauts-de-France;2020-10-31;90;51;325;63751.0
Hauts-de-France;2020-11-01;0;1304;8220;5962662.0
Hauts-de-France;2020-11-01;9;48;454;731751.0
Hauts-de-France;2020-11-01;19;198;1209;793787.0
Hauts-de-France;2020-11-01;29;227;1560;690891.0
Hauts-de-France;2020-11-01;39;228;1441;752457.0
Hauts-de-France;2020-11-01;49;222;1272;759226.0
Hauts-de-France;2020-11-01;59;175;949;763464.0
Hauts-de-France;2020-11-01;69;81;527;702149.0
Hauts-de-France;2020-11-01;79;56;333;452001.0
Hauts-de-France;2020-11-01;89;43;305;253185.0
Hauts-de-France;2020-11-01;90;26;167;63751.0
Hauts-de-France;2020-11-02;0;7445;44674;5962662.0
Hauts-de-France;2020-11-02;9;263;2026;731751.0
Hauts-de-France;2020-11-02;19;1005;5697;793787.0
Hauts-de-France;2020-11-02;29;1090;6995;690891.0
Hauts-de-France;2020-11-02;39;1134;7180;752457.0
Hauts-de-France;2020-11-02;49;1079;6733;759226.0
Hauts-de-France;2020-11-02;59;1087;6104;763464.0
Hauts-de-France;2020-11-02;69;822;4326;702149.0
Hauts-de-France;2020-11-02;79;528;2771;452001.0
Hauts-de-France;2020-11-02;89;309;1858;253185.0
Hauts-de-France;2020-11-02;90;128;974;63751.0
Hauts-de-France;2020-11-03;0;5929;40056;5962662.0
Hauts-de-France;2020-11-03;9;225;1739;731751.0
Hauts-de-France;2020-11-03;19;703;5028;793787.0
Hauts-de-France;2020-11-03;29;818;6162;690891.0
Hauts-de-France;2020-11-03;39;927;6445;752457.0
Hauts-de-France;2020-11-03;49;886;5846;759226.0
Hauts-de-France;2020-11-03;59;884;5420;763464.0
Hauts-de-France;2020-11-03;69;650;3801;702149.0
Hauts-de-France;2020-11-03;79;427;2434;452001.0
Hauts-de-France;2020-11-03;89;285;2003;253185.0
Hauts-de-France;2020-11-03;90;123;1170;63751.0
Hauts-de-France;2020-11-04;0;5037;37333;5962662.0
Hauts-de-France;2020-11-04;9;195;1614;731751.0
Hauts-de-France;2020-11-04;19;671;5191;793787.0
Hauts-de-France;2020-11-04;29;706;5740;690891.0
Hauts-de-France;2020-11-04;39;704;5727;752457.0
Hauts-de-France;2020-11-04;49;748;5569;759226.0
Hauts-de-France;2020-11-04;59;756;5087;763464.0
Hauts-de-France;2020-11-04;69;569;3343;702149.0
Hauts-de-France;2020-11-04;79;327;2110;452001.0
Hauts-de-France;2020-11-04;89;240;1797;253185.0
Hauts-de-France;2020-11-04;90;120;1138;63751.0
Hauts-de-France;2020-11-05;0;4772;39008;5962662.0
Hauts-de-France;2020-11-05;9;171;1660;731751.0
Hauts-de-France;2020-11-05;19;656;5186;793787.0
Hauts-de-France;2020-11-05;29;654;6021;690891.0
Hauts-de-France;2020-11-05;39;698;6163;752457.0
Hauts-de-France;2020-11-05;49;692;5799;759226.0
Hauts-de-France;2020-11-05;59;724;5228;763464.0
Hauts-de-France;2020-11-05;69;474;3430;702149.0
Hauts-de-France;2020-11-05;79;338;2382;452001.0
Hauts-de-France;2020-11-05;89;227;1954;253185.0
Hauts-de-France;2020-11-05;90;138;1175;63751.0
Hauts-de-France;2020-11-06;0;4538;40221;5962662.0
Hauts-de-France;2020-11-06;9;223;1845;731751.0
Hauts-de-France;2020-11-06;19;678;5564;793787.0
Hauts-de-France;2020-11-06;29;640;5891;690891.0
Hauts-de-France;2020-11-06;39;618;6139;752457.0
Hauts-de-France;2020-11-06;49;641;5996;759226.0
Hauts-de-France;2020-11-06;59;608;5547;763464.0
Hauts-de-France;2020-11-06;69;461;3653;702149.0
Hauts-de-France;2020-11-06;79;312;2455;452001.0
Hauts-de-France;2020-11-06;89;233;1976;253185.0
Hauts-de-France;2020-11-06;90;123;1140;63751.0
Hauts-de-France;2020-11-07;0;2242;19055;5962662.0
Hauts-de-France;2020-11-07;9;100;1044;731751.0
Hauts-de-France;2020-11-07;19;333;2988;793787.0
Hauts-de-France;2020-11-07;29;292;2908;690891.0
Hauts-de-France;2020-11-07;39;343;2994;752457.0
Hauts-de-France;2020-11-07;49;325;2909;759226.0
Hauts-de-France;2020-11-07;59;320;2586;763464.0
Hauts-de-France;2020-11-07;69;206;1601;702149.0
Hauts-de-France;2020-11-07;79;149;1099;452001.0
Hauts-de-France;2020-11-07;89;131;661;253185.0
Hauts-de-France;2020-11-07;90;43;264;63751.0
Hauts-de-France;2020-11-08;0;571;4373;5962662.0
Hauts-de-France;2020-11-08;9;28;285;731751.0
Hauts-de-France;2020-11-08;19;74;616;793787.0
Hauts-de-France;2020-11-08;29;94;758;690891.0
Hauts-de-France;2020-11-08;39;88;701;752457.0
Hauts-de-France;2020-11-08;49;86;622;759226.0
Hauts-de-France;2020-11-08;59;87;546;763464.0
Hauts-de-France;2020-11-08;69;38;328;702149.0
Hauts-de-France;2020-11-08;79;33;228;452001.0
Hauts-de-France;2020-11-08;89;26;177;253185.0
Hauts-de-France;2020-11-08;90;17;110;63751.0
Hauts-de-France;2020-11-09;0;4553;38516;5962662.0
Hauts-de-France;2020-11-09;9;176;1708;731751.0
Hauts-de-France;2020-11-09;19;593;5426;793787.0
Hauts-de-France;2020-11-09;29;602;5183;690891.0
Hauts-de-France;2020-11-09;39;678;5625;752457.0
Hauts-de-France;2020-11-09;49;679;5765;759226.0
Hauts-de-France;2020-11-09;59;634;5231;763464.0
Hauts-de-France;2020-11-09;69;448;3515;702149.0
Hauts-de-France;2020-11-09;79;348;2514;452001.0
Hauts-de-France;2020-11-09;89;262;2248;253185.0
Hauts-de-France;2020-11-09;90;130;1292;63751.0
Hauts-de-France;2020-11-10;0;3597;35240;5962662.0
Hauts-de-France;2020-11-10;9;126;1561;731751.0
Hauts-de-France;2020-11-10;19;484;5261;793787.0
Hauts-de-France;2020-11-10;29;486;4892;690891.0
Hauts-de-France;2020-11-10;39;482;5325;752457.0
Hauts-de-France;2020-11-10;49;502;5106;759226.0
Hauts-de-France;2020-11-10;59;513;4470;763464.0
Hauts-de-France;2020-11-10;69;391;3103;702149.0
Hauts-de-France;2020-11-10;79;286;2314;452001.0
Hauts-de-France;2020-11-10;89;220;2012;253185.0
Hauts-de-France;2020-11-10;90;107;1193;63751.0
Hauts-de-France;2020-11-11;0;765;6438;5962662.0
Hauts-de-France;2020-11-11;9;34;335;731751.0
Hauts-de-France;2020-11-11;19;104;960;793787.0
Hauts-de-France;2020-11-11;29;132;1109;690891.0
Hauts-de-France;2020-11-11;39;105;1021;752457.0
Hauts-de-France;2020-11-11;49;130;996;759226.0
Hauts-de-France;2020-11-11;59;89;739;763464.0
Hauts-de-France;2020-11-11;69;58;446;702149.0
Hauts-de-France;2020-11-11;79;45;321;452001.0
Hauts-de-France;2020-11-11;89;47;332;253185.0
Hauts-de-France;2020-11-11;90;21;177;63751.0
Hauts-de-France;2020-11-12;0;3769;36164;5962662.0
Hauts-de-France;2020-11-12;9;170;1659;731751.0
Hauts-de-France;2020-11-12;19;555;5261;793787.0
Hauts-de-France;2020-11-12;29;519;4998;690891.0
Hauts-de-France;2020-11-12;39;523;5521;752457.0
Hauts-de-France;2020-11-12;49;528;5300;759226.0
Hauts-de-France;2020-11-12;59;540;4892;763464.0
Hauts-de-France;2020-11-12;69;380;3133;702149.0
Hauts-de-France;2020-11-12;79;239;2197;452001.0
Hauts-de-France;2020-11-12;89;221;1999;253185.0
Hauts-de-France;2020-11-12;90;93;1198;63751.0
Hauts-de-France;2020-11-13;0;3143;31248;5962662.0
Hauts-de-France;2020-11-13;9;137;1506;731751.0
Hauts-de-France;2020-11-13;19;445;4691;793787.0
Hauts-de-France;2020-11-13;29;405;4125;690891.0
Hauts-de-France;2020-11-13;39;422;4581;752457.0
Hauts-de-France;2020-11-13;49;432;4610;759226.0
Hauts-de-France;2020-11-13;59;475;4137;763464.0
Hauts-de-France;2020-11-13;69;311;2993;702149.0
Hauts-de-France;2020-11-13;79;213;2072;452001.0
Hauts-de-France;2020-11-13;89;195;1682;253185.0
Hauts-de-France;2020-11-13;90;108;849;63751.0
Hauts-de-France;2020-11-14;0;1422;13947;5962662.0
Hauts-de-France;2020-11-14;9;83;822;731751.0
Hauts-de-France;2020-11-14;19;221;2172;793787.0
Hauts-de-France;2020-11-14;29;218;2010;690891.0
Hauts-de-France;2020-11-14;39;190;2109;752457.0
Hauts-de-France;2020-11-14;49;200;2056;759226.0
Hauts-de-France;2020-11-14;59;211;1867;763464.0
Hauts-de-France;2020-11-14;69;110;1208;702149.0
Hauts-de-France;2020-11-14;79;80;839;452001.0
Hauts-de-France;2020-11-14;89;81;615;253185.0
Hauts-de-France;2020-11-14;90;28;245;63751.0
Hauts-de-France;2020-11-15;0;314;2702;5962662.0
Hauts-de-France;2020-11-15;9;19;205;731751.0
Hauts-de-France;2020-11-15;19;45;339;793787.0
Hauts-de-France;2020-11-15;29;47;376;690891.0
Hauts-de-France;2020-11-15;39;46;400;752457.0
Hauts-de-France;2020-11-15;49;36;387;759226.0
Hauts-de-France;2020-11-15;59;40;314;763464.0
Hauts-de-France;2020-11-15;69;26;241;702149.0
