jour;three_class;P;T;pop;incidence;positivite;incidence hebdo
2021-02-09;0-19;3947;74010;16099691.846810132;24.51599718526307;5.333063099581137;149.48733322972544
2021-02-09;20-59;13337;213908;33157720.0476845;40.2229103232065;6.234923425023842;235.75203568756478
2021-02-09;60+;5299;96113;17857583.105505366;29.673668428099635;5.513302050711142;179.89556487123997
2021-02-09;whole;22588;384162;67114995.0;33.65566815582717;5.879811121349847;200.2741712191143
2021-02-10;0-19;4046;68032;16099691.846810132;25.1309157870723;5.9472013170272815;149.17676827931675
2021-02-10;20-59;12174;202394;33157720.0476845;36.71543152693379;6.015000444677214;234.18075756816836
2021-02-10;60+;4750;80174;17857583.105505366;26.599344222206692;5.9246139646269365;176.72604301234128
2021-02-10;whole;20978;350717;67114995.0;31.25680036182674;5.981460835944651;198.58006396335125
2021-02-11;0-19;3760;73318;16099691.846810132;23.354484270734517;5.1283450175945875;149.03390840212873
2021-02-11;20-59;11800;217484;33157720.0476845;35.5874890765417;5.425686487281823;230.99597888470834
2021-02-11;60+;4728;77920;17857583.105505366;26.476147259493317;6.06776180698152;172.24055359718596
2021-02-11;whole;20294;368850;67114995.0;30.23765404437563;5.5019655686593465;195.7654917503905
2021-02-12;0-19;4164;84242;16099691.846810132;25.863849070036846;4.942902590156929;146.32578203456484
2021-02-12;20-59;12703;237453;33157720.0476845;38.31083675756858;5.349690254492468;229.23469976431002
2021-02-12;60+;4649;87135;17857583.105505366;26.033758166113454;5.335399093360877;167.53666956631153
2021-02-12;whole;21520;408936;67114995.0;32.064369519807016;5.262437153980085;192.99114899732916
2021-02-13;0-19;2404;45411;16099691.846810132;14.931962815650472;5.29387152892471;145.62390524664116
2021-02-13;20-59;7295;127525;33157720.0476845;22.00090956045523;5.720446971182121;227.95596286867837
2021-02-13;60+;2446;45735;17857583.105505366;13.697262308951066;5.3482015961517435;165.5431187151314
2021-02-13;whole;12147;218718;67114995.0;18.098787014734935;5.55372671659397;191.66059686065685
2021-02-14;0-19;394;6984;16099691.846810132;2.4472518092205853;5.641466208476518;145.43756627639593
2021-02-14;20-59;1653;23408;33157720.0476845;4.98526435962063;7.061688311688312;228.0796143137748
2021-02-14;60+;826;12843;17857583.105505366;4.625485963693206;6.431519115471462;165.46472064795014
2021-02-14;whole;2874;43258;67114995.0;4.282202509290212;6.64385778353137;191.65612692066804
2021-02-15;0-19;4678;74796;16099691.846810132;29.056456760238316;6.254345152147174;145.3009176982161
2021-02-15;20-59;17227;241117;33157720.0476845;51.95471816284609;7.144664208662185;229.77755976717253
2021-02-15;60+;6400;111453;17857583.105505366;35.839116425710074;5.742330847980763;162.94478277426745
2021-02-15;whole;28326;427613;67114995.0;42.20517337444486;6.624213950464555;191.80065498030655
2021-02-16;0-19;3819;65787;16099691.846810132;23.72095091221679;5.805098271695016;144.50587142516983
2021-02-16;20-59;13658;209535;33157720.0476845;41.191010661644626;6.518242775669936;230.74566010561063
2021-02-16;60+;5042;90803;17857583.105505366;28.234503909129714;5.552679977533781;161.50561825529752
2021-02-16;whole;22533;366250;67114995.0;33.57371925603213;6.152354948805461;191.7187060805115
2021-02-17;0-19;3930;61833;16099691.846810132;24.410405102124113;6.355829411479307;143.78536074022165
2021-02-17;20-59;13733;201671;33157720.0476845;41.417202329504;6.809605744008806;235.44743090818082
2021-02-17;60+;4774;79475;17857583.105505366;26.733740908803107;6.006920415224914;161.64001494189392
2021-02-17;whole;22442;343051;67114995.0;33.438131076371235;6.541884442837946;193.90003679505602
2021-02-18;0-19;4075;68654;16099691.846810132;25.31104345830935;5.935560928715006;145.7419199277965
2021-02-18;20-59;14365;221099;33157720.0476845;43.32324411733233;6.497089539075255;243.1831859489715
2021-02-18;60+;4903;77963;17857583.105505366;27.45612309925882;6.288880622859562;162.61999078165945
2021-02-18;whole;23352;367806;67114995.0;34.794012872980176;6.348999200665569;198.45639562366057
2021-02-19;0-19;4638;78266;16099691.846810132;28.808004799911355;5.925944854726191;148.68607565767098
2021-02-19;20-59;15474;243608;33157720.0476845;46.667864912746296;6.352008144231716;251.54021410414921
2021-02-19;60+;5248;88536;17857583.105505366;29.38807546908226;5.927532303243878;165.97430808462826
2021-02-19;whole;25367;410515;67114995.0;37.7963225654714;6.17931135281293;204.18834866932494
2021-02-20;0-19;2677;41799;16099691.846810132;16.627647444881998;6.404459436828633;150.3817602869025
2021-02-20;20-59;8818;129370;33157720.0476845;26.594108362452946;6.816108835124063;256.13341290614693
2021-02-20;60+;2790;46907;17857583.105505366;15.623614816832985;5.947939539940734;167.90066059251018
2021-02-20;whole;14291;218116;67114995.0;21.293304126745447;6.552018192154634;207.38286578133545
2021-02-21;0-19;496;6587;16099691.846810132;3.0808043080543404;7.529983300440262;151.01531278573626
2021-02-21;20-59;1982;24681;33157720.0476845;5.9774918092970895;8.030468781653905;257.1256403558234
2021-02-21;60+;937;12686;17857583.105505366;5.247070639201615;7.386094907772348;168.5222452680186
2021-02-21;whole;3415;43974;67114995.0;5.088281687274208;7.765952608359485;208.18894495931946
2021-02-22;0-19;5389;59877;16099691.846810132;33.472690355050084;9.000116906324632;155.43154638054804
2021-02-22;20-59;20619;243189;33157720.0476845;62.18461332789944;8.478590725731838;267.35553552087674
2021-02-22;60+;7069;111288;17857583.105505366;39.58542406458508;6.351987635683991;172.2685529068936
2021-02-22;whole;33087;414462;67114995.0;49.29896813670328;7.983120286057588;215.28273972157788
2021-02-23;0-19;4133;49610;16099691.846810132;25.671298800783447;8.330981656924006;157.3818942691147
2021-02-23;20-59;15885;207870;33157720.0476845;47.90739525261567;7.64179535286477;274.07192011184776
2021-02-23;60+;5641;92725;17857583.105505366;31.588821212098516;6.083580479913723;175.62287020986236
2021-02-23;whole;25675;350314;67114995.0;38.255236404323654;7.329139001010522;219.96425686986942
2021-02-24;0-19;4239;48359;16099691.846810132;26.3296964956499;8.765689943960792;159.30118566264048
2021-02-24;20-59;14822;203935;33157720.0476845;44.701505346822124;7.268002059479736;277.35622312916587
2021-02-24;60+;5165;81910;17857583.105505366;28.923286927936328;6.305701379562935;177.81241622899557
2021-02-24;whole;24235;334298;67114995.0;36.10966520968973;7.249519889439961;222.63579100318788
2021-02-25;0-19;4272;53888;16099691.846810132;26.53466936291964;7.927553444180522;160.52481156725074
2021-02-25;20-59;14959;218460;33157720.0476845;45.11468212677858;6.84747779913943;279.1476611386122
2021-02-25;60+;4942;77733;17857583.105505366;27.674517714977995;6.357660195798438;178.03081084471478
2021-02-25;whole;24181;350191;67114995.0;36.02920628989096;6.905088937179996;223.87098442009867
2021-02-26;0-19;4806;63132;16099691.846810132;29.8515030332846;7.612621174681619;161.56830980062398
2021-02-26;20-59;15164;241741;33157720.0476845;45.73293935226088;6.272829184954146;278.21273557812674
2021-02-26;60+;5043;91473;17857583.105505366;28.240103771071233;5.513102226886622;176.88283914670376
2021-02-26;whole;25017;396444;67114995.0;37.27482956677565;6.310349002633411;223.34949142140294
2021-02-27;0-19;2780;32908;16099691.846810132;17.267411242723924;8.447793849519874;162.20807359846594
2021-02-27;20-59;8863;127757;33157720.0476845;26.729823363168567;6.937388949333501;278.34845057884235
2021-02-27;60+;2810;48912;17857583.105505366;15.735612055663326;5.745011449133137;176.9948363855341
2021-02-27;whole;14454;209635;67114995.0;21.536170866138036;6.894841033224414;223.59235816079553
2021-02-28;0-19;516;6408;16099691.846810132;3.205030288217822;8.05243445692884;162.33229957862943
2021-02-28;20-59;1947;25231;33157720.0476845;5.871935697629381;7.716697713130673;278.24289446717466
2021-02-28;60+;830;13088;17857583.105505366;4.647885411459275;6.341687041564792;176.39565115779175
2021-02-28;whole;3295;44742;67114995.0;4.90948408772138;7.364445040454159;223.4135605612427
2021-03-01;0-19;5600;57929;16099691.846810132;34.783274445774815;9.667006162716428;163.64288366935415
2021-03-01;20-59;19687;241991;33157720.0476845;59.3738048686336;8.135426524126931;275.43208600790877
2021-03-01;60+;6534;112369;17857583.105505366;36.589497925873374;5.81477097776077;173.39972501908005
2021-03-01;whole;31832;412378;67114995.0;47.429043241379965;7.719131476460916;221.54363566591937
2021-03-02;0-19;4338;51726;16099691.846810132;26.944615097459135;8.386498086068901;164.91619996602986
2021-03-02;20-59;15101;200781;33157720.0476845;45.542938351259004;7.521129987399205;273.06762910655215
2021-03-02;60+;5151;91597;17857583.105505366;28.844888860755088;5.623546622705984;170.6557926677366
2021-03-02;whole;24602;344176;67114995.0;36.656487868322124;7.1480870252429;219.94488712991784
2021-03-03;0-19;4552;47996;16099691.846810132;28.273833085208384;9.484123676973082;166.86033655558836
2021-03-03;20-59;14606;198107;33157720.0476845;44.050073343387126;7.372783394832086;272.41619710311716
2021-03-03;60+;4431;79450;17857583.105505366;24.812988262862707;5.577092511013216;166.545494002663
2021-03-03;whole;23598;325647;67114995.0;35.16054795206347;7.246496973716939;218.9957698722916
2021-03-04;0-19;4514;60952;16099691.846810132;28.037803722897767;7.405827536422102;168.36347091556644
2021-03-04;20-59;14655;212386;33157720.0476845;44.19785189972192;6.900172327742883;271.4993668760605
2021-03-04;60+;4565;76823;17857583.105505366;25.56336976302601;5.942230842325865;164.434346050711
2021-03-04;whole;23743;350274;67114995.0;35.37659505152314;6.77840776078156;218.34315863392376
2021-03-05;0-19;5136;74818;16099691.846810132;31.901231705982042;6.86465823732257;170.4131995882639
2021-03-05;20-59;15341;235678;33157720.0476845;46.266751688409;6.509305068780286;272.03317921220855
2021-03-05;60+;4997;91993;17857583.105505366;27.98251012176144;5.431935038535541;164.17675240140122
2021-03-05;whole;25512;402664;67114995.0;38.012369664931065;6.3358035483678705;219.08069873207918
2021-03-06;0-19;3074;34254;16099691.846810132;19.093533151127104;8.97413440766042;172.23932149666706
2021-03-06;20-59;9606;131382;33157720.0476845;28.970628819428782;7.311503858976115;274.2739846684688
2021-03-06;60+;2948;51144;17857583.105505366;16.5083930035927;5.764117002972001;164.94953334933058
2021-03-06;whole;15631;216816;67114995.0;23.289877321752016;7.209338794184932;220.83440518769316
2021-03-07;0-19;641;6559;16099691.846810132;3.981442664239581;9.772831224271993;173.01573387268883
2021-03-07;20-59;2130;26725;33157720.0476845;6.423843367206256;7.970065481758653;274.82589233804566
2021-03-07;60+;811;13395;17857583.105505366;4.541488034570448;6.054497946995148;164.8431359724418
2021-03-07;whole;3582;46687;67114995.0;5.337108346651892;7.672371323923148;221.26202944662367
2021-03-08;0-19;6434;75189;16099691.846810132;39.96349781859199;8.557102767692083;178.195957245506
2021-03-08;20-59;21402;249423;33157720.0476845;64.5460543403513;8.580604034110728;279.99814180976335
2021-03-08;60+;6381;111315;17857583.105505366;35.732719048821245;5.732381080716885;163.98635709538962
2021-03-08;whole;34225;436027;67114995.0;50.99456537246259;7.849284562653231;224.8275515777063
2021-03-09;0-19;5504;77020;16099691.846810132;34.1869897409901;7.146195793300442;185.438331889037
2021-03-09;20-59;16825;209446;33157720.0476845;50.742330823119836;8.03309683641607;285.19753428162426
2021-03-09;60+;5467;90659;17857583.105505366;30.614445234274523;6.030289325935649;165.75591346890906
2021-03-09;whole;27809;377224;67114995.0;41.43485371637143;7.37201238521409;229.6059174257556
2021-03-10;0-19;5653;63960;16099691.846810132;35.11247329320804;8.83833646028768;192.2769720970366
2021-03-10;20-59;17391;210818;33157720.0476845;52.449323943231924;8.24929560094489;293.59678488146903
2021-03-10;60+;5056;80553;17857583.105505366;28.312901976310958;6.276612913237248;169.25582718235734
2021-03-10;whole;28107;355449;67114995.0;41.87886775526095;7.907463517973043;236.3242372289531
2021-03-11;0-19;6308;108734;16099691.846810132;39.18087414356206;5.801313296668935;203.4200425177009
2021-03-11;20-59;19274;246428;33157720.0476845;58.12824275095465;7.8213514698005095;307.5271757327017
2021-03-11;60+;5317;79407;17857583.105505366;29.774465943046945;6.6958832344755495;173.46692336237825
2021-03-11;whole;30907;434687;67114995.0;46.05081174482692;7.110173527158622;246.99845392225686
2021-03-12;0-19;7103;121297;16099691.846810132;44.11885685506044;5.85587442393464;215.63766766677932
2021-03-12;20-59;19467;271065;33157720.0476845;58.710309309579436;7.18167229262354;319.97073335387216
2021-03-12;60+;5570;96344;17857583.105505366;31.191231014250793;5.781366769077472;176.67564425486762
2021-03-12;whole;32152;488855;67114995.0;47.905836840187504;6.577001360321567;256.8919210975133
2021-03-13;0-19;4312;49541;16099691.846810132;26.783121323246608;8.703901818695625;223.32725583889882
2021-03-13;20-59;13052;156230;33157720.0476845;39.36338198534087;8.354349356717659;330.3634865197843
2021-03-13;60+;3478;55038;17857583.105505366;19.476319832596815;6.319270322322759;179.64357108387173
2021-03-13;whole;20844;260872;67114995.0;31.057143042326082;7.990125425496029;264.65918681808733
2021-03-14;0-19;869;9188;16099691.846810132;5.39761883810327;9.457988680888114;224.74343201276253
2021-03-14;20-59;3123;33513;33157720.0476845;9.418621049664385;9.31877181989079;333.3582642022424
2021-03-14;60+;976;14806;17857583.105505366;5.465465254920786;6.591922193705255;180.56754830422204
2021-03-14;whole;4969;57527;67114995.0;7.403710601483319;8.637683174857024;266.7257890729188
2021-03-15;0-19;8597;113250;16099691.846810132;53.39853757327251;7.591169977924944;238.178471767443
2021-03-15;20-59;27964;283587;33157720.0476845;84.33631733359425;9.860818725823115;353.14852719548537
2021-03-15;60+;8025;115588;17857583.105505366;44.938892080675515;6.942762224452366;189.77372133607633
2021-03-15;whole;44592;512568;67114995.0;66.44118799383058;8.69972374397153;282.1724116942868
2021-03-16;0-19;7506;123023;16099691.846810132;46.6220103553546;6.101298131243752;250.6134923818075
2021-03-16;20-59;21495;245933;33157720.0476845;64.82653200849694;8.740185335030272;367.23272838086245
2021-03-16;60+;6144;91441;17857583.105505366;34.40555176868167;6.719086624162028;193.5648278704835
2021-03-16;whole;35157;460518;67114995.0;52.383226728989555;7.6342292809401595;293.1207847069049
2021-03-17;0-19;7046;87681;16099691.846810132;43.764812811594524;8.035948495112967;259.26583190019403
2021-03-17;20-59;20036;237955;33157720.0476845;60.42635009640589;8.420079426782374;375.20975453403645
2021-03-17;60+;5437;80915;17857583.105505366;30.44644937602901;6.719396897979362;195.69837527020155
2021-03-17;whole;32530;406650;67114995.0;48.469049278778904;7.999508176564614;299.71096623042286
2021-03-18;0-19;7745;136376;16099691.846810132;48.1065108183082;5.679151756907374;268.1914685749402
2021-03-18;20-59;20585;267306;33157720.0476845;62.082073105136516;7.700912063328171;379.16358488821834
2021-03-18;60+;5910;81183;17857583.105505366;33.09518407436664;7.279849229518495;199.01909340152125
2021-03-18;whole;34249;485010;67114995.0;51.03032489237316;7.061503886517803;304.6904793779691
2021-03-19;0-19;8614;152868;16099691.846810132;53.50412965641147;5.634926865007719;277.5767413762912
2021-03-19;20-59;21690;297558;33157720.0476845;65.41463034493133;7.289335188433851;385.8679059235702
2021-03-19;60+;6146;96745;17857583.105505366;34.4167514925647;6.352783089565352;202.24461387983513
2021-03-19;whole;36461;547308;67114995.0;54.326160644130276;6.661879599786593;311.1108031819118
2021-03-20;0-19;5180;60925;16099691.846810132;32.1745288623417;8.50225687320476;282.9681489153863
2021-03-20;20-59;13746;165487;33157720.0476845;41.456408885266285;8.306392647156574;387.96093282349557
2021-03-20;60+;3737;55935;17857583.105505366;20.92668407544977;6.680968981853938;203.6949781226881
2021-03-20;whole;22667;282420;67114995.0;33.77337657553279;8.025989660788897;313.8270367151186
2021-03-21;0-19;1020;11077;16099691.846810132;6.335524988337555;9.208269387018147;283.9060550656206
2021-03-21;20-59;3271;34037;33157720.0476845;9.864972607573552;9.610130152481124;388.40728438140474
2021-03-21;60+;1087;14153;17857583.105505366;6.0870499304291945;7.680350455733767;204.31656279819651
2021-03-21;whole;5379;59307;67114995.0;8.01460239995548;9.069755678081846;314.43792851359075
2021-03-22;0-19;11206;146383;16099691.846810132;69.60381668559867;7.6552605152237625;300.11133417794673
2021-03-22;20-59;32248;316709;33157720.0476845;97.25638540172176;10.182217745627689;401.3273524495323
2021-03-22;60+;8883;122106;17857583.105505366;49.74357362649728;7.274826789838337;209.12124434401824
2021-03-22;whole;52352;585381;67114995.0;78.00343276491341;8.943235260454301;326.00017328467356
2021-03-23;0-19;9760;153776;16099691.846810132;60.622278319778964;6.346894183747789;314.1116021423711
2021-03-23;20-59;25958;282173;33157720.0476845;78.28644419058216;9.199320983935387;414.7872646316175
2021-03-23;60+;7082;101466;17857583.105505366;39.6582222698248;6.979677921668342;214.37391484516138
2021-03-23;whole;42817;537541;67114995.0;63.79647350044502;7.965345899196527;337.41342005612904
2021-03-24;0-19;9520;115594;16099691.846810132;59.13156655781718;8.235721577244494;329.47835588859374
2021-03-24;20-59;24955;275919;33157720.0476845;75.26150761907611;9.044320978258112;429.6224221542877
2021-03-24;60+;6705;91486;17857583.105505366;37.54707431787282;7.32899022801303;221.4745397870052
2021-03-24;whole;41191;483109;67114995.0;61.373766026504214;8.526233210310718;350.3181368038544
2021-03-25;0-19;9823;166977;16099691.846810132;61.013590157293926;5.882846140486414;342.3854352275795
2021-03-25;20-59;24960;303746;33157720.0476845;75.27658706360008;8.21739216318898;442.81693611275125
2021-03-25;60+;6643;89679;17857583.105505366;37.19988287749875;7.407531306102879;225.57923859013732
2021-03-25;whole;41439;560566;67114995.0;61.74328106558005;7.39234987494782;361.03109297706123
