jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc;taux hosp;taux rea
2020-05-25;60+;13942;1081;0.0;0.0;0.0;40625;16822;78.07327564990179;6.053450794544816
2020-05-25;whole;16742;1572;0.0;0.0;0.0;65190;18093;24.94524509761194;2.3422485541420364
2020-05-26;0-19;83;20;0.0;0.0;0.0;1092;6;0.5155378447946609;0.12422598669750866
2020-05-26;20-59;2537;446;0.0;0.0;0.0;23127;1165;7.651310162459904;1.345086453471469
2020-05-26;60+;13476;1042;0.0;0.0;0.0;41186;16896;75.46373996973723;5.8350561775353365
2020-05-26;whole;16209;1519;0.0;0.0;0.0;65870;18175;24.151085759598136;2.2632796143395377
2020-05-27;0-19;84;19;0.0;0.0;0.0;1097;6;0.5217491441295364;0.11801468736263324
2020-05-27;20-59;2443;428;0.0;0.0;0.0;23241;1170;7.367816605001791;1.2908004531071497
2020-05-27;60+;12991;1009;0.0;0.0;0.0;41766;16955;72.74780691205522;5.650260732373469
2020-05-27;whole;15627;1467;0.0;0.0;0.0;66575;18240;23.283917401766924;2.185800654533313
2020-05-28;0-19;81;17;0.0;0.0;0.0;1104;6;0.5031152461249101;0.10559208869288236
2020-05-28;20-59;2379;402;0.0;0.0;0.0;23335;1182;7.174799714817545;1.2123873414697994
2020-05-28;60+;12590;966;0.0;0.0;0.0;42269;17010;70.5022622602398;5.40946666746558
2020-05-28;whole;15155;1395;0.0;0.0;0.0;67182;18306;22.580646843525802;2.0785220948016163
2020-05-29;0-19;80;17;0.0;0.0;0.0;1108;6;0.49690394679003463;0.10559208869288236
2020-05-29;20-59;2308;393;0.0;0.0;0.0;23445;1187;6.960671602269396;1.1852443412876397
2020-05-29;60+;12152;910;0.0;0.0;0.0;42762;17066;68.0495227153641;5.095874396887865
2020-05-29;whole;14643;1328;0.0;0.0;0.0;67794;18367;21.81777708543374;1.9786934350512877
2020-05-30;0-19;78;16;0.0;0.0;0.0;1116;6;0.4844813481202838;0.09938078935800694
2020-05-30;20-59;2241;379;0.0;0.0;0.0;23562;1187;6.7586070453577625;1.1430218965598358
2020-05-30;60+;11907;891;0.0;0.0;0.0;43101;17123;66.6775565315866;4.989477019370426
2020-05-30;whole;14329;1293;0.0;0.0;0.0;68259;18424;21.349923366603843;1.9265441351817132
2020-05-31;0-19;77;15;0.0;0.0;0.0;1119;6;0.47827004878540835;0.0931694900231315
2020-05-31;20-59;2239;379;0.0;0.0;0.0;23587;1187;6.7525752675395045;1.1430218965598358
2020-05-31;60+;11850;886;0.0;0.0;0.0;43160;17154;66.3583643990343;4.961477709497416
2020-05-31;whole;14271;1287;0.0;0.0;0.0;68346;18455;21.263504526819975;1.917604255204072
2020-06-01;0-19;77;15;0.0;0.0;0.0;1121;6;0.47827004878540835;0.0931694900231315
2020-06-01;20-59;2230;375;0.0;0.0;0.0;23609;1187;6.725432267357345;1.1309583409233204
2020-06-01;60+;11823;873;0.0;0.0;0.0;43221;17185;66.20716812572003;4.888679503827589
2020-06-01;whole;14237;1270;0.0;0.0;0.0;68431;18486;21.212845206946675;1.8922745952674214
2020-06-02;0-19;72;14;0.0;0.0;0.0;1128;6;0.4472135521110312;0.08695819068825607
2020-06-02;20-59;2201;365;0.0;0.0;0.0;23699;1195;6.6379714889926085;1.1007994518320319
2020-06-02;60+;11602;836;0.0;0.0;0.0;43492;17261;64.96959862933298;4.681484610767313
2020-06-02;whole;13978;1221;0.0;0.0;0.0;68803;18570;20.826940387911822;1.8192655754500167
2020-06-03;0-19;68;13;0.0;0.0;0.0;1134;6;0.42236835477152945;0.08074689135338063
2020-06-03;20-59;2145;354;0.0;0.0;0.0;23802;1199;6.469081710081392;1.0676246738316144
2020-06-03;60+;11152;807;0.0;0.0;0.0;44023;17337;62.44966074076206;4.519088613503854
2020-06-03;whole;13465;1179;0.0;0.0;0.0;69446;18651;20.062580649823484;1.7566864156065272
2020-06-04;0-19;73;14;0.0;0.0;0.0;1136;6;0.45342485144590666;0.08695819068825607
2020-06-04;20-59;2126;339;0.0;0.0;0.0;23862;1201;6.411779820807945;1.0223863401946816
2020-06-04;60+;10757;773;0.0;0.0;0.0;44482;17379;60.23771526079425;4.328693306367385
2020-06-04;whole;13054;1133;0.0;0.0;0.0;69967;18695;19.450198871355052;1.6881473357779435
2020-06-05;0-19;78;15;0.0;0.0;0.0;1138;6;0.4844813481202838;0.0931694900231315
2020-06-05;20-59;2081;321;0.0;0.0;0.0;23947;1204;6.276064819897146;0.9681003398303623
2020-06-05;60+;10392;723;0.0;0.0;0.0;44922;17422;58.193765640064505;4.048700207637282
2020-06-05;whole;12650;1065;0.0;0.0;0.0;70494;18741;18.848246952860535;1.5868286960313414
2020-06-06;0-19;79;14;0.0;0.0;0.0;1141;6;0.4906926474551593;0.08695819068825607
2020-06-06;20-59;2053;313;0.0;0.0;0.0;24007;1208;6.191619930441538;0.9439732285573313
2020-06-06;60+;10205;697;0.0;0.0;0.0;45159;17449;57.14659145081392;3.903103796297629
2020-06-06;whole;12433;1030;0.0;0.0;0.0;70796;18772;18.524921293669173;1.5346793961617669
2020-06-07;0-19;79;14;0.0;0.0;0.0;1141;6;0.4906926474551593;0.08695819068825607
2020-06-07;20-59;2049;310;0.0;0.0;0.0;24020;1209;6.179556374805022;0.9349255618299449
2020-06-07;60+;10190;694;0.0;0.0;0.0;45182;17461;57.062593521194884;3.8863042103738223
2020-06-07;whole;12415;1024;0.0;0.0;0.0;70832;18785;18.49810165373625;1.5257395161841254
2020-06-08;0-19;76;13;0.0;0.0;0.0;1148;6;0.47205874945053294;0.08074689135338063
2020-06-08;20-59;2020;297;0.0;0.0;0.0;24075;1215;6.092095596440286;0.8957190060112697
2020-06-08;60+;10076;679;0.0;0.0;0.0;45339;17509;56.42420925609026;3.8023062807547916
2020-06-08;whole;12269;995;0.0;0.0;0.0;71052;18839;18.28056457428031;1.4825300962921921
2020-06-09;0-19;72;10;0.0;0.0;0.0;1157;6;0.4472135521110312;0.06211299334875433
2020-06-09;20-59;1947;281;0.0;0.0;0.0;24181;1221;5.87193570607388;0.847464783465208
2020-06-09;60+;9804;629;0.0;0.0;0.0;45666;17556;54.90104679899849;3.5223131820246896
2020-06-09;whole;11915;926;0.0;0.0;0.0;71496;18892;17.75311165559947;1.3797214765493164
2020-06-10;0-19;71;11;0.0;0.0;0.0;1161;6;0.44100225277615573;0.06832429268362977
2020-06-10;20-59;1922;276;0.0;0.0;0.0;24233;1224;5.796538483345659;0.8323853389195639
2020-06-10;60+;9549;611;0.0;0.0;0.0;45938;17576;53.47308199547498;3.4215156664818527
2020-06-10;whole;11632;904;0.0;0.0;0.0;71822;18915;17.33144731665405;1.3469419166312984
2020-06-11;0-19;70;12;0.0;0.0;0.0;1165;6;0.4347909534412804;0.0745355920185052
2020-06-11;20-59;1886;267;0.0;0.0;0.0;24297;1226;5.6879664826170195;0.8052423387374041
2020-06-11;60+;9375;590;0.0;0.0;0.0;46186;17602;52.498706011894214;3.3039185650152096
2020-06-11;whole;11420;875;0.0;0.0;0.0;72139;18942;17.015571557444055;1.303732496739365
2020-06-12;0-19;69;12;0.0;0.0;0.0;1169;6;0.4285796541064049;0.0745355920185052
2020-06-12;20-59;1843;265;0.0;0.0;0.0;24372;1230;5.558283259524479;0.7992105609191463
2020-06-12;60+;9080;568;0.0;0.0;0.0;46527;17626;50.84674672938661;3.1807216015739646
2020-06-12;whole;11079;851;0.0;0.0;0.0;72562;18970;16.507488378714772;1.2679729768287997
2020-06-13;0-19;68;11;0.0;0.0;0.0;1170;6;0.42236835477152945;0.06832429268362977
2020-06-13;20-59;1787;263;0.0;0.0;0.0;24435;1234;5.389393480613263;0.7931787831008886
2020-06-13;60+;8925;563;0.0;0.0;0.0;46697;17646;49.97876812332329;3.1527222917009543
2020-06-13;whole;10864;843;0.0;0.0;0.0;72798;18994;16.187142679515954;1.2560531368586112
2020-06-14;0-19;65;11;0.0;0.0;0.0;1174;6;0.4037344567669031;0.06832429268362977
2020-06-14;20-59;1786;261;0.0;0.0;0.0;24449;1234;5.386377591704134;0.7871470052826309
2020-06-14;60+;8901;564;0.0;0.0;0.0;46730;17655;49.84437143593285;3.158322153675556
2020-06-14;whole;10836;841;0.0;0.0;0.0;72849;19003;16.145423239620296;1.253073176866064
2020-06-15;0-19;69;11;0.0;0.0;0.0;1176;6;0.4285796541064049;0.06832429268362977
2020-06-15;20-59;1784;251;0.0;0.0;0.0;24483;1236;5.380345813885876;0.7569881161913425
2020-06-15;60+;8771;551;0.0;0.0;0.0;46878;17682;49.116389379234576;3.0855239480057293
2020-06-15;whole;10707;818;0.0;0.0;0.0;73034;19032;15.953215820101006;1.218803636951772
2020-06-16;0-19;65;9;0.0;0.0;0.0;1189;6;0.4037344567669031;0.0559016940138789
2020-06-16;20-59;1757;246;0.0;0.0;0.0;24538;1237;5.298916813339397;0.7419086716456982
2020-06-16;60+;8582;532;0.0;0.0;0.0;47101;17719;48.058015466034796;2.9791265704882908
2020-06-16;whole;10490;792;0.0;0.0;0.0;73325;19070;15.629890160909644;1.1800641570486596
2020-06-17;0-19;63;9;0.0;0.0;0.0;1197;6;0.3913118580971523;0.0559016940138789
2020-06-17;20-59;1710;226;0.0;0.0;0.0;24612;1241;5.157170034610341;0.6815908934631212
2020-06-17;60+;8364;505;0.0;0.0;0.0;47351;17743;46.83724555557155;2.827930297174035
2020-06-17;whole;10222;744;0.0;0.0;0.0;73657;19098;15.23057552190833;1.1085451172275287
2020-06-18;0-19;64;9;0.0;0.0;0.0;1198;6;0.39752315743202776;0.0559016940138789
2020-06-18;20-59;1695;216;0.0;0.0;0.0;24650;1246;5.111931700973408;0.6514320043718326
2020-06-18;60+;8236;495;0.0;0.0;0.0;47531;17766;46.12046322282249;2.7719316774280145
2020-06-18;whole;10080;724;0.0;0.0;0.0;73877;19126;15.018998362437486;1.0787455173020575
2020-06-19;0-19;64;8;0.0;0.0;0.0;1203;6;0.39752315743202776;0.04969039467900347
2020-06-19;20-59;1688;214;0.0;0.0;0.0;24681;1247;5.090820478609507;0.6454002265535749
2020-06-19;60+;8087;474;0.0;0.0;0.0;47723;17779;45.28608378860678;2.6543345759613715
2020-06-19;whole;9925;699;0.0;0.0;0.0;74107;19140;14.788051463015083;1.0414960173952186
2020-06-20;0-19;60;7;0.0;0.0;0.0;1207;6;0.372677960092526;0.043479095344128034
2020-06-20;20-59;1658;207;0.0;0.0;0.0;24737;1249;5.00034381133564;0.6242890041896729
2020-06-20;60+;7990;470;0.0;0.0;0.0;47856;17793;44.74289717707038;2.6319351280629637
2020-06-20;whole;9792;687;0.0;0.0;0.0;74302;19156;14.589884123510702;1.0236162574399357
2020-06-21;0-19;59;7;0.0;0.0;0.0;1212;6;0.36646666075765055;0.043479095344128034
2020-06-21;20-59;1655;205;0.0;0.0;0.0;24764;1250;4.991296144608254;0.6182572263714152
2020-06-21;60+;7982;472;0.0;0.0;0.0;47884;17799;44.698098281273566;2.6431348520121674
2020-06-21;whole;9778;687;0.0;0.0;0.0;74362;19163;14.569024403562869;1.0236162574399357
2020-06-22;0-19;70;7;0.0;0.0;0.0;1217;6;0.4347909534412804;0.043479095344128034
2020-06-22;20-59;1637;205;0.0;0.0;0.0;24819;1252;4.937010144243935;0.6182572263714152
2020-06-22;60+;7857;458;0.0;0.0;0.0;48064;17820;43.99811553444831;2.564736784367739
2020-06-22;whole;9648;673;0.0;0.0;0.0;74602;19186;14.375327004047307;1.002756537492106
2020-06-23;0-19;70;7;0.0;0.0;0.0;1218;6;0.4347909534412804;0.043479095344128034
2020-06-23;20-59;1592;202;0.0;0.0;0.0;24886;1253;4.801295143333136;0.6092095596440287
2020-06-23;60+;7700;442;0.0;0.0;0.0;48254;17845;43.11893720443578;2.475138992774106
2020-06-23;whole;9446;654;0.0;0.0;0.0;74861;19212;14.074351044800046;0.9744469175629084
2020-06-24;0-19;65;5;0.0;0.0;0.0;1224;6;0.4037344567669031;0.031056496674377165
2020-06-24;20-59;1570;200;0.0;0.0;0.0;24939;1256;4.734945587332302;0.6031777818257709
2020-06-24;60+;7541;422;0.0;0.0;0.0;48445;17853;42.228559150474055;2.363141753282065
2020-06-24;whole;9254;630;0.0;0.0;0.0;75117;19223;13.788274885515525;0.9386873976523429
2020-06-25;0-19;57;6;0.0;0.0;0.0;1234;6;0.3540440620878997;0.0372677960092526
2020-06-25;20-59;1553;200;0.0;0.0;0.0;24990;1258;4.683675475877111;0.6031777818257709
2020-06-25;60+;7408;414;0.0;0.0;0.0;48606;17872;41.48377750785198;2.318342857485249
2020-06-25;whole;9096;623;0.0;0.0;0.0;75341;19244;13.552858046104301;0.9282575376784278
2020-06-26;0-19;54;6;0.0;0.0;0.0;1238;6;0.3354101640832734;0.0372677960092526
2020-06-26;20-59;1517;195;0.0;0.0;0.0;25043;1259;4.575103475148472;0.5880983372801266
2020-06-26;60+;7193;402;0.0;0.0;0.0;48845;17897;40.27980718331254;2.2511445137900243
2020-06-26;whole;8841;606;0.0;0.0;0.0;75639;19270;13.172913147054544;0.9029278777417774
2020-06-27;0-19;54;6;0.0;0.0;0.0;1242;7;0.3354101640832734;0.0372677960092526
2020-06-27;20-59;1502;190;0.0;0.0;0.0;25085;1260;4.529865141511539;0.5730188927344824
2020-06-27;60+;7083;395;0.0;0.0;0.0;48961;17910;39.66382236610632;2.21194547996781
2020-06-27;whole;8715;594;0.0;0.0;0.0;75803;19285;12.985175667524075;0.8850481177864946
2020-06-28;0-19;56;6;0.0;0.0;0.0;1243;7;0.34783276275302427;0.0372677960092526
2020-06-28;20-59;1509;191;0.0;0.0;0.0;25100;1260;4.550976363875441;0.5760347816436112
2020-06-28;60+;7086;394;0.0;0.0;0.0;48975;17912;39.68062195203013;2.206345617993208
2020-06-28;whole;8727;594;0.0;0.0;0.0;75833;19287;13.003055427479357;0.8850481177864946
2020-06-29;0-19;58;6;0.0;0.0;0.0;1246;7;0.36025536142277514;0.0372677960092526
2020-06-29;20-59;1489;192;0.0;0.0;0.0;25144;1261;4.490658585692865;0.5790506705527401
2020-06-29;60+;7020;389;0.0;0.0;0.0;49083;17929;39.311031061706394;2.1783463081201972
2020-06-29;whole;8643;591;0.0;0.0;0.0;75989;19305;12.87789710779238;0.8805781777976739
2020-06-30;0-19;54;6;0.0;0.0;0.0;1252;7;0.3354101640832734;0.0372677960092526
2020-06-30;20-59;1463;184;0.0;0.0;0.0;25226;1262;4.412245474055514;0.5549235592797093
2020-06-30;60+;6897;379;0.0;0.0;0.0;49271;17949;38.622248038830335;2.1223476883741768
2020-06-30;whole;8491;574;0.0;0.0;0.0;76264;19326;12.651420148358799;0.8552485178610235
2020-07-01;0-19;53;6;0.0;0.0;0.0;1258;7;0.329198864748398;0.0372677960092526
2020-07-01;20-59;1432;177;0.0;0.0;0.0;25296;1261;4.31875291787252;0.5338123369158072
2020-07-01;60+;6736;366;0.0;0.0;0.0;49465;17968;37.720670260919405;2.04954948270435
2020-07-01;whole;8291;554;0.0;0.0;0.0;76539;19344;12.353424149104086;0.8254489179355522
2020-07-02;0-19;49;6;0.0;0.0;0.0;1263;7;0.30435366740889624;0.0372677960092526
2020-07-02;20-59;1402;177;0.0;0.0;0.0;25365;1261;4.228276250598654;0.5338123369158072
2020-07-02;60+;6584;358;0.0;0.0;0.0;49644;17982;36.8694912407799;2.0047505869075337
2020-07-02;whole;8103;545;0.0;0.0;0.0;76792;19358;12.073307909804656;0.8120390979690902
2020-07-03;0-19;48;6;0.0;0.0;0.0;1267;7;0.2981423680740208;0.0372677960092526
2020-07-03;20-59;1381;172;0.0;0.0;0.0;25444;1262;4.164942583506948;0.518732892370163
2020-07-03;60+;6449;351;0.0;0.0;0.0;49816;17998;36.11350987420862;1.9655515530853196
2020-07-03;whole;7946;533;0.0;0.0;0.0;77049;19376;11.839381050389708;0.7941593380138074
2020-07-04;0-19;47;6;0.0;0.0;0.0;1272;7;0.29193106873914537;0.0372677960092526
2020-07-04;20-59;1362;167;0.0;0.0;0.0;25479;1262;4.1076406942335;0.5036534478245187
2020-07-04;60+;6386;340;0.0;0.0;0.0;49887;18010;35.760718569808695;1.903953071364697
2020-07-04;whole;7863;517;0.0;0.0;0.0;77160;19388;11.715712710699004;0.7703196580734305
2020-07-05;0-19;44;6;0.0;0.0;0.0;1275;7;0.2732971707345191;0.0372677960092526
2020-07-05;20-59;1364;167;0.0;0.0;0.0;25483;1262;4.113672472051757;0.5036534478245187
2020-07-05;60+;6386;344;0.0;0.0;0.0;49899;18012;35.760718569808695;1.9263525192631052
2020-07-05;whole;7863;521;0.0;0.0;0.0;77179;19390;11.715712710699004;0.7762795780585248
2020-07-06;0-19;46;6;0.0;0.0;0.0;1276;7;0.2857197694042699;0.0372677960092526
2020-07-06;20-59;1351;166;0.0;0.0;0.0;25524;1263;4.074465916233082;0.5006375589153899
2020-07-06;60+;6341;345;0.0;0.0;0.0;49986;18024;35.508724780951596;1.931952381237707
2020-07-06;whole;7806;521;0.0;0.0;0.0;77308;19403;11.63078385091141;0.7762795780585248
2020-07-07;0-19;47;5;0.0;0.0;0.0;1279;7;0.29193106873914537;0.031056496674377165
2020-07-07;20-59;1303;161;0.0;0.0;0.0;25602;1266;3.9297032485948975;0.4855581143697456
2020-07-07;60+;6133;341;0.0;0.0;0.0;50241;18054;34.34395349023438;1.909552933339299
2020-07-07;whole;7550;511;0.0;0.0;0.0;77644;19437;11.249348971865379;0.7613797780957892
2020-07-08;0-19;43;4;0.0;0.0;0.0;1286;7;0.2670858713996436;0.024845197339501735
2020-07-08;20-59;1238;158;0.0;0.0;0.0;25708;1266;3.733670469501522;0.476510447642359
2020-07-08;60+;5910;337;0.0;0.0;0.0;50467;18086;33.09518426989811;1.8871534854408907
2020-07-08;whole;7254;503;0.0;0.0;0.0;77985;19469;10.808314892968404;0.7494599381256006
2020-07-09;0-19;44;5;0.0;0.0;0.0;1290;7;0.2732971707345191;0.031056496674377165
2020-07-09;20-59;1222;155;0.0;0.0;0.0;25746;1266;3.6854162469554606;0.46746278091497245
2020-07-09;60+;5806;323;0.0;0.0;0.0;50598;18100;32.5127986245395;1.8087554177964622
2020-07-09;whole;7134;486;0.0;0.0;0.0;78159;19483;10.629517293415578;0.7241302781889501
2020-07-10;0-19;47;5;0.0;0.0;0.0;1292;7;0.29193106873914537;0.031056496674377165
2020-07-10;20-59;1210;156;0.0;0.0;0.0;25797;1266;3.649225580045914;0.4704786698241013
2020-07-10;60+;5702;307;0.0;0.0;0.0;50762;18125;31.93041297918089;1.7191576262028294
2020-07-10;whole;7020;471;0.0;0.0;0.0;78377;19508;10.459659573840392;0.7017805782448467
2020-07-11;0-19;51;6;0.0;0.0;0.0;1292;7;0.3167762660786471;0.0372677960092526
2020-07-11;20-59;1208;156;0.0;0.0;0.0;25826;1266;3.6431938022276564;0.4704786698241013
2020-07-11;60+;5675;305;0.0;0.0;0.0;50810;18131;31.779216705866634;1.707957902253625
2020-07-11;whole;6995;470;0.0;0.0;0.0;78454;19514;10.422410073933554;0.7002905982485732
2020-07-12;0-19;48;6;0.0;0.0;0.0;1295;7;0.2981423680740208;0.0372677960092526
2020-07-12;20-59;1209;159;0.0;0.0;0.0;25841;1266;3.646209691136785;0.47952633655148785
2020-07-12;60+;5672;305;0.0;0.0;0.0;50824;18132;31.76241711994283;1.707957902253625
2020-07-12;whole;6991;473;0.0;0.0;0.0;78486;19515;10.416450153948459;0.7047605382373939
2020-07-13;0-19;49;6;0.0;0.0;0.0;1298;7;0.30435366740889624;0.0372677960092526
2020-07-13;20-59;1206;155;0.0;0.0;0.0;25863;1271;3.637162024409399;0.46746278091497245
2020-07-13;60+;5623;303;0.0;0.0;0.0;50899;18145;31.48802388318733;1.696758178304421
2020-07-13;whole;6941;467;0.0;0.0;0.0;78586;19533;10.341951154134781;0.6958206582597525
2020-07-14;0-19;48;6;0.0;0.0;0.0;1301;7;0.2981423680740208;0.0372677960092526
2020-07-14;20-59;1198;153;0.0;0.0;0.0;25892;1271;3.613034913136368;0.46143100309671475
2020-07-14;60+;5598;303;0.0;0.0;0.0;50951;18151;31.348027333822277;1.696758178304421
2020-07-14;whole;6907;465;0.0;0.0;0.0;78670;19539;10.291291834261479;0.6928406982672054
2020-07-15;0-19;45;6;0.0;0.0;0.0;1308;7;0.2795084700693945;0.0372677960092526
2020-07-15;20-59;1198;154;0.0;0.0;0.0;25935;1275;3.613034913136368;0.4644468920058436
2020-07-15;60+;5567;294;0.0;0.0;0.0;51040;18167;31.174431612609613;1.6463594205330025
2020-07-15;whole;6873;457;0.0;0.0;0.0;78809;19559;10.240632514388178;0.680920858297017
2020-07-16;0-19;48;6;0.0;0.0;0.0;1312;7;0.2981423680740208;0.0372677960092526
2020-07-16;20-59;1183;150;0.0;0.0;0.0;25984;1275;3.567796579499435;0.4523833363693282
2020-07-16;60+;5461;297;0.0;0.0;0.0;51202;18184;30.580846243301796;1.663159006456809
2020-07-16;whole;6754;456;0.0;0.0;0.0;79025;19577;10.063324894831625;0.6794308783007434
2020-07-17;0-19;45;6;0.0;0.0;0.0;1319;7;0.2795084700693945;0.0372677960092526
2020-07-17;20-59;1175;152;0.0;0.0;0.0;26034;1276;3.5436694682264043;0.4584151141875859
2020-07-17;60+;5365;290;0.0;0.0;0.0;51351;18197;30.043259493739995;1.6239599726345946
2020-07-17;whole;6646;452;0.0;0.0;0.0;79233;19591;9.90240705523408;0.6734709583156492
2020-07-18;0-19;46;7;0.0;0.0;0.0;1320;7;0.2857197694042699;0.043479095344128034
2020-07-18;20-59;1162;152;0.0;0.0;0.0;26063;1278;3.5044629124077287;0.4584151141875859
2020-07-18;60+;5345;287;0.0;0.0;0.0;51410;18203;29.931262254247958;1.6071603867107884
2020-07-18;whole;6614;450;0.0;0.0;0.0;79322;19599;9.854727695353326;0.670490998323102
2020-07-19;0-19;47;7;0.0;0.0;0.0;1322;7;0.29193106873914537;0.043479095344128034
2020-07-19;20-59;1158;151;0.0;0.0;0.0;26087;1278;3.4923993567712137;0.45539922527845705
2020-07-19;60+;5318;286;0.0;0.0;0.0;51445;18204;29.780065980933703;1.6015605247361864
2020-07-19;whole;6583;448;0.0;0.0;0.0;79384;19600;9.808538315468846;0.6675110383305549
2020-07-20;0-19;44;5;0.0;0.0;0.0;1331;8;0.2732971707345191;0.031056496674377165
2020-07-20;20-59;1156;153;0.0;0.0;0.0;26141;1281;3.4863675789529553;0.46143100309671475
2020-07-20;60+;5289;280;0.0;0.0;0.0;51527;18216;29.617669983670243;1.5679613528885739
2020-07-20;whole;6547;442;0.0;0.0;0.0;79530;19616;9.754899035602998;0.6585711583529136
2020-07-21;0-19;48;5;0.0;0.0;0.0;1336;7;0.2981423680740208;0.031056496674377165
2020-07-21;20-59;1139;150;0.0;0.0;0.0;26205;1283;3.4350974674977652;0.4523833363693282
2020-07-21;60+;5194;271;0.0;0.0;0.0;51650;18227;29.085683096083045;1.5175625951171556
2020-07-21;whole;6440;430;0.0;0.0;0.0;79723;19629;9.595471176001727;0.6406913983976308
2020-07-22;0-19;44;5;0.0;0.0;0.0;1345;7;0.2732971707345191;0.031056496674377165
2020-07-22;20-59;1097;141;0.0;0.0;0.0;26286;1283;3.3084301333143533;0.4252403361871685
2020-07-22;60+;5124;270;0.0;0.0;0.0;51783;18234;28.693692757860905;1.5119627331425534
2020-07-22;whole;6324;420;0.0;0.0;0.0;79946;19636;9.422633496433994;0.6257915984348953
2020-07-23;0-19;43;5;0.0;0.0;0.0;1352;7;0.2670858713996436;0.031056496674377165
2020-07-23;20-59;1052;136;0.0;0.0;0.0;26371;1284;3.1727151324035545;0.4101608916415242
2020-07-23;60+;4764;265;0.0;0.0;0.0;52200;18243;26.677742447004167;1.4839634232695431
2020-07-23;whole;5915;411;0.0;0.0;0.0;80461;19646;8.813231677958107;0.6123817784684331
2020-07-24;0-19;49;5;0.0;0.0;0.0;1353;7;0.30435366740889624;0.031056496674377165
2020-07-24;20-59;1017;119;0.0;0.0;0.0;26443;1286;3.067159020584045;0.3588907801863337
2020-07-24;60+;4559;257;0.0;0.0;0.0;52468;18251;25.529770742210747;1.439164527472727
2020-07-24;whole;5678;385;0.0;0.0;0.0;80804;19656;8.460106418841274;0.5736422985653206
2020-07-25;0-19;49;4;0.0;0.0;0.0;1363;7;0.30435366740889624;0.024845197339501735
2020-07-25;20-59;1018;113;0.0;0.0;0.0;26478;1286;3.070174909493174;0.3407954467315606
2020-07-25;60+;4515;248;0.0;0.0;0.0;52533;18259;25.283376815328257;1.3887657697013083
2020-07-25;whole;5634;368;0.0;0.0;0.0;80915;19664;8.394547299005238;0.5483126386286701
2020-07-26;0-19;54;4;0.0;0.0;0.0;1364;7;0.3354101640832734;0.024845197339501735
2020-07-26;20-59;1026;113;0.0;0.0;0.0;26496;1286;3.0943020207662046;0.3407954467315606
2020-07-26;60+;4508;247;0.0;0.0;0.0;52546;18260;25.244177781506043;1.3831659077267062
2020-07-26;whole;5640;367;0.0;0.0;0.0;80947;19665;8.403487178982878;0.5468226586323965
2020-07-27;0-19;57;4;0.0;0.0;0.0;1367;7;0.3540440620878997;0.024845197339501735
2020-07-27;20-59;1017;117;0.0;0.0;0.0;26544;1289;3.067159020584045;0.352859002368076
2020-07-27;60+;4487;250;0.0;0.0;0.0;52618;18265;25.1265806800394;1.3999654936505126
2020-07-27;whole;5614;374;0.0;0.0;0.0;81071;19673;8.364747699079766;0.5572525186063114
2020-07-28;0-19;51;4;0.0;0.0;0.0;1379;7;0.3167762660786471;0.024845197339501735
2020-07-28;20-59;998;115;0.0;0.0;0.0;26623;1290;3.009857131310597;0.3468272245498183
2020-07-28;60+;4408;239;0.0;0.0;0.0;52756;18280;24.684191584045834;1.33836701192989
2020-07-28;whole;5510;361;0.0;0.0;0.0;81300;19688;8.209789779467316;0.5378827786547552
2020-07-29;0-19;52;4;0.0;0.0;0.0;1383;7;0.3229875654135225;0.024845197339501735
2020-07-29;20-59;972;108;0.0;0.0;0.0;26688;1293;2.9314440196732465;0.3257160021859163
2020-07-29;60+;4331;240;0.0;0.0;0.0;52874;18292;24.253002212001476;1.343966873904492
2020-07-29;whole;5409;356;0.0;0.0;0.0;81489;19703;8.059301799843686;0.5304328786733874
2020-07-30;0-19;51;5;0.0;0.0;0.0;1393;7;0.3167762660786471;0.031056496674377165
2020-07-30;20-59;960;108;0.0;0.0;0.0;26736;1293;2.8952533527637003;0.3257160021859163
2020-07-30;60+;4270;240;0.0;0.0;0.0;52982;18308;23.911410631550755;1.343966873904492
2020-07-30;whole;5334;357;0.0;0.0;0.0;81656;19719;7.947553300123168;0.5319228586696609
2020-07-31;0-19;49;4;0.0;0.0;0.0;1405;7;0.30435366740889624;0.024845197339501735
2020-07-31;20-59;949;102;0.0;0.0;0.0;26794;1293;2.862078574763283;0.3076206687311432
2020-07-31;60+;4209;238;0.0;0.0;0.0;53126;18319;23.56981905110003;1.3327671499552878
2020-07-31;whole;5257;347;0.0;0.0;0.0;81870;19730;7.8328248404101055;0.5170230587069253
2020-08-01;0-19;50;4;0.0;0.0;0.0;1406;7;0.31056496674377165;0.024845197339501735
2020-08-01;20-59;940;97;0.0;0.0;0.0;26825;1293;2.8349355745811233;0.2925412241854989
2020-08-01;60+;4137;240;0.0;0.0;0.0;53239;18325;23.166628988928682;1.343966873904492
2020-08-01;whole;5177;344;0.0;0.0;0.0;82016;19736;7.713626440708221;0.5125531187181046
2020-08-02;0-19;53;4;0.0;0.0;0.0;1406;7;0.329198864748398;0.024845197339501735
2020-08-02;20-59;943;96;0.0;0.0;0.0;26832;1293;2.8439832413085098;0.28952533527637003
2020-08-02;60+;4141;242;0.0;0.0;0.0;53245;18326;23.189028436827087;1.355166597853696
2020-08-02;whole;5188;345;0.0;0.0;0.0;82029;19737;7.730016220667229;0.5140430987143781
