reg;jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc
;;;sum;sum;sum;sum;sum;sum;sum
24;2020-11-08;60+;733;98;0.0;0.0;0.0;2372;733
24;2020-11-08;whole;872;143;0.0;0.0;0.0;3340;762
24;2020-11-09;0-19;1;1;0.0;0.0;0.0;84;0
24;2020-11-09;20-59;145;44;0.0;0.0;0.0;887;28
24;2020-11-09;60+;774;101;0.0;0.0;0.0;2397;748
24;2020-11-09;whole;923;147;0.0;0.0;0.0;3379;778
24;2020-11-10;0-19;1;1;0.0;0.0;0.0;83;0
24;2020-11-10;20-59;151;39;0.0;0.0;0.0;900;28
24;2020-11-10;60+;796;103;0.0;0.0;0.0;2431;761
24;2020-11-10;whole;952;144;0.0;0.0;0.0;3425;791
24;2020-11-11;0-19;2;1;0.0;0.0;0.0;83;0
24;2020-11-11;20-59;150;35;0.0;0.0;0.0;911;29
24;2020-11-11;60+;816;106;0.0;0.0;0.0;2473;764
24;2020-11-11;whole;971;143;0.0;0.0;0.0;3479;795
24;2020-11-12;0-19;2;1;0.0;0.0;0.0;81;0
24;2020-11-12;20-59;173;42;0.0;0.0;0.0;951;32
24;2020-11-12;60+;850;112;0.0;0.0;0.0;2484;774
24;2020-11-12;whole;1028;156;0.0;0.0;0.0;3531;809
24;2020-11-13;0-19;2;1;0.0;0.0;0.0;82;0
24;2020-11-13;20-59;149;43;0.0;0.0;0.0;980;32
24;2020-11-13;60+;850;123;0.0;0.0;0.0;2552;782
24;2020-11-13;whole;1003;167;0.0;0.0;0.0;3629;818
24;2020-11-14;0-19;1;1;0.0;0.0;0.0;83;0
24;2020-11-14;20-59;151;40;0.0;0.0;0.0;993;32
24;2020-11-14;60+;860;123;0.0;0.0;0.0;2587;788
24;2020-11-14;whole;1014;164;0.0;0.0;0.0;3678;824
24;2020-11-15;0-19;1;1;0.0;0.0;0.0;83;0
24;2020-11-15;20-59;150;37;0.0;0.0;0.0;1002;32
24;2020-11-15;60+;893;127;0.0;0.0;0.0;2589;791
24;2020-11-15;whole;1046;165;0.0;0.0;0.0;3689;827
24;2020-11-16;0-19;1;0;0.0;0.0;0.0;84;1
24;2020-11-16;20-59;151;39;0.0;0.0;0.0;1009;33
24;2020-11-16;60+;929;133;0.0;0.0;0.0;2608;801
24;2020-11-16;whole;1085;172;0.0;0.0;0.0;3716;838
24;2020-11-17;0-19;1;0;0.0;0.0;0.0;84;0
24;2020-11-17;20-59;147;36;0.0;0.0;0.0;1030;34
24;2020-11-17;60+;924;131;0.0;0.0;0.0;2673;819
24;2020-11-17;whole;1075;168;0.0;0.0;0.0;3803;857
24;2020-11-18;0-19;1;0;0.0;0.0;0.0;84;0
24;2020-11-18;20-59;147;32;0.0;0.0;0.0;1041;34
24;2020-11-18;60+;927;124;0.0;0.0;0.0;2704;833
24;2020-11-18;whole;1078;157;0.0;0.0;0.0;3845;871
24;2020-11-19;0-19;1;0;0.0;0.0;0.0;84;0
24;2020-11-19;20-59;142;36;0.0;0.0;0.0;1057;35
24;2020-11-19;60+;907;124;0.0;0.0;0.0;2763;860
24;2020-11-19;whole;1053;161;0.0;0.0;0.0;3920;899
24;2020-11-20;0-19;2;0;0.0;0.0;0.0;84;0
24;2020-11-20;20-59;121;39;0.0;0.0;0.0;1079;35
24;2020-11-20;60+;891;123;0.0;0.0;0.0;2813;866
24;2020-11-20;whole;1018;163;0.0;0.0;0.0;3992;905
24;2020-11-21;0-19;1;0;0.0;0.0;0.0;85;0
24;2020-11-21;20-59;112;36;0.0;0.0;0.0;1094;35
24;2020-11-21;60+;880;121;0.0;0.0;0.0;2845;871
24;2020-11-21;whole;997;158;0.0;0.0;0.0;4040;910
24;2020-11-22;0-19;1;0;0.0;0.0;0.0;85;0
24;2020-11-22;20-59;113;37;0.0;0.0;0.0;1100;35
24;2020-11-22;60+;882;120;0.0;0.0;0.0;2857;877
24;2020-11-22;whole;1000;158;0.0;0.0;0.0;4058;916
24;2020-11-23;0-19;2;0;0.0;0.0;0.0;85;0
24;2020-11-23;20-59;113;34;0.0;0.0;0.0;1105;35
24;2020-11-23;60+;887;123;0.0;0.0;0.0;2869;897
24;2020-11-23;whole;1006;158;0.0;0.0;0.0;4075;936
24;2020-11-24;0-19;0;0;0.0;0.0;0.0;87;0
24;2020-11-24;20-59;110;30;0.0;0.0;0.0;1116;37
24;2020-11-24;60+;853;112;0.0;0.0;0.0;2931;910
24;2020-11-24;whole;966;143;0.0;0.0;0.0;4151;951
24;2020-11-25;0-19;0;0;0.0;0.0;0.0;87;0
24;2020-11-25;20-59;112;25;0.0;0.0;0.0;1122;37
24;2020-11-25;60+;852;110;0.0;0.0;0.0;2971;923
24;2020-11-25;whole;966;135;0.0;0.0;0.0;4197;964
24;2020-11-26;0-19;0;0;0.0;0.0;0.0;88;0
24;2020-11-26;20-59;108;27;0.0;0.0;0.0;1131;37
24;2020-11-26;60+;833;107;0.0;0.0;0.0;3009;928
24;2020-11-26;whole;945;134;0.0;0.0;0.0;4245;969
24;2020-11-27;0-19;0;0;0.0;0.0;0.0;88;0
24;2020-11-27;20-59;113;28;0.0;0.0;0.0;1139;37
24;2020-11-27;60+;808;106;0.0;0.0;0.0;3059;947
24;2020-11-27;whole;925;134;0.0;0.0;0.0;4303;988
24;2020-11-28;0-19;0;0;0.0;0.0;0.0;88;0
24;2020-11-28;20-59;111;26;0.0;0.0;0.0;1145;37
24;2020-11-28;60+;807;104;0.0;0.0;0.0;3076;954
24;2020-11-28;whole;921;130;0.0;0.0;0.0;4326;996
24;2020-11-29;0-19;0;0;0.0;0.0;0.0;88;0
24;2020-11-29;20-59;111;27;0.0;0.0;0.0;1149;37
24;2020-11-29;60+;810;98;0.0;0.0;0.0;3080;966
24;2020-11-29;whole;925;125;0.0;0.0;0.0;4334;1008
24;2020-11-30;0-19;0;0;0.0;0.0;0.0;88;0
24;2020-11-30;20-59;114;28;0.0;0.0;0.0;1155;37
24;2020-11-30;60+;789;99;0.0;0.0;0.0;3115;978
24;2020-11-30;whole;906;127;0.0;0.0;0.0;4375;1020
24;2020-12-01;0-19;0;0;0.0;0.0;0.0;88;0
24;2020-12-01;20-59;117;25;0.0;0.0;0.0;1163;37
24;2020-12-01;60+;790;95;0.0;0.0;0.0;3157;994
24;2020-12-01;whole;911;120;0.0;0.0;0.0;4425;1036
24;2020-12-02;0-19;0;0;0.0;0.0;0.0;88;0
24;2020-12-02;20-59;107;22;0.0;0.0;0.0;1183;37
24;2020-12-02;60+;787;95;0.0;0.0;0.0;3193;1004
24;2020-12-02;whole;899;117;0.0;0.0;0.0;4481;1046
24;2020-12-03;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-03;20-59;104;25;0.0;0.0;0.0;1191;38
24;2020-12-03;60+;791;93;0.0;0.0;0.0;3231;1018
24;2020-12-03;whole;900;119;0.0;0.0;0.0;4528;1061
24;2020-12-04;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-04;20-59;101;21;0.0;0.0;0.0;1195;38
24;2020-12-04;60+;781;94;0.0;0.0;0.0;3271;1025
24;2020-12-04;whole;886;116;0.0;0.0;0.0;4572;1069
24;2020-12-05;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-05;20-59;98;19;0.0;0.0;0.0;1204;38
24;2020-12-05;60+;767;92;0.0;0.0;0.0;3298;1031
24;2020-12-05;whole;872;112;0.0;0.0;0.0;4608;1075
24;2020-12-06;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-06;20-59;103;20;0.0;0.0;0.0;1205;39
24;2020-12-06;60+;788;91;0.0;0.0;0.0;3307;1035
24;2020-12-06;whole;898;112;0.0;0.0;0.0;4618;1080
24;2020-12-07;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-07;20-59;100;19;0.0;0.0;0.0;1213;40
24;2020-12-07;60+;818;94;0.0;0.0;0.0;3320;1050
24;2020-12-07;whole;925;114;0.0;0.0;0.0;4639;1096
24;2020-12-08;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-08;20-59;96;19;0.0;0.0;0.0;1220;40
24;2020-12-08;60+;827;95;0.0;0.0;0.0;3353;1063
24;2020-12-08;whole;926;114;0.0;0.0;0.0;4682;1109
24;2020-12-09;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-09;20-59;89;18;0.0;0.0;0.0;1235;40
24;2020-12-09;60+;828;92;0.0;0.0;0.0;3410;1074
24;2020-12-09;whole;920;110;0.0;0.0;0.0;4754;1120
24;2020-12-10;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-10;20-59;88;18;0.0;0.0;0.0;1243;40
24;2020-12-10;60+;818;92;0.0;0.0;0.0;3452;1082
24;2020-12-10;whole;909;110;0.0;0.0;0.0;4804;1128
24;2020-12-11;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-11;20-59;85;18;0.0;0.0;0.0;1248;41
24;2020-12-11;60+;816;87;0.0;0.0;0.0;3472;1099
24;2020-12-11;whole;904;105;0.0;0.0;0.0;4829;1146
24;2020-12-12;0-19;0;0;0.0;0.0;0.0;89;0
24;2020-12-12;20-59;80;17;0.0;0.0;0.0;1255;42
24;2020-12-12;60+;817;84;0.0;0.0;0.0;3501;1104
24;2020-12-12;whole;901;101;0.0;0.0;0.0;4866;1152
24;2020-12-13;0-19;1;0;0.0;0.0;0.0;89;0
24;2020-12-13;20-59;83;17;0.0;0.0;0.0;1258;42
24;2020-12-13;60+;830;86;0.0;0.0;0.0;3509;1107
24;2020-12-13;whole;918;103;0.0;0.0;0.0;4877;1155
24;2020-12-14;0-19;0;0;0.0;0.0;0.0;90;0
24;2020-12-14;20-59;88;19;0.0;0.0;0.0;1264;42
24;2020-12-14;60+;846;90;0.0;0.0;0.0;3537;1118
24;2020-12-14;whole;938;109;0.0;0.0;0.0;4912;1166
24;2020-12-15;0-19;0;0;0.0;0.0;0.0;90;0
24;2020-12-15;20-59;87;16;0.0;0.0;0.0;1271;42
24;2020-12-15;60+;858;84;0.0;0.0;0.0;3561;1130
24;2020-12-15;whole;949;100;0.0;0.0;0.0;4943;1178
24;2020-12-16;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-16;20-59;96;16;0.0;0.0;0.0;1275;43
24;2020-12-16;60+;843;81;0.0;0.0;0.0;3608;1142
24;2020-12-16;whole;944;97;0.0;0.0;0.0;4995;1191
24;2020-12-17;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-17;20-59;94;15;0.0;0.0;0.0;1284;43
24;2020-12-17;60+;849;82;0.0;0.0;0.0;3622;1152
24;2020-12-17;whole;949;97;0.0;0.0;0.0;5018;1201
24;2020-12-18;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-18;20-59;102;16;0.0;0.0;0.0;1290;43
24;2020-12-18;60+;838;87;0.0;0.0;0.0;3657;1162
24;2020-12-18;whole;946;103;0.0;0.0;0.0;5060;1211
24;2020-12-19;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-19;20-59;102;14;0.0;0.0;0.0;1295;43
24;2020-12-19;60+;836;88;0.0;0.0;0.0;3680;1166
24;2020-12-19;whole;944;102;0.0;0.0;0.0;5088;1215
24;2020-12-20;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-20;20-59;103;12;0.0;0.0;0.0;1298;43
24;2020-12-20;60+;841;90;0.0;0.0;0.0;3683;1171
24;2020-12-20;whole;951;102;0.0;0.0;0.0;5094;1220
24;2020-12-21;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-21;20-59;104;15;0.0;0.0;0.0;1308;43
24;2020-12-21;60+;858;92;0.0;0.0;0.0;3698;1186
24;2020-12-21;whole;969;107;0.0;0.0;0.0;5119;1235
24;2020-12-22;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-22;20-59;98;12;0.0;0.0;0.0;1321;44
24;2020-12-22;60+;831;88;0.0;0.0;0.0;3768;1204
24;2020-12-22;whole;934;100;0.0;0.0;0.0;5202;1255
24;2020-12-23;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-23;20-59;94;12;0.0;0.0;0.0;1329;44
24;2020-12-23;60+;814;82;0.0;0.0;0.0;3801;1211
24;2020-12-23;whole;915;94;0.0;0.0;0.0;5243;1262
24;2020-12-24;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-24;20-59;79;15;0.0;0.0;0.0;1353;44
24;2020-12-24;60+;799;85;0.0;0.0;0.0;3855;1218
24;2020-12-24;whole;883;100;0.0;0.0;0.0;5322;1269
24;2020-12-25;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-25;20-59;77;17;0.0;0.0;0.0;1358;44
24;2020-12-25;60+;792;83;0.0;0.0;0.0;3869;1224
24;2020-12-25;whole;873;100;0.0;0.0;0.0;5342;1275
24;2020-12-26;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-26;20-59;79;17;0.0;0.0;0.0;1362;44
24;2020-12-26;60+;790;79;0.0;0.0;0.0;3873;1230
24;2020-12-26;whole;873;96;0.0;0.0;0.0;5350;1281
24;2020-12-27;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-27;20-59;81;17;0.0;0.0;0.0;1366;44
24;2020-12-27;60+;793;79;0.0;0.0;0.0;3881;1232
24;2020-12-27;whole;877;96;0.0;0.0;0.0;5362;1284
24;2020-12-28;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-28;20-59;79;16;0.0;0.0;0.0;1372;44
24;2020-12-28;60+;796;87;0.0;0.0;0.0;3907;1243
24;2020-12-28;whole;877;103;0.0;0.0;0.0;5395;1295
24;2020-12-29;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-29;20-59;79;16;0.0;0.0;0.0;1381;44
24;2020-12-29;60+;787;90;0.0;0.0;0.0;3940;1258
24;2020-12-29;whole;869;106;0.0;0.0;0.0;5438;1310
24;2020-12-30;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-30;20-59;77;16;0.0;0.0;0.0;1386;44
24;2020-12-30;60+;795;94;0.0;0.0;0.0;3977;1266
24;2020-12-30;whole;876;111;0.0;0.0;0.0;5480;1318
24;2020-12-31;0-19;0;0;0.0;0.0;0.0;91;0
24;2020-12-31;20-59;79;17;0.0;0.0;0.0;1394;44
24;2020-12-31;60+;798;97;0.0;0.0;0.0;4011;1273
24;2020-12-31;whole;881;115;0.0;0.0;0.0;5522;1325
24;2021-01-01;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-01;20-59;81;19;0.0;0.0;0.0;1398;44
24;2021-01-01;60+;794;95;0.0;0.0;0.0;4038;1278
24;2021-01-01;whole;879;115;0.0;0.0;0.0;5553;1330
24;2021-01-02;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-02;20-59;85;21;0.0;0.0;0.0;1399;44
24;2021-01-02;60+;804;96;0.0;0.0;0.0;4039;1280
24;2021-01-02;whole;893;118;0.0;0.0;0.0;5555;1332
24;2021-01-03;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-03;20-59;85;20;0.0;0.0;0.0;1403;44
24;2021-01-03;60+;815;97;0.0;0.0;0.0;4042;1281
24;2021-01-03;whole;904;118;0.0;0.0;0.0;5562;1333
24;2021-01-04;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-04;20-59;91;18;0.0;0.0;0.0;1405;44
24;2021-01-04;60+;807;91;0.0;0.0;0.0;4060;1297
24;2021-01-04;whole;902;110;0.0;0.0;0.0;5582;1349
24;2021-01-05;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-05;20-59;94;18;0.0;0.0;0.0;1415;44
24;2021-01-05;60+;814;92;0.0;0.0;0.0;4077;1308
24;2021-01-05;whole;912;111;0.0;0.0;0.0;5609;1360
24;2021-01-06;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-06;20-59;95;18;0.0;0.0;0.0;1419;44
24;2021-01-06;60+;818;94;0.0;0.0;0.0;4114;1323
24;2021-01-06;whole;917;113;0.0;0.0;0.0;5650;1375
24;2021-01-07;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-07;20-59;106;18;0.0;0.0;0.0;1426;44
24;2021-01-07;60+;786;95;0.0;0.0;0.0;4176;1333
24;2021-01-07;whole;895;114;0.0;0.0;0.0;5719;1385
24;2021-01-08;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-08;20-59;102;17;0.0;0.0;0.0;1432;44
24;2021-01-08;60+;791;95;0.0;0.0;0.0;4213;1342
24;2021-01-08;whole;896;113;0.0;0.0;0.0;5762;1394
24;2021-01-09;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-09;20-59;100;16;0.0;0.0;0.0;1439;44
24;2021-01-09;60+;804;93;0.0;0.0;0.0;4242;1348
24;2021-01-09;whole;907;110;0.0;0.0;0.0;5798;1400
24;2021-01-10;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-10;20-59;103;18;0.0;0.0;0.0;1439;44
24;2021-01-10;60+;813;91;0.0;0.0;0.0;4246;1355
24;2021-01-10;whole;920;110;0.0;0.0;0.0;5802;1407
24;2021-01-11;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-11;20-59;102;19;0.0;0.0;0.0;1445;44
24;2021-01-11;60+;835;95;0.0;0.0;0.0;4255;1365
24;2021-01-11;whole;942;115;0.0;0.0;0.0;5817;1417
24;2021-01-12;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-12;20-59;98;18;0.0;0.0;0.0;1452;44
24;2021-01-12;60+;838;93;0.0;0.0;0.0;4275;1377
24;2021-01-12;whole;943;113;0.0;0.0;0.0;5846;1429
24;2021-01-13;0-19;0;0;0.0;0.0;0.0;91;0
24;2021-01-13;20-59;108;18;0.0;0.0;0.0;1458;44
24;2021-01-13;60+;859;93;0.0;0.0;0.0;4299;1387
24;2021-01-13;whole;975;113;0.0;0.0;0.0;5876;1439
24;2021-01-14;0-19;1;0;0.0;0.0;0.0;91;0
24;2021-01-14;20-59;111;17;0.0;0.0;0.0;1464;44
24;2021-01-14;60+;881;92;0.0;0.0;0.0;4319;1397
24;2021-01-14;whole;1002;111;0.0;0.0;0.0;5902;1449
24;2021-01-15;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-15;20-59;102;18;0.0;0.0;0.0;1476;45
24;2021-01-15;60+;880;96;0.0;0.0;0.0;4357;1410
24;2021-01-15;whole;990;115;0.0;0.0;0.0;5953;1463
24;2021-01-16;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-16;20-59;112;18;0.0;0.0;0.0;1482;45
24;2021-01-16;60+;881;97;0.0;0.0;0.0;4394;1418
24;2021-01-16;whole;1002;116;0.0;0.0;0.0;5996;1471
24;2021-01-17;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-17;20-59;120;17;0.0;0.0;0.0;1483;45
24;2021-01-17;60+;898;101;0.0;0.0;0.0;4395;1421
24;2021-01-17;whole;1027;119;0.0;0.0;0.0;5998;1474
24;2021-01-18;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-18;20-59;113;15;0.0;0.0;0.0;1493;46
24;2021-01-18;60+;881;95;0.0;0.0;0.0;4429;1437
24;2021-01-18;whole;1003;111;0.0;0.0;0.0;6042;1491
24;2021-01-19;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-19;20-59;121;15;0.0;0.0;0.0;1500;46
24;2021-01-19;60+;858;97;0.0;0.0;0.0;4484;1459
24;2021-01-19;whole;989;113;0.0;0.0;0.0;6104;1513
24;2021-01-20;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-20;20-59;108;19;0.0;0.0;0.0;1520;46
24;2021-01-20;60+;870;100;0.0;0.0;0.0;4522;1470
24;2021-01-20;whole;989;121;0.0;0.0;0.0;6163;1525
24;2021-01-21;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-21;20-59;110;17;0.0;0.0;0.0;1525;48
24;2021-01-21;60+;863;101;0.0;0.0;0.0;4553;1483
24;2021-01-21;whole;982;119;0.0;0.0;0.0;6199;1539
24;2021-01-22;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-22;20-59;115;21;0.0;0.0;0.0;1536;48
24;2021-01-22;60+;866;100;0.0;0.0;0.0;4582;1497
24;2021-01-22;whole;991;122;0.0;0.0;0.0;6239;1554
24;2021-01-23;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-23;20-59;117;23;0.0;0.0;0.0;1539;48
24;2021-01-23;60+;898;97;0.0;0.0;0.0;4599;1505
24;2021-01-23;whole;1024;121;0.0;0.0;0.0;6259;1562
24;2021-01-24;0-19;0;0;0.0;0.0;0.0;92;0
24;2021-01-24;20-59;121;22;0.0;0.0;0.0;1543;48
24;2021-01-24;60+;914;102;0.0;0.0;0.0;4605;1512
24;2021-01-24;whole;1044;125;0.0;0.0;0.0;6269;1569
24;2021-01-25;0-19;1;0;0.0;0.0;0.0;92;0
24;2021-01-25;20-59;139;30;0.0;0.0;0.0;1549;48
24;2021-01-25;60+;940;108;0.0;0.0;0.0;4621;1526
24;2021-01-25;whole;1090;141;0.0;0.0;0.0;6291;1583
24;2021-01-26;0-19;1;0;0.0;0.0;0.0;93;0
24;2021-01-26;20-59;143;29;0.0;0.0;0.0;1559;48
24;2021-01-26;60+;932;101;0.0;0.0;0.0;4669;1545
24;2021-01-26;whole;1090;136;0.0;0.0;0.0;6351;1603
24;2021-01-27;0-19;0;0;0.0;0.0;0.0;95;0
24;2021-01-27;20-59;141;30;0.0;0.0;0.0;1572;48
24;2021-01-27;60+;936;97;0.0;0.0;0.0;4706;1557
24;2021-01-27;whole;1091;133;0.0;0.0;0.0;6403;1615
24;2021-01-28;0-19;0;0;0.0;0.0;0.0;95;0
24;2021-01-28;20-59;136;33;0.0;0.0;0.0;1584;48
24;2021-01-28;60+;943;98;0.0;0.0;0.0;4733;1570
24;2021-01-28;whole;1092;137;0.0;0.0;0.0;6442;1628
24;2021-01-29;0-19;0;0;0.0;0.0;0.0;95;0
24;2021-01-29;20-59;121;31;0.0;0.0;0.0;1602;48
24;2021-01-29;60+;961;98;0.0;0.0;0.0;4767;1585
24;2021-01-29;whole;1099;135;0.0;0.0;0.0;6495;1644
24;2021-01-30;0-19;0;0;0.0;0.0;0.0;95;0
24;2021-01-30;20-59;116;31;0.0;0.0;0.0;1617;49
24;2021-01-30;60+;958;97;0.0;0.0;0.0;4783;1595
24;2021-01-30;whole;1089;134;0.0;0.0;0.0;6527;1655
24;2021-01-31;0-19;0;0;0.0;0.0;0.0;96;0
24;2021-01-31;20-59;121;32;0.0;0.0;0.0;1619;49
24;2021-01-31;60+;975;102;0.0;0.0;0.0;4790;1604
24;2021-01-31;whole;1112;139;0.0;0.0;0.0;6537;1664
24;2021-02-01;0-19;0;0;0.0;0.0;0.0;96;0
24;2021-02-01;20-59;121;32;0.0;0.0;0.0;1624;49
24;2021-02-01;60+;980;100;0.0;0.0;0.0;4813;1621
24;2021-02-01;whole;1123;138;0.0;0.0;0.0;6565;1681
24;2021-02-02;0-19;0;0;0.0;0.0;0.0;96;0
24;2021-02-02;20-59;125;30;0.0;0.0;0.0;1636;49
24;2021-02-02;60+;998;109;0.0;0.0;0.0;4853;1628
24;2021-02-02;whole;1142;145;0.0;0.0;0.0;6620;1688
24;2021-02-03;0-19;0;0;0.0;0.0;0.0;96;0
24;2021-02-03;20-59;122;29;0.0;0.0;0.0;1648;49
24;2021-02-03;60+;984;106;0.0;0.0;0.0;4903;1640
24;2021-02-03;whole;1123;141;0.0;0.0;0.0;6684;1701
24;2021-02-04;0-19;0;0;0.0;0.0;0.0;96;0
24;2021-02-04;20-59;125;28;0.0;0.0;0.0;1656;49
24;2021-02-04;60+;982;106;0.0;0.0;0.0;4947;1645
24;2021-02-04;whole;1124;140;0.0;0.0;0.0;6736;1706
24;2021-02-05;0-19;1;0;0.0;0.0;0.0;96;0
24;2021-02-05;20-59;128;30;0.0;0.0;0.0;1665;49
24;2021-02-05;60+;954;103;0.0;0.0;0.0;5004;1656
24;2021-02-05;whole;1101;139;0.0;0.0;0.0;6802;1717
24;2021-02-06;0-19;1;0;0.0;0.0;0.0;96;0
24;2021-02-06;20-59;122;33;0.0;0.0;0.0;1675;51
24;2021-02-06;60+;918;96;0.0;0.0;0.0;5060;1669
24;2021-02-06;whole;1059;135;0.0;0.0;0.0;6870;1732
24;2021-02-07;0-19;0;0;0.0;0.0;0.0;97;0
24;2021-02-07;20-59;123;34;0.0;0.0;0.0;1678;51
24;2021-02-07;60+;926;93;0.0;0.0;0.0;5065;1677
24;2021-02-07;whole;1069;133;0.0;0.0;0.0;6877;1740
24;2021-02-08;0-19;0;0;0.0;0.0;0.0;97;0
24;2021-02-08;20-59;120;33;0.0;0.0;0.0;1686;51
24;2021-02-08;60+;934;95;0.0;0.0;0.0;5085;1697
24;2021-02-08;whole;1074;135;0.0;0.0;0.0;6906;1760
24;2021-02-09;0-19;1;0;0.0;0.0;0.0;97;0
24;2021-02-09;20-59;118;30;0.0;0.0;0.0;1706;53
24;2021-02-09;60+;919;96;0.0;0.0;0.0;5125;1720
24;2021-02-09;whole;1059;134;0.0;0.0;0.0;6965;1785
24;2021-02-10;0-19;1;0;0.0;0.0;0.0;97;0
24;2021-02-10;20-59;122;29;0.0;0.0;0.0;1711;54
24;2021-02-10;60+;944;95;0.0;0.0;0.0;5150;1730
24;2021-02-10;whole;1074;127;0.0;0.0;0.0;6998;1796
24;2021-02-11;0-19;0;0;0.0;0.0;0.0;98;0
24;2021-02-11;20-59;126;32;0.0;0.0;0.0;1720;55
24;2021-02-11;60+;930;98;0.0;0.0;0.0;5194;1745
24;2021-02-11;whole;1061;132;0.0;0.0;0.0;7052;1812
24;2021-02-12;0-19;0;0;0.0;0.0;0.0;99;0
24;2021-02-12;20-59;117;31;0.0;0.0;0.0;1736;55
24;2021-02-12;60+;922;91;0.0;0.0;0.0;5237;1762
24;2021-02-12;whole;1045;124;0.0;0.0;0.0;7112;1829
24;2021-02-13;0-19;0;0;0.0;0.0;0.0;99;0
24;2021-02-13;20-59;118;28;0.0;0.0;0.0;1745;55
24;2021-02-13;60+;935;94;0.0;0.0;0.0;5262;1764
24;2021-02-13;whole;1060;124;0.0;0.0;0.0;7146;1831
24;2021-02-14;0-19;0;0;0.0;0.0;0.0;99;0
24;2021-02-14;20-59;123;30;0.0;0.0;0.0;1748;55
24;2021-02-14;60+;933;92;0.0;0.0;0.0;5268;1770
24;2021-02-14;whole;1063;124;0.0;0.0;0.0;7155;1837
24;2021-02-15;0-19;0;0;0.0;0.0;0.0;99;0
24;2021-02-15;20-59;121;31;0.0;0.0;0.0;1756;56
24;2021-02-15;60+;915;98;0.0;0.0;0.0;5304;1784
24;2021-02-15;whole;1044;131;0.0;0.0;0.0;7199;1852
24;2021-02-16;0-19;0;0;0.0;0.0;0.0;99;0
24;2021-02-16;20-59;111;31;0.0;0.0;0.0;1776;56
24;2021-02-16;60+;905;95;0.0;0.0;0.0;5355;1803
24;2021-02-16;whole;1025;127;0.0;0.0;0.0;7270;1871
24;2021-02-17;0-19;1;0;0.0;0.0;0.0;99;0
24;2021-02-17;20-59;114;26;0.0;0.0;0.0;1781;57
24;2021-02-17;60+;905;93;0.0;0.0;0.0;5381;1814
24;2021-02-17;whole;1028;120;0.0;0.0;0.0;7302;1883
24;2021-02-18;0-19;1;0;0.0;0.0;0.0;99;0
24;2021-02-18;20-59;112;29;0.0;0.0;0.0;1790;56
24;2021-02-18;60+;910;94;0.0;0.0;0.0;5404;1823
24;2021-02-18;whole;1031;124;0.0;0.0;0.0;7335;1891
24;2021-02-19;0-19;0;0;0.0;0.0;0.0;100;0
24;2021-02-19;20-59;111;28;0.0;0.0;0.0;1803;56
24;2021-02-19;60+;913;95;0.0;0.0;0.0;5428;1831
