reg;jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc
;;;sum;sum;sum;sum;sum;sum;sum
84;2020-04-15;20-59;409;123;0.0;0.0;0.0;1313;36
84;2020-04-15;60+;2558;501;0.0;0.0;0.0;1891;835
84;2020-04-15;whole;3004;639;0.0;0.0;0.0;3317;885
84;2020-04-16;0-19;13;3;0.0;0.0;0.0;55;0
84;2020-04-16;20-59;391;118;0.0;0.0;0.0;1363;37
84;2020-04-16;60+;2535;495;0.0;0.0;0.0;1983;876
84;2020-04-16;whole;2970;628;0.0;0.0;0.0;3460;927
84;2020-04-17;0-19;15;5;0.0;0.0;0.0;56;0
84;2020-04-17;20-59;378;112;0.0;0.0;0.0;1423;39
84;2020-04-17;60+;2545;473;0.0;0.0;0.0;2095;901
84;2020-04-17;whole;2965;601;0.0;0.0;0.0;3637;954
84;2020-04-18;0-19;15;5;0.0;0.0;0.0;57;0
84;2020-04-18;20-59;370;112;0.0;0.0;0.0;1462;39
84;2020-04-18;60+;2532;453;0.0;0.0;0.0;2214;938
84;2020-04-18;whole;2942;578;0.0;0.0;0.0;3797;992
84;2020-04-19;0-19;17;7;0.0;0.0;0.0;57;0
84;2020-04-19;20-59;377;111;0.0;0.0;0.0;1483;40
84;2020-04-19;60+;2564;447;0.0;0.0;0.0;2229;956
84;2020-04-19;whole;2983;573;0.0;0.0;0.0;3833;1011
84;2020-04-20;0-19;18;8;0.0;0.0;0.0;57;0
84;2020-04-20;20-59;370;109;0.0;0.0;0.0;1505;42
84;2020-04-20;60+;2524;451;0.0;0.0;0.0;2278;1004
84;2020-04-20;whole;2936;576;0.0;0.0;0.0;3904;1062
84;2020-04-21;0-19;15;8;0.0;0.0;0.0;61;0
84;2020-04-21;20-59;356;107;0.0;0.0;0.0;1553;42
84;2020-04-21;60+;2477;428;0.0;0.0;0.0;2410;1044
84;2020-04-21;whole;2872;551;0.0;0.0;0.0;4089;1103
84;2020-04-22;0-19;16;8;0.0;0.0;0.0;61;0
84;2020-04-22;20-59;357;102;0.0;0.0;0.0;1591;43
84;2020-04-22;60+;2420;398;0.0;0.0;0.0;2536;1073
84;2020-04-22;whole;2816;516;0.0;0.0;0.0;4253;1133
84;2020-04-23;0-19;13;5;0.0;0.0;0.0;65;0
84;2020-04-23;20-59;346;90;0.0;0.0;0.0;1625;44
84;2020-04-23;60+;2380;380;0.0;0.0;0.0;2635;1104
84;2020-04-23;whole;2760;483;0.0;0.0;0.0;4391;1167
84;2020-04-24;0-19;11;4;0.0;0.0;0.0;67;0
84;2020-04-24;20-59;329;86;0.0;0.0;0.0;1655;46
84;2020-04-24;60+;2355;367;0.0;0.0;0.0;2738;1126
84;2020-04-24;whole;2713;465;0.0;0.0;0.0;4526;1192
84;2020-04-25;0-19;10;3;0.0;0.0;0.0;69;0
84;2020-04-25;20-59;315;82;0.0;0.0;0.0;1684;47
84;2020-04-25;60+;2338;352;0.0;0.0;0.0;2824;1145
84;2020-04-25;whole;2682;444;0.0;0.0;0.0;4643;1212
84;2020-04-26;0-19;12;3;0.0;0.0;0.0;69;0
84;2020-04-26;20-59;309;78;0.0;0.0;0.0;1696;50
84;2020-04-26;60+;2353;351;0.0;0.0;0.0;2840;1156
84;2020-04-26;whole;2694;439;0.0;0.0;0.0;4671;1226
84;2020-04-27;0-19;11;3;0.0;0.0;0.0;70;0
84;2020-04-27;20-59;303;74;0.0;0.0;0.0;1651;51
84;2020-04-27;60+;2330;349;0.0;0.0;0.0;2874;1184
84;2020-04-27;whole;2663;433;0.0;0.0;0.0;4662;1255
84;2020-04-28;0-19;10;3;0.0;0.0;0.0;71;0
84;2020-04-28;20-59;290;66;0.0;0.0;0.0;1655;51
84;2020-04-28;60+;2285;320;0.0;0.0;0.0;3001;1216
84;2020-04-28;whole;2603;395;0.0;0.0;0.0;4794;1287
84;2020-04-29;0-19;12;4;0.0;0.0;0.0;72;0
84;2020-04-29;20-59;289;66;0.0;0.0;0.0;1672;53
84;2020-04-29;60+;2219;308;0.0;0.0;0.0;3097;1238
84;2020-04-29;whole;2537;383;0.0;0.0;0.0;4909;1311
84;2020-04-30;0-19;11;5;0.0;0.0;0.0;74;0
84;2020-04-30;20-59;287;62;0.0;0.0;0.0;1690;53
84;2020-04-30;60+;2174;299;0.0;0.0;0.0;3207;1258
84;2020-04-30;whole;2489;371;0.0;0.0;0.0;5042;1331
84;2020-05-01;0-19;13;7;0.0;0.0;0.0;74;0
84;2020-05-01;20-59;277;59;0.0;0.0;0.0;1717;53
84;2020-05-01;60+;2164;288;0.0;0.0;0.0;3266;1273
84;2020-05-01;whole;2470;359;0.0;0.0;0.0;5129;1346
84;2020-05-02;0-19;15;8;0.0;0.0;0.0;74;0
84;2020-05-02;20-59;274;55;0.0;0.0;0.0;1723;53
84;2020-05-02;60+;2169;291;0.0;0.0;0.0;3285;1282
84;2020-05-02;whole;2474;359;0.0;0.0;0.0;5154;1355
84;2020-05-03;0-19;16;8;0.0;0.0;0.0;74;0
84;2020-05-03;20-59;276;57;0.0;0.0;0.0;1727;53
84;2020-05-03;60+;2174;288;0.0;0.0;0.0;3289;1291
84;2020-05-03;whole;2482;358;0.0;0.0;0.0;5162;1364
84;2020-05-04;0-19;9;5;0.0;0.0;0.0;76;0
84;2020-05-04;20-59;277;53;0.0;0.0;0.0;1737;53
84;2020-05-04;60+;2138;282;0.0;0.0;0.0;3330;1313
84;2020-05-04;whole;2439;345;0.0;0.0;0.0;5216;1386
84;2020-05-05;0-19;10;5;0.0;0.0;0.0;76;0
84;2020-05-05;20-59;273;48;0.0;0.0;0.0;1760;53
84;2020-05-05;60+;2101;256;0.0;0.0;0.0;3415;1346
84;2020-05-05;whole;2399;314;0.0;0.0;0.0;5326;1419
84;2020-05-06;0-19;12;5;0.0;0.0;0.0;76;0
84;2020-05-06;20-59;258;44;0.0;0.0;0.0;1789;53
84;2020-05-06;60+;2015;242;0.0;0.0;0.0;3520;1365
84;2020-05-06;whole;2299;296;0.0;0.0;0.0;5460;1437
84;2020-05-07;0-19;11;5;0.0;0.0;0.0;77;0
84;2020-05-07;20-59;243;42;0.0;0.0;0.0;1819;55
84;2020-05-07;60+;1939;225;0.0;0.0;0.0;3625;1386
84;2020-05-07;whole;2206;276;0.0;0.0;0.0;5596;1462
84;2020-05-08;0-19;8;2;0.0;0.0;0.0;80;0
84;2020-05-08;20-59;229;41;0.0;0.0;0.0;1836;57
84;2020-05-08;60+;1874;215;0.0;0.0;0.0;3689;1392
84;2020-05-08;whole;2128;262;0.0;0.0;0.0;5680;1469
84;2020-05-09;0-19;8;2;0.0;0.0;0.0;80;0
84;2020-05-09;20-59;229;40;0.0;0.0;0.0;1842;57
84;2020-05-09;60+;1869;209;0.0;0.0;0.0;3701;1397
84;2020-05-09;whole;2122;255;0.0;0.0;0.0;5698;1473
84;2020-05-10;0-19;8;2;0.0;0.0;0.0;81;0
84;2020-05-10;20-59;228;40;0.0;0.0;0.0;1843;57
84;2020-05-10;60+;1865;207;0.0;0.0;0.0;3708;1406
84;2020-05-10;whole;2116;253;0.0;0.0;0.0;5707;1483
84;2020-05-11;0-19;7;2;0.0;0.0;0.0;82;0
84;2020-05-11;20-59;221;35;0.0;0.0;0.0;1854;58
84;2020-05-11;60+;1847;204;0.0;0.0;0.0;3748;1421
84;2020-05-11;whole;2089;245;0.0;0.0;0.0;5759;1499
84;2020-05-12;0-19;4;2;0.0;0.0;0.0;83;0
84;2020-05-12;20-59;208;34;0.0;0.0;0.0;1871;58
84;2020-05-12;60+;1800;197;0.0;0.0;0.0;3837;1439
84;2020-05-12;whole;2026;236;0.0;0.0;0.0;5866;1517
84;2020-05-13;0-19;6;4;0.0;0.0;0.0;83;0
84;2020-05-13;20-59;201;32;0.0;0.0;0.0;1884;59
84;2020-05-13;60+;1701;185;0.0;0.0;0.0;3960;1447
84;2020-05-13;whole;1920;224;0.0;0.0;0.0;6004;1526
84;2020-05-14;0-19;5;2;0.0;0.0;0.0;86;0
84;2020-05-14;20-59;198;31;0.0;0.0;0.0;1890;60
84;2020-05-14;60+;1665;176;0.0;0.0;0.0;4039;1457
84;2020-05-14;whole;1878;211;0.0;0.0;0.0;6094;1537
84;2020-05-15;0-19;6;2;0.0;0.0;0.0;86;0
84;2020-05-15;20-59;194;27;0.0;0.0;0.0;1899;60
84;2020-05-15;60+;1623;174;0.0;0.0;0.0;4085;1468
84;2020-05-15;whole;1833;205;0.0;0.0;0.0;6148;1548
84;2020-05-16;0-19;4;1;0.0;0.0;0.0;87;0
84;2020-05-16;20-59;185;23;0.0;0.0;0.0;1920;61
84;2020-05-16;60+;1569;162;0.0;0.0;0.0;4149;1481
84;2020-05-16;whole;1769;189;0.0;0.0;0.0;6235;1562
84;2020-05-17;0-19;4;1;0.0;0.0;0.0;87;0
84;2020-05-17;20-59;188;23;0.0;0.0;0.0;1920;61
84;2020-05-17;60+;1577;162;0.0;0.0;0.0;4153;1483
84;2020-05-17;whole;1782;189;0.0;0.0;0.0;6239;1564
84;2020-05-18;0-19;4;1;0.0;0.0;0.0;87;0
84;2020-05-18;20-59;185;23;0.0;0.0;0.0;1928;61
84;2020-05-18;60+;1543;156;0.0;0.0;0.0;4191;1490
84;2020-05-18;whole;1740;183;0.0;0.0;0.0;6287;1571
84;2020-05-19;0-19;4;1;0.0;0.0;0.0;88;0
84;2020-05-19;20-59;180;22;0.0;0.0;0.0;1943;61
84;2020-05-19;60+;1479;145;0.0;0.0;0.0;4267;1510
84;2020-05-19;whole;1671;171;0.0;0.0;0.0;6378;1591
84;2020-05-20;0-19;4;1;0.0;0.0;0.0;88;0
84;2020-05-20;20-59;180;23;0.0;0.0;0.0;1951;61
84;2020-05-20;60+;1388;137;0.0;0.0;0.0;4365;1522
84;2020-05-20;whole;1580;164;0.0;0.0;0.0;6485;1603
84;2020-05-21;0-19;4;1;0.0;0.0;0.0;89;0
84;2020-05-21;20-59;174;23;0.0;0.0;0.0;1957;61
84;2020-05-21;60+;1357;132;0.0;0.0;0.0;4422;1527
84;2020-05-21;whole;1542;159;0.0;0.0;0.0;6550;1608
84;2020-05-22;0-19;5;1;0.0;0.0;0.0;89;0
84;2020-05-22;20-59;178;22;0.0;0.0;0.0;1960;61
84;2020-05-22;60+;1343;126;0.0;0.0;0.0;4441;1533
84;2020-05-22;whole;1532;152;0.0;0.0;0.0;6571;1615
84;2020-05-23;0-19;6;1;0.0;0.0;0.0;89;0
84;2020-05-23;20-59;175;23;0.0;0.0;0.0;1967;61
84;2020-05-23;60+;1327;121;0.0;0.0;0.0;4461;1541
84;2020-05-23;whole;1514;148;0.0;0.0;0.0;6598;1623
84;2020-05-24;0-19;6;1;0.0;0.0;0.0;89;0
84;2020-05-24;20-59;178;23;0.0;0.0;0.0;1967;61
84;2020-05-24;60+;1335;122;0.0;0.0;0.0;4463;1541
84;2020-05-24;whole;1525;149;0.0;0.0;0.0;6600;1623
84;2020-05-25;0-19;6;1;0.0;0.0;0.0;89;0
84;2020-05-25;20-59;177;22;0.0;0.0;0.0;1973;61
84;2020-05-25;60+;1276;119;0.0;0.0;0.0;4536;1551
84;2020-05-25;whole;1465;145;0.0;0.0;0.0;6679;1633
84;2020-05-26;0-19;5;1;0.0;0.0;0.0;90;0
84;2020-05-26;20-59;170;22;0.0;0.0;0.0;1982;61
84;2020-05-26;60+;1223;114;0.0;0.0;0.0;4585;1563
84;2020-05-26;whole;1404;139;0.0;0.0;0.0;6738;1645
84;2020-05-27;0-19;5;0;0.0;0.0;0.0;90;0
84;2020-05-27;20-59;153;22;0.0;0.0;0.0;1994;61
84;2020-05-27;60+;1172;111;0.0;0.0;0.0;4639;1570
84;2020-05-27;whole;1334;134;0.0;0.0;0.0;6807;1652
84;2020-05-28;0-19;5;0;0.0;0.0;0.0;90;0
84;2020-05-28;20-59;140;18;0.0;0.0;0.0;2009;61
84;2020-05-28;60+;1091;98;0.0;0.0;0.0;4717;1579
84;2020-05-28;whole;1240;117;0.0;0.0;0.0;6900;1661
84;2020-05-29;0-19;4;0;0.0;0.0;0.0;91;0
84;2020-05-29;20-59;126;17;0.0;0.0;0.0;2024;61
84;2020-05-29;60+;1026;93;0.0;0.0;0.0;4779;1587
84;2020-05-29;whole;1159;111;0.0;0.0;0.0;6978;1669
84;2020-05-30;0-19;4;0;0.0;0.0;0.0;91;0
84;2020-05-30;20-59;129;19;0.0;0.0;0.0;2027;61
84;2020-05-30;60+;1020;99;0.0;0.0;0.0;4804;1588
84;2020-05-30;whole;1156;119;0.0;0.0;0.0;7006;1670
84;2020-05-31;0-19;4;0;0.0;0.0;0.0;91;0
84;2020-05-31;20-59;131;22;0.0;0.0;0.0;2033;61
84;2020-05-31;60+;1022;104;0.0;0.0;0.0;4814;1591
84;2020-05-31;whole;1161;127;0.0;0.0;0.0;7022;1673
84;2020-06-01;0-19;4;0;0.0;0.0;0.0;91;0
84;2020-06-01;20-59;132;21;0.0;0.0;0.0;2033;61
84;2020-06-01;60+;1023;101;0.0;0.0;0.0;4815;1593
84;2020-06-01;whole;1163;123;0.0;0.0;0.0;7023;1675
84;2020-06-02;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-02;20-59;134;22;0.0;0.0;0.0;2034;61
84;2020-06-02;60+;987;93;0.0;0.0;0.0;4848;1603
84;2020-06-02;whole;1128;116;0.0;0.0;0.0;7058;1685
84;2020-06-03;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-03;20-59;128;18;0.0;0.0;0.0;2038;61
84;2020-06-03;60+;935;82;0.0;0.0;0.0;4901;1610
84;2020-06-03;whole;1070;100;0.0;0.0;0.0;7115;1692
84;2020-06-04;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-04;20-59;125;17;0.0;0.0;0.0;2042;61
84;2020-06-04;60+;866;77;0.0;0.0;0.0;4977;1612
84;2020-06-04;whole;998;94;0.0;0.0;0.0;7195;1694
84;2020-06-05;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-05;20-59;123;15;0.0;0.0;0.0;2049;61
84;2020-06-05;60+;815;70;0.0;0.0;0.0;5033;1612
84;2020-06-05;whole;945;85;0.0;0.0;0.0;7258;1694
84;2020-06-06;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-06;20-59;122;15;0.0;0.0;0.0;2051;61
84;2020-06-06;60+;796;68;0.0;0.0;0.0;5052;1614
84;2020-06-06;whole;924;83;0.0;0.0;0.0;7280;1696
84;2020-06-07;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-07;20-59;123;15;0.0;0.0;0.0;2050;61
84;2020-06-07;60+;793;68;0.0;0.0;0.0;5054;1615
84;2020-06-07;whole;923;83;0.0;0.0;0.0;7281;1697
84;2020-06-08;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-08;20-59;126;15;0.0;0.0;0.0;2053;61
84;2020-06-08;60+;774;66;0.0;0.0;0.0;5075;1622
84;2020-06-08;whole;907;81;0.0;0.0;0.0;7305;1704
84;2020-06-09;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-09;20-59;117;9;0.0;0.0;0.0;2057;62
84;2020-06-09;60+;743;58;0.0;0.0;0.0;5105;1624
84;2020-06-09;whole;865;67;0.0;0.0;0.0;7339;1707
84;2020-06-10;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-10;20-59;111;9;0.0;0.0;0.0;2067;63
84;2020-06-10;60+;718;55;0.0;0.0;0.0;5134;1628
84;2020-06-10;whole;834;64;0.0;0.0;0.0;7378;1712
84;2020-06-11;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-11;20-59;107;6;0.0;0.0;0.0;2075;63
84;2020-06-11;60+;699;44;0.0;0.0;0.0;5156;1632
84;2020-06-11;whole;811;50;0.0;0.0;0.0;7408;1716
84;2020-06-12;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-12;20-59;96;6;0.0;0.0;0.0;2085;63
84;2020-06-12;60+;666;39;0.0;0.0;0.0;5187;1633
84;2020-06-12;whole;766;45;0.0;0.0;0.0;7450;1717
84;2020-06-13;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-13;20-59;96;6;0.0;0.0;0.0;2086;63
84;2020-06-13;60+;657;35;0.0;0.0;0.0;5199;1634
84;2020-06-13;whole;757;41;0.0;0.0;0.0;7463;1718
84;2020-06-14;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-14;20-59;95;6;0.0;0.0;0.0;2087;63
84;2020-06-14;60+;656;35;0.0;0.0;0.0;5200;1634
84;2020-06-14;whole;755;41;0.0;0.0;0.0;7465;1718
84;2020-06-15;0-19;3;0;0.0;0.0;0.0;92;0
84;2020-06-15;20-59;94;5;0.0;0.0;0.0;2088;63
84;2020-06-15;60+;611;34;0.0;0.0;0.0;5229;1636
84;2020-06-15;whole;709;39;0.0;0.0;0.0;7495;1720
84;2020-06-16;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-16;20-59;96;5;0.0;0.0;0.0;2092;63
84;2020-06-16;60+;599;33;0.0;0.0;0.0;5238;1637
84;2020-06-16;whole;699;38;0.0;0.0;0.0;7510;1721
84;2020-06-17;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-17;20-59;90;6;0.0;0.0;0.0;2103;63
84;2020-06-17;60+;566;31;0.0;0.0;0.0;5275;1637
84;2020-06-17;whole;660;37;0.0;0.0;0.0;7558;1721
84;2020-06-18;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-18;20-59;86;5;0.0;0.0;0.0;2106;63
84;2020-06-18;60+;552;29;0.0;0.0;0.0;5284;1638
84;2020-06-18;whole;642;34;0.0;0.0;0.0;7570;1722
84;2020-06-19;0-19;3;0;0.0;0.0;0.0;94;0
84;2020-06-19;20-59;86;6;0.0;0.0;0.0;2108;63
84;2020-06-19;60+;547;29;0.0;0.0;0.0;5283;1638
84;2020-06-19;whole;638;35;0.0;0.0;0.0;7571;1722
84;2020-06-20;0-19;3;0;0.0;0.0;0.0;94;0
84;2020-06-20;20-59;83;6;0.0;0.0;0.0;2113;63
84;2020-06-20;60+;528;29;0.0;0.0;0.0;5302;1639
84;2020-06-20;whole;616;35;0.0;0.0;0.0;7595;1723
84;2020-06-21;0-19;3;0;0.0;0.0;0.0;94;0
84;2020-06-21;20-59;78;6;0.0;0.0;0.0;2118;63
84;2020-06-21;60+;519;29;0.0;0.0;0.0;5312;1639
84;2020-06-21;whole;602;35;0.0;0.0;0.0;7610;1723
84;2020-06-22;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-06-22;20-59;79;5;0.0;0.0;0.0;2119;63
84;2020-06-22;60+;512;27;0.0;0.0;0.0;5321;1642
84;2020-06-22;whole;595;32;0.0;0.0;0.0;7621;1726
84;2020-06-23;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-23;20-59;79;5;0.0;0.0;0.0;2117;63
84;2020-06-23;60+;497;27;0.0;0.0;0.0;5325;1643
84;2020-06-23;whole;581;32;0.0;0.0;0.0;7622;1727
84;2020-06-24;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-24;20-59;78;5;0.0;0.0;0.0;2117;63
84;2020-06-24;60+;489;27;0.0;0.0;0.0;5327;1644
84;2020-06-24;whole;571;32;0.0;0.0;0.0;7625;1728
84;2020-06-25;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-25;20-59;75;5;0.0;0.0;0.0;2116;63
84;2020-06-25;60+;474;26;0.0;0.0;0.0;5340;1644
84;2020-06-25;whole;553;31;0.0;0.0;0.0;7637;1728
84;2020-06-26;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-26;20-59;74;4;0.0;0.0;0.0;2117;63
84;2020-06-26;60+;465;26;0.0;0.0;0.0;5350;1645
84;2020-06-26;whole;543;30;0.0;0.0;0.0;7649;1729
84;2020-06-27;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-27;20-59;71;4;0.0;0.0;0.0;2121;63
84;2020-06-27;60+;450;25;0.0;0.0;0.0;5364;1646
84;2020-06-27;whole;525;29;0.0;0.0;0.0;7668;1730
84;2020-06-28;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-28;20-59;71;4;0.0;0.0;0.0;2121;63
84;2020-06-28;60+;450;25;0.0;0.0;0.0;5364;1647
84;2020-06-28;whole;525;29;0.0;0.0;0.0;7668;1731
84;2020-06-29;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-29;20-59;68;4;0.0;0.0;0.0;2126;63
84;2020-06-29;60+;432;24;0.0;0.0;0.0;5384;1650
84;2020-06-29;whole;505;29;0.0;0.0;0.0;7693;1734
84;2020-06-30;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-06-30;20-59;67;4;0.0;0.0;0.0;2127;63
84;2020-06-30;60+;430;22;0.0;0.0;0.0;5389;1653
84;2020-06-30;whole;503;27;0.0;0.0;0.0;7699;1737
84;2020-07-01;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-01;20-59;62;4;0.0;0.0;0.0;2138;63
84;2020-07-01;60+;420;20;0.0;0.0;0.0;5400;1653
84;2020-07-01;whole;487;25;0.0;0.0;0.0;7722;1737
84;2020-07-02;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-02;20-59;58;4;0.0;0.0;0.0;2144;63
84;2020-07-02;60+;417;21;0.0;0.0;0.0;5405;1654
84;2020-07-02;whole;479;25;0.0;0.0;0.0;7733;1738
84;2020-07-03;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-03;20-59;56;3;0.0;0.0;0.0;2148;63
84;2020-07-03;60+;410;21;0.0;0.0;0.0;5415;1656
84;2020-07-03;whole;470;24;0.0;0.0;0.0;7747;1740
84;2020-07-04;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-04;20-59;57;3;0.0;0.0;0.0;2148;63
84;2020-07-04;60+;408;22;0.0;0.0;0.0;5418;1656
84;2020-07-04;whole;469;25;0.0;0.0;0.0;7750;1740
84;2020-07-05;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-05;20-59;57;3;0.0;0.0;0.0;2148;63
84;2020-07-05;60+;404;22;0.0;0.0;0.0;5423;1657
84;2020-07-05;whole;465;25;0.0;0.0;0.0;7755;1741
84;2020-07-06;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-06;20-59;57;3;0.0;0.0;0.0;2150;63
84;2020-07-06;60+;402;23;0.0;0.0;0.0;5431;1658
84;2020-07-06;whole;463;26;0.0;0.0;0.0;7765;1742
84;2020-07-07;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-07;20-59;56;3;0.0;0.0;0.0;2151;63
84;2020-07-07;60+;399;25;0.0;0.0;0.0;5439;1658
84;2020-07-07;whole;459;28;0.0;0.0;0.0;7774;1742
84;2020-07-08;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-08;20-59;56;4;0.0;0.0;0.0;2153;63
84;2020-07-08;60+;387;27;0.0;0.0;0.0;5454;1659
84;2020-07-08;whole;447;31;0.0;0.0;0.0;7791;1743
84;2020-07-09;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-09;20-59;55;4;0.0;0.0;0.0;2155;63
84;2020-07-09;60+;379;24;0.0;0.0;0.0;5464;1661
84;2020-07-09;whole;438;28;0.0;0.0;0.0;7803;1745
84;2020-07-10;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-10;20-59;56;4;0.0;0.0;0.0;2155;63
84;2020-07-10;60+;381;21;0.0;0.0;0.0;5467;1663
84;2020-07-10;whole;441;25;0.0;0.0;0.0;7806;1747
84;2020-07-11;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-11;20-59;57;4;0.0;0.0;0.0;2156;63
84;2020-07-11;60+;376;20;0.0;0.0;0.0;5472;1663
84;2020-07-11;whole;437;24;0.0;0.0;0.0;7812;1747
84;2020-07-12;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-12;20-59;56;3;0.0;0.0;0.0;2158;63
84;2020-07-12;60+;379;20;0.0;0.0;0.0;5472;1663
84;2020-07-12;whole;439;23;0.0;0.0;0.0;7814;1747
84;2020-07-13;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-13;20-59;58;4;0.0;0.0;0.0;2159;63
84;2020-07-13;60+;384;20;0.0;0.0;0.0;5474;1663
84;2020-07-13;whole;446;24;0.0;0.0;0.0;7817;1747
84;2020-07-14;0-19;2;0;0.0;0.0;0.0;94;0
84;2020-07-14;20-59;57;3;0.0;0.0;0.0;2160;63
84;2020-07-14;60+;381;20;0.0;0.0;0.0;5480;1663
84;2020-07-14;whole;442;23;0.0;0.0;0.0;7824;1747
84;2020-07-15;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-15;20-59;56;3;0.0;0.0;0.0;2163;63
84;2020-07-15;60+;383;18;0.0;0.0;0.0;5485;1664
84;2020-07-15;whole;443;21;0.0;0.0;0.0;7833;1748
84;2020-07-16;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-16;20-59;55;3;0.0;0.0;0.0;2164;63
84;2020-07-16;60+;379;19;0.0;0.0;0.0;5493;1664
84;2020-07-16;whole;438;22;0.0;0.0;0.0;7842;1748
84;2020-07-17;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-17;20-59;52;3;0.0;0.0;0.0;2167;63
84;2020-07-17;60+;372;19;0.0;0.0;0.0;5504;1665
84;2020-07-17;whole;428;22;0.0;0.0;0.0;7856;1749
84;2020-07-18;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-18;20-59;52;3;0.0;0.0;0.0;2167;63
84;2020-07-18;60+;371;20;0.0;0.0;0.0;5507;1665
84;2020-07-18;whole;427;23;0.0;0.0;0.0;7859;1749
84;2020-07-19;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-19;20-59;52;3;0.0;0.0;0.0;2167;63
84;2020-07-19;60+;366;18;0.0;0.0;0.0;5511;1666
84;2020-07-19;whole;422;21;0.0;0.0;0.0;7863;1750
84;2020-07-20;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-20;20-59;55;3;0.0;0.0;0.0;2169;63
84;2020-07-20;60+;364;16;0.0;0.0;0.0;5517;1668
84;2020-07-20;whole;423;19;0.0;0.0;0.0;7871;1752
84;2020-07-21;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-21;20-59;54;2;0.0;0.0;0.0;2171;63
84;2020-07-21;60+;362;16;0.0;0.0;0.0;5523;1668
84;2020-07-21;whole;420;18;0.0;0.0;0.0;7879;1752
84;2020-07-22;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-22;20-59;51;2;0.0;0.0;0.0;2177;63
84;2020-07-22;60+;354;17;0.0;0.0;0.0;5535;1668
84;2020-07-22;whole;409;19;0.0;0.0;0.0;7897;1752
84;2020-07-23;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-23;20-59;49;2;0.0;0.0;0.0;2181;63
84;2020-07-23;60+;334;17;0.0;0.0;0.0;5561;1670
84;2020-07-23;whole;387;19;0.0;0.0;0.0;7927;1754
84;2020-07-24;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-24;20-59;50;3;0.0;0.0;0.0;2187;63
84;2020-07-24;60+;314;18;0.0;0.0;0.0;5588;1672
84;2020-07-24;whole;368;21;0.0;0.0;0.0;7960;1756
84;2020-07-25;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-25;20-59;50;3;0.0;0.0;0.0;2188;63
84;2020-07-25;60+;310;17;0.0;0.0;0.0;5587;1673
84;2020-07-25;whole;364;20;0.0;0.0;0.0;7960;1757
84;2020-07-26;0-19;2;0;0.0;0.0;0.0;95;0
84;2020-07-26;20-59;50;3;0.0;0.0;0.0;2188;63
84;2020-07-26;60+;310;17;0.0;0.0;0.0;5587;1673
