jour;cl_age90;P;T;pop;incidence;positivite;incidence hebdo
2020-08-07;39;445;18234;8295371.931939545;5.364436985478894;2.4404957771196667;26.122999882096092
2020-08-07;49;301;15152;8592886.15993014;3.502897564308557;1.9865364308342133;16.792960748495844
2020-08-07;59;225;14385;8792674.76801071;2.5589482829342147;1.5641293013555788;13.147307622542009
2020-08-07;69;144;11775;8004082.760304243;1.7990818475061146;1.2229299363057324;9.407698827584058
2020-08-07;79;81;8703;5695639.130797295;1.4221406613003122;0.9307135470527405;8.322156462424049
2020-08-07;89;64;5495;3245280.6081309738;1.9720944882131153;1.164695177434031;8.627913385932379
2020-08-07;90;21;2338;912580.6062728532;2.3011665879869896;0.8982035928143712;13.368682082591082
2020-08-08;0;984;49335;67114995.0;1.466140316333183;1.9945272119185162;17.329957336657777
2020-08-08;9;45;2129;7763205.686272893;0.5796574484632063;2.113668388914984;6.234537890137597
2020-08-08;19;95;4798;8336486.160537239;1.1395688563570745;1.979991663192997;14.730426901120921
2020-08-08;29;257;8918;7476787.1878041085;3.4373052695576254;2.881812065485535;44.96583780643088
2020-08-08;39;190;7832;8295371.931939545;2.290433769080876;2.4259448416751788;26.677525952505153
2020-08-08;49;127;6621;8592886.15993014;1.4779667464026138;1.9181392538891406;17.258462085945485
2020-08-08;59;103;6234;8792674.76801071;1.1714296584098849;1.6522297080526147;13.204173139940547
2020-08-08;69;66;4865;8004082.760304243;0.8245791801069692;1.3566289825282631;9.52014144305319
2020-08-08;79;55;3775;5695639.130797295;0.9656510663150267;1.456953642384106;8.655745012605603
2020-08-08;89;36;2826;3245280.6081309738;1.1093031496198773;1.2738853503184715;9.059309055228999
2020-08-08;90;10;1320;912580.6062728532;1.0957936133271378;0.7575757575757576;13.697420166589222
2020-08-09;0;410;16858;67114995.0;0.6108917984721596;2.432079724759758;17.572824076050367
2020-08-09;9;15;773;7763205.686272893;0.19321914948773544;1.9404915912031047;6.31182554993269
2020-08-09;19;42;1563;8336486.160537239;0.5038093891262856;2.6871401151631478;15.042308903913383
2020-08-09;29;104;3033;7476787.1878041085;1.390971782233436;3.428948236069898;45.313580751989235
2020-08-09;39;67;2578;8295371.931939545;0.8076792764653614;2.5989138867339023;26.906569329413237
2020-08-09;49;45;2124;8592886.15993014;0.5236890046308474;2.11864406779661;17.53776288841527
2020-08-09;59;44;1765;8792674.76801071;0.5004165531071353;2.492917847025496;13.431635209534699
2020-08-09;69;36;1544;8004082.760304243;0.44977046187652864;2.33160621761658;9.75752029793247
2020-08-09;79;37;1452;5695639.130797295;0.6496198082482907;2.5482093663911844;8.97177627067234
2020-08-09;89;16;1351;3245280.6081309738;0.4930236220532788;1.1843079200592153;9.305820866255639
2020-08-09;90;4;666;912580.6062728532;0.43831744533085515;0.6006006006006006;13.697420166589222
2020-08-10;0;2772;115666;67114995.0;4.1302245496703085;2.3965555997440906;18.70967881320709
2020-08-10;9;111;4312;7763205.686272893;1.4298217062092424;2.5742115027829313;6.620976189113068
2020-08-10;19;293;11698;8336486.160537239;3.514670262238135;2.5047016584031456;15.546118293039669
2020-08-10;29;837;21010;7476787.1878041085;11.194647901244094;3.983817229890528;48.64388819214429
2020-08-10;39;512;18322;8295371.931939545;6.1721162619442556;2.794454753847833;28.497818053195743
2020-08-10;49;336;15672;8592886.15993014;3.910211234576994;2.1439509954058193;18.445490496442073
2020-08-10;59;332;14817;8792674.76801071;3.77587035526293;2.240669501248566;15.23995866280821
2020-08-10;69;179;12382;8004082.760304243;2.2363586854416284;1.4456469068001938;10.357214247101174
2020-08-10;79;97;8768;5695639.130797295;1.7030573351374108;1.1062956204379562;9.20002106816498
2020-08-10;89;52;5822;3245280.6081309738;1.6023267716731562;0.8931638612160768;9.983728346578896
2020-08-10;90;21;2782;912580.6062728532;2.3011665879869896;0.7548526240115025;13.587840805256507
2020-08-11;0;2640;105236;67114995.0;3.9335471901621983;2.508647230985594;19.651346170851983
2020-08-11;9;105;3879;7763205.686272893;1.3525340464141482;2.706883217324053;6.8399578918658355
2020-08-11;19;292;9977;8336486.160537239;3.502674800592271;2.926731482409542;16.721673534334336
2020-08-11;29;796;19922;7476787.1878041085;10.646284025555913;3.9955827728139743;51.58632850071502
2020-08-11;39;478;16674;8295371.931939545;5.76224916642452;2.8667386350005994;29.606870194013855
2020-08-11;49;353;13964;8592886.15993014;4.108049302993092;2.5279289601833286;19.62088137350242
2020-08-11;59;261;13264;8792674.76801071;2.968380008203689;1.96773220747889;15.785867629834176
2020-08-11;69;173;10946;8004082.760304243;2.1613969417955405;1.580486022291248;10.93192094838785
2020-08-11;79;95;8119;5695639.130797295;1.6679427509077733;1.1700948392659194;9.305364820853892
2020-08-11;89;63;5696;3245280.6081309738;1.9412805118347851;1.1060393258426966;10.199426181227205
2020-08-11;90;21;2738;912580.6062728532;2.3011665879869896;0.7669831994156319;13.478261443923794
2020-08-12;0;2864;110031;67114995.0;4.267302709327476;2.602902818296662;21.00573798746465
2020-08-12;9;106;4281;7763205.686272893;1.365415323046664;2.4760569960289653;7.1491085310462115
2020-08-12;19;297;10719;8336486.160537239;3.562652108821591;2.770780856423174;18.13713800854628
2020-08-12;29;933;21919;7476787.1878041085;12.478621854074959;4.256581048405493;55.8662416768179
2020-08-12;39;505;18237;8295371.931939545;6.087731859925486;2.7690957942644077;31.222228746944573
2020-08-12;49;382;14676;8592886.15993014;4.445537772644083;2.602889070591442;21.319961255193615
2020-08-12;59;289;13785;8792674.76801071;3.2868269056355026;2.096481682988756;16.718462115170205
2020-08-12;69;188;10787;8004082.760304243;2.3488013009107607;1.7428386020209512;11.681538384848732
2020-08-12;79;96;7751;5695639.130797295;1.685500043022592;1.2385498645336086;9.638953371035448
2020-08-12;89;52;5378;3245280.6081309738;1.6023267716731562;0.9669021941242097;10.384310039497183
2020-08-12;90;14;2448;912580.6062728532;1.534111058657993;0.5718954248366013;13.478261443923795
2020-08-13;0;3487;119418;67114995.0;5.195560247005903;2.9199953105896936;22.99933122247867
2020-08-13;9;104;4686;7763205.686272893;1.3396527697816325;2.219376867264191;7.548428106654199
2020-08-13;19;421;11829;8336486.160537239;5.05008935290872;3.5590497928819005;20.308316566447655
2020-08-13;29;1013;23857;7476787.1878041085;13.548600148100679;4.246133210378505;61.29638151899843
2020-08-13;39;662;19790;8295371.931939545;7.980353448060736;3.3451237998989387;34.46500076738013
2020-08-13;49;498;16415;8592886.15993014;5.795491651248045;3.0338105391410295;23.763843276804234
2020-08-13;59;387;14962;8792674.76801071;4.401391046646849;2.5865525999197967;18.663262810200205
2020-08-13;69;188;11675;8004082.760304243;2.3488013009107607;1.6102783725910064;12.168789718548304
2020-08-13;79;110;8247;5695639.130797295;1.9313021326300535;1.3338183581908574;10.025213797561458
2020-08-13;89;71;5477;3245280.6081309738;2.1877923228614247;1.2963301077232061;10.908147637928794
2020-08-13;90;30;2420;912580.6062728532;3.287380839981414;1.2396694214876034;13.259102721258369
